"nome_munic";"codigo_ibge";"dia";"mes";"datahora";"casos";"casos_novos";"casos_pc";"casos_mm7d";"obitos";"obitos_novos";"obitos_pc";"obitos_mm7d";"letalidade";"nome_ra";"cod_ra";"nome_drs";"cod_drs";"pop";"pop_60";"area";"map_leg";"map_leg_s";"latitude";"longitude";"semana_epidem"
"Ferraz de Vasconcelos";3515707;22;4;2020-04-22;59;1;30,5640887498252;2,57142857142857;3;0;1,55410620761823;0,285714285714286;0,0508474576271186;"RM de São Paulo";10;"Grande São Paulo";10;193037;21049;2956;"<75";"4";-23,5411;-46,371;17
"Franca";3516200;22;4;2020-04-22;5;0;1,46145414687614;0,142857142857143;0;0;0;0;0;"RA de Franca";6;"Franca";4;342125;53617;60568;"<10";"7";-20,5352;-47,4039;17
"Francisco Morato";3516309;22;4;2020-04-22;33;0;18,9216928607879;2,42857142857143;1;0;0,573384632145089;0;0,0303030303030303;"RM de São Paulo";10;"Grande São Paulo";10;174403;18701;49;"<50";"5";-23,2792;-46,7448;17
"Franco da Rocha";3516408;22;4;2020-04-22;67;1;44,0207357376101;3,71428571428571;4;1;2,62810362612598;0,285714285714286;0,0597014925373134;"RM de São Paulo";10;"Grande São Paulo";10;152201;17090;13278;"<75";"4";-23,3229;-46,729;17
"Garça";3516705;22;4;2020-04-22;1;0;2,35388272956241;0;0;0;0;0;0;"RA de Marília";8;"Marília";5;42483;8051;55581;"<10";"7";-22,2125;-49,6546;17
"Guararapes";3518206;22;4;2020-04-22;3;0;9,35278713056491;0;0;0;0;0;0;"RA de Araçatuba";1;"Araçatuba";7;32076;5806;95564;"<10";"7";-21,2544;-50,6453;17
"Guararema";3518305;22;4;2020-04-22;2;0;6,79601753372524;0;0;0;0;0;0;"RM de São Paulo";10;"Grande São Paulo";10;29429;4163;27082;"<10";"7";-23,4112;-46,0369;17
"Guaratinguetá";3518404;22;4;2020-04-22;1;0;0,844987113946512;0;0;0;0;0;0;"RA de São José dos Campos";15;"Taubaté";17;118345;20362;75264;"<10";"7";-22,8075;-45,1938;17
"Guarujá";3518701;22;4;2020-04-22;68;3;21,4914429291573;7,28571428571429;2;0;0,632101262622272;0,285714285714286;0,0294117647058824;"RA de Santos";12;"Baixada Santista";13;316405;41402;14479;"<75";"4";-23,9888;-46,258;17
"Guarulhos";3518800;22;4;2020-04-22;331;1;24,4953839891954;11,1428571428571;28;0;2,07211707461472;0,857142857142857;0,0845921450151057;"RM de São Paulo";10;"Grande São Paulo";10;1351275;162662;31868;">150";"1";-23,4538;-46,5333;17
"Guzolândia";3518909;22;4;2020-04-22;1;0;19,5809672997846;0,142857142857143;0;0;0;0;0;"RA de Araçatuba";1;"Araçatuba";7;5107;896;25248;"<10";"7";-20,6467;-50,6645;17
"Hortolândia";3519071;22;4;2020-04-22;10;0;4,34276582069588;1,14285714285714;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;230268;26129;6242;"<25";"6";-22,8529;-47,2143;17
"Ibirá";3519402;22;4;2020-04-22;1;0;8,29256157226967;0;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;12059;2221;27191;"<10";"7";-21,083;-49,2448;17
"Ibiúna";3519709;22;4;2020-04-22;3;0;3,92516027737799;0,285714285714286;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;76430;10936;105808;"<10";"7";-23,6596;-47,223;17
"Iepê";3519907;22;4;2020-04-22;1;0;12,6246686024492;0,142857142857143;1;0;12,6246686024492;0,142857142857143;1;"RA de Presidente Prudente";9;"Presidente Prudente";2;7921;1461;59497;"<10";"7";-22,6602;-51,0779;17
"Igarapava";3520103;22;4;2020-04-22;1;0;3,39489407930473;0;0;0;0;0;0;"RA de Franca";6;"Franca";4;29456;4921;46836;"<10";"7";-20,0407;-47,7466;17
"Igaratá";3520202;22;4;2020-04-22;1;0;10,7388316151203;0;0;0;0;0;0;"RA de São José dos Campos";15;"Taubaté";17;9312;1532;29295;"<10";"7";-23,2037;-46,157;17
"Iguape";3520301;22;4;2020-04-22;3;0;10,1815713558459;0,428571428571429;0;0;0;0;0;"RA de Registro";16;"Registro";9;29465;5406;19788;"<10";"7";-24,699;-47,5537;17
"Ilhabela";3520400;22;4;2020-04-22;3;0;8,9632506722438;0;0;0;0;0;0;"RA de São José dos Campos";15;"Taubaté";17;33470;3732;34639;"<10";"7";-23,7785;-45,3552;17
"Ilha Comprida";3520426;22;4;2020-04-22;10;0;97,1250971250971;0,142857142857143;1;1;9,71250971250971;0,142857142857143;0,1;"RA de Registro";16;"Registro";9;10296;2235;19657;"<25";"6";-24,7307;-47,5383;17
"Ilha Solteira";3520442;22;4;2020-04-22;1;0;3,88379679975144;0,142857142857143;0;0;0;0;0;"RA de Araçatuba";1;"Araçatuba";7;25748;5242;65264;"<10";"7";-20,4326;-51,3426;17
"Indaiatuba";3520509;22;4;2020-04-22;9;0;3,705716685607;0,714285714285714;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;242868;33887;31155;"<10";"7";-23,0816;-47,2101;17
"Itanhaém";3522109;22;4;2020-04-22;6;0;6,07551869740879;0,428571428571429;1;0;1,01258644956813;0,142857142857143;0,166666666666667;"RA de Santos";12;"Baixada Santista";13;98757;17117;60171;"<10";"7";-24,1736;-46,788;17
"Itapecerica da Serra";3522208;22;4;2020-04-22;53;2;31,2464995077202;2,85714285714286;1;0;0,589556594485288;0;0,0188679245283019;"RM de São Paulo";10;"Grande São Paulo";10;169619;18223;15074;"<75";"4";-23,7161;-46,8572;17
"Itapetininga";3522307;22;4;2020-04-22;7;0;4,37090227911333;0,285714285714286;1;0;0,624414611301904;0;0,142857142857143;"RA de Sorocaba";13;"Sorocaba";6;160150;23100;178935;"<10";"7";-23,5886;-48,0483;17
"Itapeva";3522406;22;4;2020-04-22;1;0;1,09059579248143;0;0;0;0;0;0;"RA de Itapeva";7;"Sorocaba";6;91693;12332;182626;"<10";"7";-23,9788;-48,8764;17
"Itapevi";3522505;22;4;2020-04-22;51;0;21,4543527095585;3,42857142857143;5;0;2,10336791270182;0;0,0980392156862745;"RM de São Paulo";10;"Grande São Paulo";10;237714;23105;8266;"<75";"4";-23,5488;-46,9327;17
"Itapira";3522604;22;4;2020-04-22;15;0;20,979020979021;1,14285714285714;3;0;4,1958041958042;0,428571428571429;0,2;"RA de Campinas";4;"São João da Boa Vista";14;71500;13246;51842;"<25";"6";-22,4357;-46,8224;17
"Itaquaquecetuba";3523107;22;4;2020-04-22;53;0;14,3015577904363;2,28571428571429;0;0;0;0;0;"RM de São Paulo";10;"Grande São Paulo";10;370589;37537;8262;"<75";"4";-23,4835;-46,3457;17
"Itararé";3523206;22;4;2020-04-22;1;0;2,04006691419479;0;0;0;0;0;0;"RA de Itapeva";7;"Sorocaba";6;49018;7477;100386;"<10";"7";-24,1085;-49,3352;17
"Itatiba";3523404;22;4;2020-04-22;4;0;3,39224532718206;0,428571428571429;1;0;0,848061331795515;0;0,25;"RA de Campinas";4;"Campinas";3;117916;17334;32228;"<10";"7";-23,0035;-46,8464;17
"Itatinga";3523503;22;4;2020-04-22;1;0;4,8661800486618;0;0;0;0;0;0;"RA de Sorocaba";13;"Bauru";12;20550;2438;97982;"<10";"7";-23,1047;-48,6157;17
"Itu";3523909;22;4;2020-04-22;5;0;2,9451264048253;0,285714285714286;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;169772;24287;64072;"<10";"7";-23,2544;-47,2927;17
"Itupeva";3524006;22;4;2020-04-22;3;0;5,07107963285384;0,285714285714286;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;59159;6478;20082;"<10";"7";-23,1526;-47,0593;17
"Jaborandi";3524204;22;4;2020-04-22;1;1;14,9767859817283;0,142857142857143;0;0;0;0;0;"RA de Barretos";2;"Barretos";16;6677;1128;27344;"<10";"7";-20,6884;-48,4112;17
"Jaboticabal";3524303;22;4;2020-04-22;9;0;12,1259481817814;0,285714285714286;2;0;2,69465515150699;0;0,222222222222222;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;74221;13382;7066;"<10";"7";-21,252;-48,3252;17
"Jacareí";3524402;22;4;2020-04-22;23;2;10,0901533264603;2,42857142857143;0;0;0;0;0;"RA de São José dos Campos";15;"Taubaté";17;227945;35476;46427;"<25";"6";-23,2983;-45,9658;17
"Jaci";3524501;22;4;2020-04-22;6;0;86,095566078347;0,571428571428571;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;6969;947;14513;"<10";"7";-20,8805;-49,5797;17
"Jaguariúna";3524709;22;4;2020-04-22;3;0;5,46966161026838;0,285714285714286;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;54848;7339;14139;"<10";"7";-22,7037;-46,9851;17
"Jales";3524808;22;4;2020-04-22;2;0;4,23244593050324;0;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;47254;9872;36857;"<10";"7";-20,2672;-50,5494;17
"Jandira";3525003;22;4;2020-04-22;16;0;12,9446696277598;1,14285714285714;2;1;1,61808370346998;0,142857142857143;0,125;"RM de São Paulo";10;"Grande São Paulo";10;123603;13416;1745;"<25";"6";-23,5275;-46,9023;17
"Jardinópolis";3525102;22;4;2020-04-22;3;0;6,99414822931481;0;0;0;0;0;0;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;42893;6353;50187;"<10";"7";-21,0176;-47,7606;17
"Jaú";3525300;22;4;2020-04-22;5;0;3,38971560286092;0,285714285714286;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;147505;23947;6871;"<10";"7";-22,2936;-48,5592;17
"Joanópolis";3525508;22;4;2020-04-22;1;0;7,89515237644087;0;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;12666;2313;37429;"<10";"7";-22,927;-46,2741;17
"José Bonifácio";3525706;22;4;2020-04-22;2;0;5,55848920263472;0;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;35981;5855;8602;"<10";"7";-21,0551;-49,6892;17
"Jundiaí";3525904;22;4;2020-04-22;67;14;16,4612693358492;6,85714285714286;8;2;1,96552469681782;0,714285714285714;0,119402985074627;"RA de Campinas";4;"Campinas";3;407016;69839;43121;"<75";"4";-23,1852;-46,8974;17
"Junqueirópolis";3526001;22;4;2020-04-22;1;0;4,9838026414154;0,142857142857143;0;0;0;0;0;"RA de Presidente Prudente";9;"Presidente Prudente";2;20065;3714;58257;"<10";"7";-21,5103;-51,4342;17
"Juquitiba";3526209;22;4;2020-04-22;1;0;3,28936548139864;0,142857142857143;1;0;3,28936548139864;0,142857142857143;1;"RM de São Paulo";10;"Grande São Paulo";10;30401;4132;52217;"<10";"7";-23,9244;-47,0653;17
"Laranjal Paulista";3526407;22;4;2020-04-22;5;0;17,963641589423;0,142857142857143;2;0;7,1854566357692;0;0,4;"RA de Sorocaba";13;"Bauru";12;27834;4800;38427;"<10";"7";-23,0506;-47,8375;17
"Leme";3526704;22;4;2020-04-22;4;0;3,96137657836098;0,142857142857143;2;0;1,98068828918049;0;0,5;"RA de Campinas";4;"Piracicaba";11;100975;14281;40287;"<10";"7";-22,1809;-47,3841;17
"Lençóis Paulista";3526803;22;4;2020-04-22;3;0;4,52195408709284;0;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;66343;9847;80954;"<10";"7";-22,6027;-48,8037;17
"Limeira";3526902;22;4;2020-04-22;10;0;3,37495781302734;0,428571428571429;1;0;0,337495781302734;0;0,1;"RA de Campinas";4;"Piracicaba";11;296300;48554;58071;"<25";"6";-22,566;-47,397;17
"Lins";3527108;22;4;2020-04-22;6;0;7,9907307523273;0,714285714285714;2;0;2,66357691744243;0,142857142857143;0,333333333333333;"RA de Bauru";3;"Bauru";12;75087;13497;57006;"<10";"7";-21,6718;-49,7526;17
"Lorena";3527207;22;4;2020-04-22;1;0;1,15421461466545;0;0;0;0;0;0;"RA de São José dos Campos";15;"Taubaté";17;86639;14379;41416;"<10";"7";-22,7334;-45,1197;17
"Louveira";3527306;22;4;2020-04-22;1;0;2,07176597331565;0;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;48268;4812;5513;"<10";"7";-23,0856;-46,9484;17
"Macatuba";3528007;22;4;2020-04-22;1;0;5,90597684857075;0;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;16932;2571;22451;"<10";"7";-22,5002;-48,7102;17
"Mairinque";3528403;22;4;2020-04-22;1;0;2,15875483021393;0;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;46323;6632;21015;"<10";"7";-23,5398;-47,185;17
"Mairiporã";3528502;22;4;2020-04-22;14;0;14,19561558273;0,714285714285714;4;0;4,05589016649429;0,285714285714286;0,285714285714286;"RM de São Paulo";10;"Grande São Paulo";10;98622;13203;3207;"<25";"6";-23,3171;-46,5897;17
"Marília";3529005;22;4;2020-04-22;8;0;3,45491764340067;0,142857142857143;1;0;0,431864705425084;0;0,125;"RA de Marília";8;"Marília";5;231554;40831;117052;"<10";"7";-22,2171;-49,9501;17
"Matão";3529302;22;4;2020-04-22;3;0;3,74906273431642;0;0;0;0;0;0;"RA Central";5;"Araraquara";8;80020;13454;5249;"<10";"7";-21,6025;-48,364;17
"Mauá";3529401;22;4;2020-04-22;109;13;23,688854502621;6,14285714285714;4;0;0,869315761564073;0,285714285714286;0,036697247706422;"RM de São Paulo";10;"Grande São Paulo";10;460132;57797;6191;"<150";"2";-23,6677;-46,4613;17
"Miguelópolis";3529708;22;4;2020-04-22;1;0;4,66766243465273;0,142857142857143;0;0;0;0;0;"RA de Franca";6;"Franca";4;21424;3247;82085;"<10";"7";-20,1796;-48,031;17
"Mineiros do Tietê";3529807;22;4;2020-04-22;3;0;23,8151940938319;0,428571428571429;1;0;7,93839803127729;0,142857142857143;0,333333333333333;"RA de Bauru";3;"Bauru";12;12597;2057;21324;"<10";"7";-22,412;-48,451;17
"Mirandópolis";3530102;22;4;2020-04-22;1;0;3,49088878028346;0,142857142857143;0;0;0;0;0;"RA de Araçatuba";1;"Araçatuba";7;28646;5119;91769;"<10";"7";-21,1313;-51,1035;17
"Mirassol";3530300;22;4;2020-04-22;6;0;10,3763143331489;0,142857142857143;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;57824;10113;24323;"<10";"7";-20,8169;-49,5206;17
"Mococa";3530508;22;4;2020-04-22;2;0;2,99612002456818;0;1;0;1,49806001228409;0;0,5;"RA de Campinas";4;"São João da Boa Vista";14;66753;12553;85516;"<10";"7";-21,4647;-47,0024;17
"Mogi das Cruzes";3530607;22;4;2020-04-22;127;3;29,3366904979152;6,71428571428571;8;0;1,84798050380568;0,428571428571429;0,062992125984252;"RM de São Paulo";10;"Grande São Paulo";10;432905;60748;71254;"<150";"2";-23,5208;-46,1854;17
"Mogi Guaçu";3530706;22;4;2020-04-22;9;0;6,0677566155402;0,428571428571429;1;0;0,674195179504467;0;0,111111111111111;"RA de Campinas";4;"São João da Boa Vista";14;148325;23961;81275;"<10";"7";-22,3675;-46,9428;17
"Mogi Mirim";3530805;22;4;2020-04-22;1;0;1,10571766605115;0;0;0;0;0;0;"RA de Campinas";4;"São João da Boa Vista";14;90439;16221;49771;"<10";"7";-22,4332;-46,9532;17
"Mongaguá";3531100;22;4;2020-04-22;5;2;9,1558322651529;0,428571428571429;1;0;1,83116645303058;0;0,2;"RA de Santos";12;"Baixada Santista";13;54610;9236;14321;"<10";"7";-24,0809;-46,6265;17
"Monte Alto";3531308;22;4;2020-04-22;11;0;22,7249251110422;0,857142857142857;1;0;2,06590228282202;0;0,0909090909090909;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;48405;9292;34695;"<25";"6";-21,2655;-48,4971;17
"Monte Mor";3531803;22;4;2020-04-22;1;0;1,67745831516087;0;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;59614;7075;24057;"<10";"7";-22,945;-47,3122;17
"Morro Agudo";3531902;22;4;2020-04-22;1;0;3,09291104787826;0,142857142857143;0;0;0;0;0;"RA de Franca";6;"Franca";4;32332;3967;138813;"<10";"7";-20,7288;-48,0581;17
"Morungaba";3532009;22;4;2020-04-22;4;0;30,1955159658791;0,428571428571429;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;13247;1927;14675;"<10";"7";-22,8811;-46,7896;17
"Nazaré Paulista";3532405;22;4;2020-04-22;1;0;5,42152344808891;0,142857142857143;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;18445;2953;32625;"<10";"7";-23,1747;-46,3983;17
"Nhandeara";3532603;22;4;2020-04-22;1;0;9,27471712112781;0;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;10782;2528;43616;"<10";"7";-20,6945;-50,0436;17
"Nova Odessa";3533403;22;4;2020-04-22;2;0;3,44595875187374;0,142857142857143;1;0;1,72297937593687;0,142857142857143;0,5;"RA de Campinas";4;"Campinas";3;58039;8753;7379;"<10";"7";-22,7832;-47,2941;17
"Olímpia";3533908;22;4;2020-04-22;4;0;7,61672633102293;0;0;0;0;0;0;"RA de Barretos";2;"Barretos";16;52516;9595;80256;"<10";"7";-20,7366;-48,9106;17
"Orlândia";3534302;22;4;2020-04-22;4;0;9,46387166990016;0;0;0;0;0;0;"RA de Franca";6;"Franca";4;42266;6797;29177;"<10";"7";-20,7169;-47,8852;17
"Osasco";3534401;22;4;2020-04-22;353;32;51,8382763259144;25,8571428571429;32;5;4,69922051679678;2,28571428571429;0,0906515580736544;"RM de São Paulo";10;"Grande São Paulo";10;680964;93147;6495;">150";"1";-23,5324;-46,7916;17
"Ourinhos";3534708;22;4;2020-04-22;10;0;9,05067472780096;1,28571428571429;0;0;0;0;0;"RA de Marília";8;"Marília";5;110489;18745;29582;"<25";"6";-22,9797;-49,8697;17
"Pariquera-Açu";3536208;22;4;2020-04-22;4;0;20,7781413952522;0,285714285714286;0;0;0;0;0;"RA de Registro";16;"Registro";9;19251;2926;35941;"<10";"7";-24,7147;-47,8742;17
"Paulínia";3536505;22;4;2020-04-22;9;0;8,56840922722469;0,571428571428571;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;105037;12690;13878;"<10";"7";-22,7542;-47,1488;17
"Paulistânia";3536570;22;4;2020-04-22;1;0;56,5291124929339;0,142857142857143;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;1769;326;25618;"<10";"7";-22,5768;-49,4008;17
"Pederneiras";3536703;22;4;2020-04-22;1;0;2,1944261575598;0;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;45570;6644;72874;"<10";"7";-22,3511;-48,7781;17
"Pedra Bela";3536802;22;4;2020-04-22;1;0;16,7672702883971;0;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;5964;1147;15859;"<10";"7";-22,7902;-46,4455;17
"Penápolis";3537305;22;4;2020-04-22;1;0;1,64544048441768;0;0;0;0;0;0;"RA de Araçatuba";1;"Araçatuba";7;60774;11490;71132;"<10";"7";-21,4148;-50,0769;17
"Peruíbe";3537602;22;4;2020-04-22;8;1;12,0844096010634;0,571428571428571;0;0;0;0;0;"RA de Santos";12;"Baixada Santista";13;66201;11193;32622;"<10";"7";-24,312;-47,0012;17
"Piedade";3537800;22;4;2020-04-22;2;0;3,73580394500897;0,285714285714286;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;53536;8755;74687;"<10";"7";-23,7139;-47,4256;17
"Pilar do Sul";3537909;22;4;2020-04-22;2;0;7,08692108713369;0,142857142857143;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;28221;4259;68125;"<10";"7";-23,8077;-47,7222;17
"Pindamonhangaba";3538006;22;4;2020-04-22;4;1;2,44482339207022;0,285714285714286;1;0;0,611205848017554;0;0,25;"RA de São José dos Campos";15;"Taubaté";17;163611;23934;730;"<10";"7";-22,9246;-45,4613;17
"Pindorama";3538105;22;4;2020-04-22;2;0;12,3039064903107;0,142857142857143;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;16255;2914;18483;"<10";"7";-21,1853;-48,9086;17
"Piracaia";3538600;22;4;2020-04-22;1;0;3,80416175295774;0,142857142857143;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;26287;4407;38557;"<10";"7";-23,0525;-46,3594;17
"Piracicaba";3538709;22;4;2020-04-22;25;0;6,4123445327068;1,14285714285714;2;0;0,512987562616544;0,142857142857143;0,08;"RA de Campinas";4;"Piracicaba";11;389873;64835;137807;"<50";"5";-22,7338;-47,6476;17
"Piraju";3538808;22;4;2020-04-22;2;0;6,9993700566949;0,285714285714286;0;0;0;0;0;"RA de Itapeva";7;"Bauru";12;28574;5424;50459;"<10";"7";-23,1981;-49,3803;17
"Pirajuí";3538907;22;4;2020-04-22;1;0;4,29941098069564;0;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;23259;3878;82376;"<10";"7";-21,999;-49,4608;17
"Piratininga";3539400;22;4;2020-04-22;3;0;22,7049118292591;0,285714285714286;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;13213;2371;40241;"<10";"7";-22,4142;-49,1339;17
"Poá";3539806;22;4;2020-04-22;30;2;25,9654832176427;2,71428571428571;3;0;2,59654832176427;0,142857142857143;0,1;"RM de São Paulo";10;"Grande São Paulo";10;115538;15261;1726;"<50";"5";-23,5333;-46,3473;17
"Pontal";3540200;22;4;2020-04-22;4;0;8,11638901852566;0;0;0;0;0;0;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;49283;4583;35637;"<10";"7";-21,0216;-48,0423;17
"Populina";3540408;22;4;2020-04-22;1;0;25,0312891113892;0,142857142857143;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;3995;926;31594;"<10";"7";-19,9453;-50,538;17
"Porto Feliz";3540606;22;4;2020-04-22;2;0;3,86869644273362;0,142857142857143;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;51697;8064;55671;"<10";"7";-23,2093;-47,5251;17
"Porto Ferreira";3540705;22;4;2020-04-22;2;0;3,69672100846549;0;1;0;1,84836050423275;0;0,5;"RA Central";5;"Araraquara";8;54102;8977;24491;"<10";"7";-21,8498;-47,487;17
"Praia Grande";3541000;22;4;2020-04-22;57;0;17,9899256416407;4,28571428571429;7;0;2,2092891138857;0,142857142857143;0,12280701754386;"RA de Santos";12;"Baixada Santista";13;316844;47218;14925;"<75";"4";-24,0084;-46,4121;17
"Pratânia";3541059;22;4;2020-04-22;2;0;38,7897595034911;0;0;0;0;0;0;"RA de Sorocaba";13;"Bauru";12;5156;629;1751;"<10";"7";-22,8112;-48,6636;17
"Presidente Prudente";3541406;22;4;2020-04-22;8;0;3,61871418038386;0,571428571428571;2;0;0,904678545095964;0;0,25;"RA de Presidente Prudente";9;"Presidente Prudente";2;221073;39118;56064;"<10";"7";-22,1207;-51,3925;17
"Presidente Venceslau";3541505;22;4;2020-04-22;8;0;21,0498618602815;0,428571428571429;3;0;7,89369819760558;0,142857142857143;0,375;"RA de Presidente Prudente";9;"Presidente Prudente";2;38005;7295;7552;"<10";"7";-21,8732;-51,8447;17
"Promissão";3541604;22;4;2020-04-22;3;0;7,56296165578441;0,142857142857143;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;39667;6149;7792;"<10";"7";-21,5356;-49,8599;17
"Quatá";3541703;22;4;2020-04-22;2;0;14,3523501973448;0,285714285714286;0;0;0;0;0;"RA de Marília";8;"Presidente Prudente";2;13935;2058;65134;"<10";"7";-22,2456;-50,6966;17
"Quintana";3542008;22;4;2020-04-22;1;0;15,3846153846154;0,142857142857143;0;0;0;0;0;"RA de Marília";8;"Marília";5;6500;1157;31894;"<10";"7";-22,0692;-50,307;17
"Rancharia";3542206;22;4;2020-04-22;1;0;3,46656498076056;0,142857142857143;0;0;0;0;0;"RA de Presidente Prudente";9;"Presidente Prudente";2;28847;5081;15875;"<10";"7";-22,2269;-50,893;17
"Registro";3542602;22;4;2020-04-22;4;0;7,37789582411096;0,571428571428571;1;0;1,84447395602774;0,142857142857143;0,25;"RA de Registro";16;"Registro";9;54216;8438;7222;"<10";"7";-24,4979;-47,8449;17
"Ribeirão Pires";3543303;22;4;2020-04-22;35;0;29,419675879228;1,71428571428571;1;0;0,840562167977944;0,142857142857143;0,0285714285714286;"RM de São Paulo";10;"Grande São Paulo";10;118968;19424;9908;"<50";"5";-23,7067;-46,4058;17
"Ribeirão Preto";3543402;22;4;2020-04-22;86;2;12,5771998765679;3;5;0;0,731232550963253;0;0,0581395348837209;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;683777;110330;65092;"<100";"3";-21,1699;-47,8099;17
"Rincão";3543709;22;4;2020-04-22;1;0;9,52743902439024;0;0;0;0;0;0;"RA Central";5;"Araraquara";8;10496;1642;31664;"<10";"7";-21,5894;-48,0728;17
"Rinópolis";3543808;22;4;2020-04-22;1;0;10,2880658436214;0;0;0;0;0;0;"RA de Marília";8;"Marília";5;9720;2130;35848;"<10";"7";-21,7284;-50,7239;17
"Rio Claro";3543907;22;4;2020-04-22;14;0;6,95783551676838;0,857142857142857;4;0;1,98795300479097;0,285714285714286;0,285714285714286;"RA de Campinas";4;"Piracicaba";11;201212;33922;49842;"<25";"6";-22,3984;-47,5546;17
"Rio Grande da Serra";3544103;22;4;2020-04-22;9;0;18,0664846635619;0,285714285714286;0;0;0;0;0;"RM de São Paulo";10;"Grande São Paulo";10;49816;5829;3634;"<10";"7";-23,7437;-46,3971;17
"Salto";3545209;22;4;2020-04-22;5;0;4,33380716291648;0,285714285714286;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;115372;16885;13306;"<10";"7";-23,1996;-47,2931;17
"Salto de Pirapora";3545308;22;4;2020-04-22;6;0;13,5676005698392;0,571428571428571;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;44223;6579;28051;"<10";"7";-23,6474;-47,5743;17
"Santa Bárbara d'Oeste";3545803;22;4;2020-04-22;2;0;1,05963071869454;0,142857142857143;1;0;0,529815359347268;0,142857142857143;0,5;"RA de Campinas";4;"Campinas";3;188745;31384;27103;"<10";"7";-22,7553;-47,4143;17
"Santa Branca";3546009;22;4;2020-04-22;2;0;14,1053670921786;0;1;0;7,05268354608929;0;0,5;"RA de São José dos Campos";15;"Taubaté";17;14179;2465;27224;"<10";"7";-23,3933;-45,8875;17
"Santa Cruz do Rio Pardo";3546405;22;4;2020-04-22;6;0;13,0123617436565;0,428571428571429;0;0;0;0;0;"RA de Marília";8;"Marília";5;46110;8329;111475;"<10";"7";-22,8988;-49,6354;17
"Santa Gertrudes";3546702;22;4;2020-04-22;1;0;3,8183970369239;0,142857142857143;0;0;0;0;0;"RA de Campinas";4;"Piracicaba";11;26189;2736;9829;"<10";"7";-22,4572;-47,5272;17
"Santa Isabel";3546801;22;4;2020-04-22;3;0;5,44602984424355;0,285714285714286;1;0;1,81534328141452;0;0,333333333333333;"RM de São Paulo";10;"Grande São Paulo";10;55086;8115;36333;"<10";"7";-23,3172;-46,2237;17
"Santa Lúcia";3546900;22;4;2020-04-22;2;0;23,3590282644242;0,142857142857143;0;0;0;0;0;"RA Central";5;"Araraquara";8;8562;1150;15403;"<10";"7";-21,685;-48,0885;17
"Santana de Parnaíba";3547304;22;4;2020-04-22;65;2;47,056438768714;3,42857142857143;1;0;0,723945211826369;0,142857142857143;0,0153846153846154;"RM de São Paulo";10;"Grande São Paulo";10;138132;16604;17995;"<75";"4";-23,4439;-46,9178;17
"Santo André";3547809;22;4;2020-04-22;275;5;39,6329555952366;12,7142857142857;14;0;2,01767773939386;1,14285714285714;0,0509090909090909;"RM de São Paulo";10;"Grande São Paulo";10;693867;123293;17578;">150";"1";-23,6737;-46,5432;17
