"nome_munic";"codigo_ibge";"dia";"mes";"datahora";"casos";"casos_novos";"casos_pc";"casos_mm7d";"obitos";"obitos_novos";"obitos_pc";"obitos_mm7d";"letalidade";"nome_ra";"cod_ra";"nome_drs";"cod_drs";"pop";"pop_60";"area";"map_leg";"map_leg_s";"latitude";"longitude";"semana_epidem"
"Nova Odessa";3533403;21;5;2020-05-21;22;2;37,9055462706111;1,14285714285714;2;0;3,44595875187374;0;0,0909090909090909;"RA de Campinas";4;"Campinas";3;58039;8753;7379;"<25";"6";-22,7832;-47,2941;21
"Novo Horizonte";3533502;21;5;2020-05-21;14;0;35,9398264619808;0,285714285714286;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;38954;6952;93174;"<25";"6";-21,4651;-49,2234;21
"Nuporanga";3533601;21;5;2020-05-21;2;0;27,5178866263071;0,285714285714286;0;0;0;0;0;"RA de Franca";6;"Franca";4;7268;1273;34827;"<10";"7";-20,7296;-47,7429;21
"Olímpia";3533908;21;5;2020-05-21;37;7;70,4547185619621;2,14285714285714;2;1;3,80836316551146;0,285714285714286;0,0540540540540541;"RA de Barretos";2;"Barretos";16;52516;9595;80256;"<50";"5";-20,7366;-48,9106;21
"Onda Verde";3534005;21;5;2020-05-21;1;1;23,6686390532544;0,142857142857143;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;4225;632;24295;"<10";"7";-20,6042;-49,2929;21
"Orlândia";3534302;21;5;2020-05-21;8;1;18,9277433398003;0,571428571428571;1;0;2,36596791747504;0;0,125;"RA de Franca";6;"Franca";4;42266;6797;29177;"<10";"7";-20,7169;-47,8852;21
"Osasco";3534401;21;5;2020-05-21;2032;113;298,400502816595;80,8571428571429;230;11;33,7756474644768;7,14285714285714;0,113188976377953;"RM de São Paulo";10;"Grande São Paulo";10;680964;93147;6495;">150";"1";-23,5324;-46,7916;21
"Osvaldo Cruz";3534609;21;5;2020-05-21;2;0;6,39733870709785;0;0;0;0;0;0;"RA de Presidente Prudente";9;"Marília";5;31263;6674;24804;"<10";"7";-21,7968;-50,8793;21
"Ourinhos";3534708;21;5;2020-05-21;38;2;34,3925639656436;2,28571428571429;4;1;3,62026989112038;0,142857142857143;0,105263157894737;"RA de Marília";8;"Marília";5;110489;18745;29582;"<50";"5";-22,9797;-49,8697;21
"Ouroeste";3534757;21;5;2020-05-21;1;0;10,2280863250486;0,142857142857143;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;9777;1531;28865;"<10";"7";-20,0061;-50,3768;21
"Pacaembu";3534906;21;5;2020-05-21;10;2;76,593137254902;1,28571428571429;1;0;7,6593137254902;0;0,1;"RA de Presidente Prudente";9;"Marília";5;13056;2434;33938;"<25";"6";-21,5627;-51,2654;21
"Palmares Paulista";3535101;21;5;2020-05-21;1;1;7,69408324998076;0,142857142857143;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;12997;1248;8213;"<10";"7";-21,0854;-48,8037;21
"Palmeira d'Oeste";3535200;21;5;2020-05-21;4;4;43,8116100766703;0,571428571428571;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;9130;2193;31874;"<10";"7";-20,4148;-50,7632;21
"Palmital";3535309;21;5;2020-05-21;1;0;4,62984397425807;0;0;0;0;0;0;"RA de Marília";8;"Marília";5;21599;4425;54841;"<10";"7";-22,7858;-50,218;21
"Panorama";3535408;21;5;2020-05-21;2;0;13,1587604447661;0,285714285714286;1;0;6,57938022238305;0,142857142857143;0,5;"RA de Presidente Prudente";9;"Presidente Prudente";2;15199;2341;35605;"<10";"7";-21,354;-51,8562;21
"Paraibuna";3535606;21;5;2020-05-21;3;0;16,4563905650027;0,142857142857143;0;0;0;0;0;"RA de São José dos Campos";15;"Taubaté";17;18230;3013;80958;"<10";"7";-23,3872;-45,6639;21
"Paranapanema";3535804;21;5;2020-05-21;3;0;15,0285542530809;0;0;0;0;0;0;"RA de Itapeva";7;"Bauru";12;19962;2683;101872;"<10";"7";-23,3862;-48,7214;21
"Pardinho";3536109;21;5;2020-05-21;2;0;31,2891113892365;0,285714285714286;0;0;0;0;0;"RA de Sorocaba";13;"Bauru";12;6392;914;20989;"<10";"7";-23,0841;-48,3679;21
"Pariquera-Açu";3536208;21;5;2020-05-21;73;11;379,201080463353;2,14285714285714;1;0;5,19453534881305;0;0,0136986301369863;"RA de Registro";16;"Registro";9;19251;2926;35941;"<75";"4";-24,7147;-47,8742;21
"Patrocínio Paulista";3536307;21;5;2020-05-21;4;0;27,6567793680426;0,285714285714286;0;0;0;0;0;"RA de Franca";6;"Franca";4;14463;2222;60285;"<10";"7";-20,6384;-47,2801;21
"Paulínia";3536505;21;5;2020-05-21;92;9;87,5881832116302;6,85714285714286;1;0;0,952045469691632;0;0,0108695652173913;"RA de Campinas";4;"Campinas";3;105037;12690;13878;"<100";"3";-22,7542;-47,1488;21
"Paulistânia";3536570;21;5;2020-05-21;2;0;113,058224985868;0;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;1769;326;25618;"<10";"7";-22,5768;-49,4008;21
"Pederneiras";3536703;21;5;2020-05-21;16;2;35,1108185209568;0,714285714285714;2;0;4,3888523151196;0,142857142857143;0,125;"RA de Bauru";3;"Bauru";12;45570;6644;72874;"<25";"6";-22,3511;-48,7781;21
"Pedra Bela";3536802;21;5;2020-05-21;5;0;83,8363514419852;0,142857142857143;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;5964;1147;15859;"<10";"7";-22,7902;-46,4455;21
"Pedreira";3537107;21;5;2020-05-21;5;0;10,7416000687462;0,428571428571429;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;46548;7069;10882;"<10";"7";-22,7413;-46,8948;21
"Pedrinhas Paulista";3537156;21;5;2020-05-21;4;0;132,890365448505;0,142857142857143;1;0;33,2225913621262;0;0,25;"RA de Marília";8;"Marília";5;3010;581;15231;"<10";"7";-22,8174;-50,7933;21
"Pedro de Toledo";3537206;21;5;2020-05-21;3;0;27,3298715496037;0;0;0;0;0;0;"RA de Registro";16;"Registro";9;10977;1813;67044;"<10";"7";-24,2764;-47,2354;21
"Penápolis";3537305;21;5;2020-05-21;12;2;19,7452858130121;0,428571428571429;3;0;4,93632145325304;0;0,25;"RA de Araçatuba";1;"Araçatuba";7;60774;11490;71132;"<25";"6";-21,4148;-50,0769;21
"Pereira Barreto";3537404;21;5;2020-05-21;5;0;19,6920168563664;0;1;0;3,93840337127329;0;0,2;"RA de Araçatuba";1;"Araçatuba";7;25391;4495;97425;"<10";"7";-20,6368;-51,1123;21
"Peruíbe";3537602;21;5;2020-05-21;59;3;89,1225208078428;2,71428571428571;6;0;9,06330720079757;0,285714285714286;0,101694915254237;"RA de Santos";12;"Baixada Santista";13;66201;11193;32622;"<75";"4";-24,312;-47,0012;21
"Piedade";3537800;21;5;2020-05-21;63;0;117,677824267782;2,14285714285714;4;1;7,47160789001793;0,285714285714286;0,0634920634920635;"RA de Sorocaba";13;"Sorocaba";6;53536;8755;74687;"<75";"4";-23,7139;-47,4256;21
"Pilar do Sul";3537909;21;5;2020-05-21;11;0;38,9780659792353;0,142857142857143;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;28221;4259;68125;"<25";"6";-23,8077;-47,7222;21
"Pindamonhangaba";3538006;21;5;2020-05-21;30;1;18,3361754405266;1;3;0;1,83361754405266;0,285714285714286;0,1;"RA de São José dos Campos";15;"Taubaté";17;163611;23934;730;"<50";"5";-22,9246;-45,4613;21
"Pindorama";3538105;21;5;2020-05-21;10;2;61,5195324515534;0,428571428571429;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;16255;2914;18483;"<25";"6";-21,1853;-48,9086;21
"Pinhalzinho";3538204;21;5;2020-05-21;1;0;6,77736360555744;0;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;14755;2867;15453;"<10";"7";-22,7811;-46,5897;21
"Piquerobi";3538303;21;5;2020-05-21;4;0;113,154172560113;0,142857142857143;0;0;0;0;0;"RA de Presidente Prudente";9;"Presidente Prudente";2;3535;686;48277;"<10";"7";-21,8747;-51,7282;21
"Piquete";3538501;21;5;2020-05-21;1;0;7,327617791456;0,142857142857143;0;0;0;0;0;"RA de São José dos Campos";15;"Taubaté";17;13647;2694;176;"<10";"7";-22,6069;-45,1869;21
"Piracaia";3538600;21;5;2020-05-21;8;0;30,4332940236619;0,142857142857143;1;0;3,80416175295774;0;0,125;"RA de Campinas";4;"Campinas";3;26287;4407;38557;"<10";"7";-23,0525;-46,3594;21
"Piracicaba";3538709;21;5;2020-05-21;259;7;66,4318893588425;7,71428571428571;19;0;4,87338184485717;0,428571428571429;0,0733590733590734;"RA de Campinas";4;"Piracicaba";11;389873;64835;137807;">150";"1";-22,7338;-47,6476;21
"Piraju";3538808;21;5;2020-05-21;36;0;125,988661020508;1;2;0;6,9993700566949;0;0,0555555555555556;"RA de Itapeva";7;"Bauru";12;28574;5424;50459;"<50";"5";-23,1981;-49,3803;21
"Pirajuí";3538907;21;5;2020-05-21;8;0;34,3952878455652;0,142857142857143;1;0;4,29941098069564;0;0,125;"RA de Bauru";3;"Bauru";12;23259;3878;82376;"<10";"7";-21,999;-49,4608;21
"Pirangi";3539004;21;5;2020-05-21;3;0;27,7187471126305;0,428571428571429;0;0;0;0;0;"RA de Barretos";2;"São José do Rio Preto";15;10823;2163;21581;"<10";"7";-21,0886;-48,6607;21
"Pirapora do Bom Jesus";3539103;21;5;2020-05-21;38;0;201,58081799374;1,14285714285714;0;0;0;0;0;"RM de São Paulo";10;"Grande São Paulo";10;18851;1853;10849;"<50";"5";-23,3965;-46,9991;21
"Pirapozinho";3539202;21;5;2020-05-21;4;1;14,6988571638555;0,428571428571429;0;0;0;0;0;"RA de Presidente Prudente";9;"Presidente Prudente";2;27213;4312;47767;"<10";"7";-22,2711;-51,4976;21
"Pirassununga";3539301;21;5;2020-05-21;74;3;100,398882044881;3,42857142857143;1;0;1,35674164925515;0,142857142857143;0,0135135135135135;"RA de Campinas";4;"Piracicaba";11;73706;13461;72712;"<75";"4";-21,996;-47,4257;21
"Piratininga";3539400;21;5;2020-05-21;17;0;128,661167032468;0,142857142857143;1;0;7,56830394308636;0,142857142857143;0,0588235294117647;"RA de Bauru";3;"Bauru";12;13213;2371;40241;"<25";"6";-22,4142;-49,1339;21
"Pitangueiras";3539509;21;5;2020-05-21;1;0;2,59174787476674;0;1;0;2,59174787476674;0;1;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;38584;4770;43064;"<10";"7";-21,0132;-48,221;21
"Planalto";3539608;21;5;2020-05-21;6;0;116,121540545771;0,857142857142857;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;5167;712;28983;"<10";"7";-21,0342;-49,933;21
"Poá";3539806;21;5;2020-05-21;159;6;137,617061053506;6,42857142857143;20;2;17,3103221450951;0,714285714285714;0,125786163522013;"RM de São Paulo";10;"Grande São Paulo";10;115538;15261;1726;">150";"1";-23,5333;-46,3473;21
"Poloni";3539905;21;5;2020-05-21;1;0;17,6460208223046;0;1;0;17,6460208223046;0,142857142857143;1;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;5667;1140;13512;"<10";"7";-20,7829;-49,8258;21
"Pontal";3540200;21;5;2020-05-21;7;0;14,2036807824199;0,142857142857143;2;0;4,05819450926283;0,142857142857143;0,285714285714286;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;49283;4583;35637;"<10";"7";-21,0216;-48,0423;21
"Populina";3540408;21;5;2020-05-21;4;0;100,125156445557;0;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;3995;926;31594;"<10";"7";-19,9453;-50,538;21
"Porangaba";3540507;21;5;2020-05-21;2;0;21,4822771213749;0,142857142857143;0;0;0;0;0;"RA de Sorocaba";13;"Bauru";12;9310;1838;26569;"<10";"7";-23,1761;-48,1195;21
"Porto Feliz";3540606;21;5;2020-05-21;27;3;52,2274019769039;1,57142857142857;2;0;3,86869644273362;0,285714285714286;0,0740740740740741;"RA de Sorocaba";13;"Sorocaba";6;51697;8064;55671;"<50";"5";-23,2093;-47,5251;21
"Porto Ferreira";3540705;21;5;2020-05-21;5;0;9,24180252116373;0;1;0;1,84836050423275;0;0,2;"RA Central";5;"Araraquara";8;54102;8977;24491;"<10";"7";-21,8498;-47,487;21
"Potim";3540754;21;5;2020-05-21;1;0;4,83045116413873;0;0;0;0;0;0;"RA de São José dos Campos";15;"Taubaté";17;20702;2159;4447;"<10";"7";-22,8343;-45,2552;21
"Potirendaba";3540804;21;5;2020-05-21;5;1;30,1114122252334;0,571428571428571;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;16605;3085;34249;"<10";"7";-21,0428;-49,3815;21
"Pracinha";3540853;21;5;2020-05-21;3;0;102,986611740474;0;0;0;0;0;0;"RA de Presidente Prudente";9;"Marília";5;2913;291;6305;"<10";"7";-21,8496;-51,0868;21
"Pradópolis";3540903;21;5;2020-05-21;1;0;4,78308700435261;0;1;0;4,78308700435261;0;1;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;20907;2717;16738;"<10";"7";-21,3626;-48,0679;21
"Praia Grande";3541000;21;5;2020-05-21;328;8;103,520975622073;9;46;1;14,5181856055346;0,571428571428571;0,140243902439024;"RA de Santos";12;"Baixada Santista";13;316844;47218;14925;">150";"1";-24,0084;-46,4121;21
"Pratânia";3541059;21;5;2020-05-21;5;1;96,9743987587277;0,285714285714286;0;0;0;0;0;"RA de Sorocaba";13;"Bauru";12;5156;629;1751;"<10";"7";-22,8112;-48,6636;21
"Presidente Alves";3541109;21;5;2020-05-21;3;0;74,6268656716418;0;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;4020;775;28664;"<10";"7";-22,0999;-49,4381;21
"Presidente Bernardes";3541208;21;5;2020-05-21;5;1;36,4431486880466;0,142857142857143;0;0;0;0;0;"RA de Presidente Prudente";9;"Presidente Prudente";2;13720;2965;74923;"<10";"7";-22,0082;-51,5565;21
"Presidente Epitácio";3541307;21;5;2020-05-21;6;0;14,1509433962264;0,428571428571429;1;0;2,35849056603774;0;0,166666666666667;"RA de Presidente Prudente";9;"Presidente Prudente";2;42400;6951;126028;"<10";"7";-21,7651;-52,1111;21
"Presidente Prudente";3541406;21;5;2020-05-21;104;1;47,0432843449901;5;5;0;2,26169636273991;0,142857142857143;0,0480769230769231;"RA de Presidente Prudente";9;"Presidente Prudente";2;221073;39118;56064;"<150";"2";-22,1207;-51,3925;21
"Presidente Venceslau";3541505;21;5;2020-05-21;36;1;94,7243783712669;1,28571428571429;8;0;21,0498618602815;0,285714285714286;0,222222222222222;"RA de Presidente Prudente";9;"Presidente Prudente";2;38005;7295;7552;"<50";"5";-21,8732;-51,8447;21
"Promissão";3541604;21;5;2020-05-21;4;0;10,0839488743792;0;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;39667;6149;7792;"<10";"7";-21,5356;-49,8599;21
"Quadra";3541653;21;5;2020-05-21;1;0;26,9687162891046;0,142857142857143;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;3708;641;20567;"<10";"7";-23,2993;-48,0547;21
"Quatá";3541703;21;5;2020-05-21;17;0;121,994976677431;1,14285714285714;2;0;14,3523501973448;0;0,117647058823529;"RA de Marília";8;"Presidente Prudente";2;13935;2058;65134;"<25";"6";-22,2456;-50,6966;21
"Quintana";3542008;21;5;2020-05-21;4;0;61,5384615384615;0;0;0;0;0;0;"RA de Marília";8;"Marília";5;6500;1157;31894;"<10";"7";-22,0692;-50,307;21
"Rancharia";3542206;21;5;2020-05-21;4;0;13,8662599230423;0,142857142857143;1;0;3,46656498076056;0;0,25;"RA de Presidente Prudente";9;"Presidente Prudente";2;28847;5081;15875;"<10";"7";-22,2269;-50,893;21
"Regente Feijó";3542404;21;5;2020-05-21;7;0;35,9140115950952;0,285714285714286;0;0;0;0;0;"RA de Presidente Prudente";9;"Presidente Prudente";2;19491;3435;26328;"<10";"7";-22,2181;-51,3055;21
"Reginópolis";3542503;21;5;2020-05-21;2;0;27,7200277200277;0;0;0;0;0;0;"RA de Bauru";3;"Bauru";12;7215;1037;41041;"<10";"7";-21,8914;-49,2268;21
"Registro";3542602;21;5;2020-05-21;90;6;166,002656042497;5,28571428571429;4;0;7,37789582411096;0;0,0444444444444444;"RA de Registro";16;"Registro";9;54216;8438;7222;"<100";"3";-24,4979;-47,8449;21
"Ribeirão Branco";3543006;21;5;2020-05-21;15;0;84,8176420695505;0,142857142857143;0;0;0;0;0;"RA de Itapeva";7;"Sorocaba";6;17685;2214;6975;"<25";"6";-24,2206;-48,7635;21
"Ribeirão dos Índios";3543238;21;5;2020-05-21;1;0;46,7071461933676;0;0;0;0;0;0;"RA de Presidente Prudente";9;"Presidente Prudente";2;2141;503;19645;"<10";"7";-21,8382;-51,6103;21
"Ribeirão Grande";3543253;21;5;2020-05-21;2;1;26,6311584553928;0,142857142857143;0;0;0;0;0;"RA de Itapeva";7;"Sorocaba";6;7510;1162;33336;"<10";"7";-24,1011;-48,3679;21
"Ribeirão Pires";3543303;21;5;2020-05-21;149;7;125,243763028714;5,28571428571429;11;0;9,24618384775738;0;0,0738255033557047;"RM de São Paulo";10;"Grande São Paulo";10;118968;19424;9908;"<150";"2";-23,7067;-46,4058;21
"Ribeirão Preto";3543402;21;5;2020-05-21;575;63;84,0917433607741;28,2857142857143;17;2;2,48619067327506;0,714285714285714;0,0295652173913043;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;683777;110330;65092;">150";"1";-21,1699;-47,8099;21
"Rincão";3543709;21;5;2020-05-21;3;0;28,5823170731707;0;1;0;9,52743902439024;0;0,333333333333333;"RA Central";5;"Araraquara";8;10496;1642;31664;"<10";"7";-21,5894;-48,0728;21
"Rinópolis";3543808;21;5;2020-05-21;3;0;30,8641975308642;0,142857142857143;0;0;0;0;0;"RA de Marília";8;"Marília";5;9720;2130;35848;"<10";"7";-21,7284;-50,7239;21
"Rio Claro";3543907;21;5;2020-05-21;32;0;15,9036240383277;1;9;0;4,47289426077968;0;0,28125;"RA de Campinas";4;"Piracicaba";11;201212;33922;49842;"<50";"5";-22,3984;-47,5546;21
"Rio das Pedras";3544004;21;5;2020-05-21;2;0;5,81125058112506;0;0;0;0;0;0;"RA de Campinas";4;"Piracicaba";11;34416;4227;22666;"<10";"7";-22,8417;-47,6047;21
"Rio Grande da Serra";3544103;21;5;2020-05-21;53;5;106,391520796531;2,71428571428571;7;1;14,0517102938815;0,571428571428571;0,132075471698113;"RM de São Paulo";10;"Grande São Paulo";10;49816;5829;3634;"<75";"4";-23,7437;-46,3971;21
"Rosana";3544251;21;5;2020-05-21;4;0;21,7545004622831;0,571428571428571;0;0;0;0;0;"RA de Presidente Prudente";9;"Presidente Prudente";2;18387;3132;74401;"<10";"7";-22,5782;-53,0603;21
"Roseira";3544301;21;5;2020-05-21;1;0;9,39672993798158;0;0;0;0;0;0;"RA de São José dos Campos";15;"Taubaté";17;10642;1468;13065;"<10";"7";-22,8938;-45,307;21
"Rubiácea";3544400;21;5;2020-05-21;1;0;32,1957501609787;0;0;0;0;0;0;"RA de Araçatuba";1;"Araçatuba";7;3106;429;23648;"<10";"7";-21,3006;-50,7296;21
"Sagres";3544707;21;5;2020-05-21;1;0;42,3370025402201;0,142857142857143;0;0;0;0;0;"RA de Presidente Prudente";9;"Marília";5;2362;507;14794;"<10";"7";-21,8823;-50,9594;21
"Sales Oliveira";3544905;21;5;2020-05-21;4;0;34,7282514325404;0,571428571428571;0;0;0;0;0;"RA de Franca";6;"Franca";4;11518;2044;30578;"<10";"7";-20,7696;-47,8369;21
"Salesópolis";3545001;21;5;2020-05-21;11;1;65,3284238033021;0,571428571428571;2;0;11,877895236964;0,142857142857143;0,181818181818182;"RM de São Paulo";10;"Grande São Paulo";10;16838;2512;425;"<25";"6";-23,5288;-45,8465;21
"Saltinho";3545159;21;5;2020-05-21;2;0;25,4452926208651;0;0;0;0;0;0;"RA de Campinas";4;"Piracicaba";11;7860;1479;9974;"<10";"7";-22,8442;-47,6754;21
"Salto";3545209;21;5;2020-05-21;36;6;31,2034115729986;2,71428571428571;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;115372;16885;13306;"<50";"5";-23,1996;-47,2931;21
"Salto de Pirapora";3545308;21;5;2020-05-21;30;2;67,8380028491961;2;0;0;0;0;0;"RA de Sorocaba";13;"Sorocaba";6;44223;6579;28051;"<50";"5";-23,6474;-47,5743;21
"Salto Grande";3545407;21;5;2020-05-21;1;0;10,9950522264981;0;0;0;0;0;0;"RA de Marília";8;"Marília";5;9095;1625;18844;"<10";"7";-22,8894;-49,9831;21
"Santa Adélia";3545605;21;5;2020-05-21;1;0;6,7150147730325;0,142857142857143;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;14892;2584;33027;"<10";"7";-21,2427;-48,8063;21
"Santa Bárbara d'Oeste";3545803;21;5;2020-05-21;49;5;25,9609526080161;3,57142857142857;1;0;0,529815359347268;0;0,0204081632653061;"RA de Campinas";4;"Campinas";3;188745;31384;27103;"<50";"5";-22,7553;-47,4143;21
"Santa Branca";3546009;21;5;2020-05-21;8;1;56,4214683687143;0,571428571428571;1;0;7,05268354608929;0;0,125;"RA de São José dos Campos";15;"Taubaté";17;14179;2465;27224;"<10";"7";-23,3933;-45,8875;21
"Santa Cruz da Conceição";3546207;21;5;2020-05-21;3;0;68,9813750287422;0;0;0;0;0;0;"RA de Campinas";4;"Piracicaba";11;4349;860;15013;"<10";"7";-22,1405;-47,4512;21
"Santa Cruz da Esperança";3546256;21;5;2020-05-21;2;0;96,2927298988926;0;0;0;0;0;0;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;2077;377;14806;"<10";"7";-21,2951;-47,4304;21
"Santa Cruz das Palmeiras";3546306;21;5;2020-05-21;3;0;8,8944231966557;0,285714285714286;0;0;0;0;0;"RA de Campinas";4;"São João da Boa Vista";14;33729;4721;29534;"<10";"7";-21,8235;-47,248;21
"Santa Cruz do Rio Pardo";3546405;21;5;2020-05-21;51;0;110,60507482108;1,42857142857143;1;0;2,16872695727608;0,142857142857143;0,0196078431372549;"RA de Marília";8;"Marília";5;46110;8329;111475;"<75";"4";-22,8988;-49,6354;21
"Santa Fé do Sul";3546603;21;5;2020-05-21;18;0;58,4339696143358;1,85714285714286;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;30804;6215;20654;"<25";"6";-20,2083;-50,932;21
"Santa Gertrudes";3546702;21;5;2020-05-21;1;0;3,8183970369239;0;0;0;0;0;0;"RA de Campinas";4;"Piracicaba";11;26189;2736;9829;"<10";"7";-22,4572;-47,5272;21
"Santa Isabel";3546801;21;5;2020-05-21;73;5;132,52005954326;4,42857142857143;7;0;12,7074029699016;0;0,0958904109589041;"RM de São Paulo";10;"Grande São Paulo";10;55086;8115;36333;"<75";"4";-23,3172;-46,2237;21
"Santa Lúcia";3546900;21;5;2020-05-21;4;0;46,7180565288484;0;0;0;0;0;0;"RA Central";5;"Araraquara";8;8562;1150;15403;"<10";"7";-21,685;-48,0885;21
"Santa Maria da Serra";3547007;21;5;2020-05-21;9;1;146,555935515388;0,428571428571429;0;0;0;0;0;"RA de Campinas";4;"Piracicaba";11;6141;793;25262;"<10";"7";-22,5661;-48,1593;21
"Santana de Parnaíba";3547304;21;5;2020-05-21;339;15;245,417426809139;12,1428571428571;13;1;9,4112877537428;0,571428571428571;0,0383480825958702;"RM de São Paulo";10;"Grande São Paulo";10;138132;16604;17995;">150";"1";-23,4439;-46,9178;21
"Santa Rita do Passa Quatro";3547502;21;5;2020-05-21;7;0;26,5302255069168;0,428571428571429;1;0;3,79003221527383;0;0,142857142857143;"RA Central";5;"Ribeirão Preto";1;26385;5912;75414;"<10";"7";-21,7083;-47,478;21
"Santa Salete";3547650;21;5;2020-05-21;2;2;138,888888888889;0,285714285714286;0;0;0;0;0;"RA de São José do Rio Preto";14;"São José do Rio Preto";15;1440;359;7919;"<10";"7";-20,2429;-50,6887;21
"Santo Anastácio";3547700;21;5;2020-05-21;2;0;9,9369006806777;0;1;0;4,96845034033885;0;0,5;"RA de Presidente Prudente";9;"Presidente Prudente";2;20127;3961;55288;"<10";"7";-21,9747;-51,6527;21
"Santo André";3547809;21;5;2020-05-21;1634;121;235,491816154969;68,8571428571429;98;6;14,123744175757;5,71428571428571;0,0599755201958384;"RM de São Paulo";10;"Grande São Paulo";10;693867;123293;17578;">150";"1";-23,6737;-46,5432;21
"Santo Antônio da Alegria";3547908;21;5;2020-05-21;1;0;15,0670483652253;0;1;0;15,0670483652253;0;1;"RA de Ribeirão Preto";11;"Ribeirão Preto";1;6637;1255;31031;"<10";"7";-21,0864;-47,1464;21
"Santo Antônio de Posse";3548005;21;5;2020-05-21;15;0;65,6483872379535;0,571428571428571;0;0;0;0;0;"RA de Campinas";4;"Campinas";3;22849;3160;15413;"<25";"6";-22,6029;-46,9192;21
"Santo Antônio do Aracanguá";3548054;21;5;2020-05-21;4;0;48,4730974309258;0;0;0;0;0;0;"RA de Araçatuba";1;"Araçatuba";7;8252;1293;130843;"<10";"7";-20,9331;-50,498;21
"Santo Antônio do Jardim";3548104;21;5;2020-05-21;7;0;120,151047030553;0,285714285714286;1;0;17,164435290079;0,142857142857143;0,142857142857143;"RA de Campinas";4;"São João da Boa Vista";14;5826;1169;10996;"<10";"7";-22,1121;-46,6845;21
"Santo Antônio do Pinhal";3548203;21;5;2020-05-21;7;0;105,612552806276;0,285714285714286;1;0;15,0875075437538;0;0,142857142857143;"RA de São José dos Campos";15;"Taubaté";17;6628;1061;13301;"<10";"7";-22,827;-45,663;21
"Santo Expedito";3548302;21;5;2020-05-21;2;0;67,2947510094213;0,142857142857143;0;0;0;0;0;"RA de Presidente Prudente";9;"Presidente Prudente";2;2972;585;9447;"<10";"7";-21,8467;-51,3929;21
"Santópolis do Aguapeí";3548401;21;5;2020-05-21;1;0;21,4224507283633;0,142857142857143;0;0;0;0;0;"RA de Araçatuba";1;"Araçatuba";7;4668;700;12803;"<10";"7";-21,6376;-50,5044;21
"Santos";3548500;21;5;2020-05-21;1734;121;404,475825921442;83,8571428571429;98;1;22,859648754499;3,57142857142857;0,0565167243367935;"RA de Santos";12;"Baixada Santista";13;428703;95433;28103;">150";"1";-23,9535;-46,335;21
"São Bento do Sapucaí";3548609;21;5;2020-05-21;1;0;9,49667616334283;0,142857142857143;0;0;0;0;0;"RA de São José dos Campos";15;"Taubaté";17;10530;2027;25258;"<10";"7";-22,6837;-45,7287;21
"São Bernardo do Campo";3548708;21;5;2020-05-21;1802;128;221,897680787503;68,7142857142857;152;7;18,7172294559936;7,28571428571429;0,0843507214206437;"RM de São Paulo";10;"Grande São Paulo";10;812086;122274;40953;">150";"1";-23,6914;-46,5646;21
"São Caetano do Sul";3548807;21;5;2020-05-21;375;13;247,943720081458;13,7142857142857;26;1;17,1907645923144;0,571428571428571;0,0693333333333333;"RM de São Paulo";10;"Grande São Paulo";10;151244;34932;1533;">150";"1";-23,6229;-46,5548;21
"São Carlos";3548906;21;5;2020-05-21;70;5;28,8502753140559;3,85714285714286;4;1;1,64858716080319;0,142857142857143;0,0571428571428571;"RA Central";5;"Araraquara";8;242632;40879;113691;"<75";"4";-22,0174;-47,886;21
"São João da Boa Vista";3549102;21;5;2020-05-21;41;0;46,9429814517976;1,85714285714286;4;0;4,57980306846806;0,285714285714286;0,0975609756097561;"RA de Campinas";4;"São João da Boa Vista";14;87340;16640;5164;"<50";"5";-21,9707;-46,7944;21
