codigo_ibge;nome_munic;nome_ra;cod_ra;pop;area
3549300;São João do Pau d'Alho;RA de Presidente Prudente;9;1985;117.67
3552908;Taciba;RA de Presidente Prudente;9;6054;607.27
3553906;Tarabai;RA de Presidente Prudente;9;7269;201.39
3554300;Teodoro Sampaio;RA de Presidente Prudente;9;22414;1555.8
3555109;Tupi Paulista;RA de Presidente Prudente;9;14878;244.77
3501400;Álvaro de Carvalho;RA de Marília;8;5044;153.66
3501509;Alvinlândia;RA de Marília;8;3176;84.88
3503356;Arco-Íris;RA de Marília;8;1816;264.9
3504008;Assis;RA de Marília;8;101381;460.61
3505807;Bastos;RA de Marília;8;20301;170.91
3506300;Bernardino de Campos;RA de Marília;8;10787;244.16
3507209;Borá;RA de Marília;8;812;118.95
3509809;Campos Novos Paulista;RA de Marília;8;4817;484.2
3510005;Cândido Mota;RA de Marília;8;30019;595.81
3510153;Canitar;RA de Marília;8;4991;57.46
3557204;Chavantes;RA de Marília;8;12223;188.73
3513306;Cruzália;RA de Marília;8;2117;149.33
3514700;Echaporã;RA de Marília;8;6217;515.26
3515194;Espírito Santo do Turvo;RA de Marília;8;4799;193.67
3515657;Fernão;RA de Marília;8;1649;100.5
3516101;Florínea;RA de Marília;8;2703;225.89
3516606;Gália;RA de Marília;8;6563;355.91
3516705;Garça;RA de Marília;8;42483;555.81
3519006;Herculândia;RA de Marília;8;9260;364.25
3519204;Iacri;RA de Marília;8;6272;321.95
3519501;Ibirarema;RA de Marília;8;7509;228.23
3520905;Ipaussu;RA de Marília;8;14506;209.55
3525607;João Ramalho;RA de Marília;8;4384;415.45
3525805;Júlio Mesquita;RA de Marília;8;4640;128.18
3527801;Lupércio;RA de Marília;8;4421;155.17
3527900;Lutécia;RA de Marília;8;2621;475.23
3528809;Maracaí;RA de Marília;8;13521;533.5
3529005;Marília;RA de Marília;8;231554;1170.52
3533700;Ocauçu;RA de Marília;8;4146;301.04
3533809;Óleo;RA de Marília;8;2527;198.94
3534104;Oriente;RA de Marília;8;6265;218.67
3534500;Oscar Bressane;RA de Marília;8;2514;222.13
3534708;Ourinhos;RA de Marília;8;110489;295.82
3535309;Palmital;RA de Marília;8;21599;548.41
3535507;Paraguaçu Paulista;RA de Marília;8;44180;1001.49
3536000;Parapuã;RA de Marília;8;10507;366.66
3537156;Pedrinhas Paulista;RA de Marília;8;3010;152.31
3539707;Platina;RA de Marília;8;3501;327.48
3540002;Pompéia;RA de Marília;8;21282;784.67
3541703;Quatá;RA de Marília;8;13935;651.34
3541802;Queiroz;RA de Marília;8;3279;234.91
3542008;Quintana;RA de Marília;8;6500;318.94
3543204;Ribeirão do Sul;RA de Marília;8;4360;203.21
3543808;Rinópolis;RA de Marília;8;9720;358.48
3545407;Salto Grande;RA de Marília;8;9095;188.44
3546405;Santa Cruz do Rio Pardo;RA de Marília;8;46110;1114.75
3550506;São Pedro do Turvo;RA de Marília;8;7369;731.22
3553955;Tarumã;RA de Marília;8;14806;302.91
3554607;Timburi;RA de Marília;8;2557;196.79
3555000;Tupã;RA de Marília;8;62843;627.99
3556602;Vera Cruz;RA de Marília;8;10524;247.72
3501707;Américo Brasiliense;RA Central;5;40243;122.79
3503208;Araraquara;RA Central;5;227618;1003.63
3506706;Boa Esperança do Sul;RA Central;5;14582;690.75
3507407;Borborema;RA Central;5;15323;552.26
3510104;Cândido Rodrigues;RA Central;5;2674;70.89
3513702;Descalvado;RA Central;5;32430;753.71
3514007;Dobrada;RA Central;5;8904;149.73
3514304;Dourado;RA Central;5;8482;205.87
3515608;Fernando Prestes;RA Central;5;5572;169.99
3516853;Gavião Peixoto;RA Central;5;4610;243.77
3519303;Ibaté;RA Central;5;34738;290.98
3519600;Ibitinga;RA Central;5;58501;689.39
3522703;Itápolis;RA Central;5;41548;996.75
3529302;Matão;RA Central;5;80020;524.9
3532058;Motuca;RA Central;5;4638;228.7
3532900;Nova Europa;RA Central;5;10749;160.25
3540705;Porto Ferreira;RA Central;5;54102;244.91
3542909;Ribeirão Bonito;RA Central;5;12959;471.55
3543709;Rincão;RA Central;5;10496;316.64
3546504;Santa Ernestina;RA Central;5;5525;134.42
3546900;Santa Lúcia;RA Central;5;8562;154.03
3547502;Santa Rita do Passa Quatro;RA Central;5;26385;754.14
3548906;São Carlos;RA Central;5;242632;1136.91
3552700;Tabatinga;RA Central;5;15897;368.6
3553708;Taquaritinga;RA Central;5;54499;594.34
3554755;Trabiju;RA Central;5;1703;63.42
3500907;Altair;RA de Barretos;2;4036;313.01
3505500;Barretos;RA de Barretos;2;118048;1566.16
3506102;Bebedouro;RA de Barretos;2;74155;683.19
3509304;Cajobi;RA de Barretos;2;10105;176.93
3512001;Colina;RA de Barretos;2;17603;422.3
3512100;Colômbia;RA de Barretos;2;6046;728.65
3514957;Embaúba;RA de Barretos;2;2409;83.13
3517406;Guaíra;RA de Barretos;2;39061;1258.47
3517901;Guaraci;RA de Barretos;2;10978;641.5
3524204;Jaborandi;RA de Barretos;2;6677;273.44
3531506;Monte Azul Paulista;RA de Barretos;2;18191;263.46
3533908;Olímpia;RA de Barretos;2;52516;802.56
3539004;Pirangi;RA de Barretos;2;10823;215.81
3551900;Severínia;RA de Barretos;2;17126;140.46
3553104;Taiaçu;RA de Barretos;2;6037;107.06
3553203;Taiúva;RA de Barretos;2;6278;132.46
3554409;Terra Roxa;RA de Barretos;2;9121;221.54
3556800;Viradouro;RA de Barretos;2;18347;217.73
3556909;Vista Alegre do Alto;RA de Barretos;2;8014;95.43
3503000;Aramina;RA de Franca;6;5496;202.83
3505906;Batatais;RA de Franca;6;60222;849.53
3508207;Buritizal;RA de Franca;6;4307;266.42
3513207;Cristais Paulista;RA de Franca;6;8425;385.23
3516200;Franca;RA de Franca;6;342125;605.68
3517703;Guará;RA de Franca;6;20824;362.18
3520103;Igarapava;RA de Franca;6;29456;468.36
3521309;Ipuã;RA de Franca;6;15861;466.46
3523701;Itirapuã;RA de Franca;6;6279;161.12
3524105;Ituverava;RA de Franca;6;40246;704.66
3525409;Jeriquara;RA de Franca;6;3141;141.97
3529708;Miguelópolis;RA de Franca;6;21424;820.85
3531902;Morro Agudo;RA de Franca;6;32332;1388.13
3533601;Nuporanga;RA de Franca;6;7268;348.27
3534302;Orlândia;RA de Franca;6;42266;291.77
3536307;Patrocínio Paulista;RA de Franca;6;14463;602.85
3537008;Pedregulho;RA de Franca;6;16279;712.6
3542701;Restinga;RA de Franca;6;7493;245.75
3543105;Ribeirão Corrente;RA de Franca;6;4664;148.33
3543600;Rifaina;RA de Franca;6;3468;162.51
3544905;Sales Oliveira;RA de Franca;6;11518;305.78
3549409;São Joaquim da Barra;RA de Franca;6;50274;410.86
3549508;São José da Bela Vista;RA de Franca;6;8727;276.95
3502200;Angatuba;RA de Itapeva;7;24501;1027.29
3502705;Apiaí;RA de Itapeva;7;24666;974.32
3503109;Arandu;RA de Itapeva;7;6165;285.91
3505005;Barão de Antonina;RA de Itapeva;7;3383;153.14
3505351;Barra do Chapéu;RA de Itapeva;7;5530;405.68
3507159;Bom Sucesso de Itararé;RA de Itapeva;7;3861;133.58
3508009;Buri;RA de Itapeva;7;19678;1195.91
3509452;Campina do Monte Alegre;RA de Itapeva;7;5812;185.03
3510203;Capão Bonito;RA de Itapeva;7;46418;1640.23
3512605;Coronel Macedo;RA de Itapeva;7;4843;303.83
3515400;Fartura;RA de Itapeva;7;15644;429.17
3517604;Guapiara;RA de Itapeva;7;17775;408.29
3521200;Iporanga;RA de Itapeva;7;4407;1152.06
3521705;Itaberá;RA de Itapeva;7;17614;1100.25
3521804;Itaí;RA de Itapeva;7;26507;1092.88
3522158;Itaoca;RA de Itapeva;7;3186;183.02
3522406;Itapeva;RA de Itapeva;7;91693;1826.26
3522653;Itapirapuã Paulista;RA de Itapeva;7;4180;406.48
3522802;Itaporanga;RA de Itapeva;7;14688;508
3523206;Itararé;RA de Itapeva;7;49018;1003.86
3532827;Nova Campina;RA de Itapeva;7;9675;385.38
3535804;Paranapanema;RA de Itapeva;7;19962;1018.72
3538808;Piraju;RA de Itapeva;7;28574;504.59
3542800;Ribeira;RA de Itapeva;7;3242;335.76
3543006;Ribeirão Branco;RA de Itapeva;7;17685;697.5
3543253;Ribeirão Grande;RA de Itapeva;7;7510;333.36
3543501;Riversul;RA de Itapeva;7;5705;385.88
3551207;Sarutaiá;RA de Itapeva;7;3646;141.61
3553005;Taguaí;RA de Itapeva;7;13319;145.33
3553807;Taquarituba;RA de Itapeva;7;23193;448.52
3553856;Taquarivaí;RA de Itapeva;7;5746;231.79
3554201;Tejupá;RA de Itapeva;7;4697;296.19
3503901;Arujá;RM de São Paulo;10;89744;96.17
3505708;Barueri;RM de São Paulo;10;264390;65.7
3506607;Biritiba Mirim;RM de São Paulo;10;32338;317.41
3509007;Caieiras;RM de São Paulo;10;100612;97.64
3509205;Cajamar;RM de São Paulo;10;77627;131.39
3510609;Carapicuíba;RM de São Paulo;10;394598;34.55
3513009;Cotia;RM de São Paulo;10;247424;323.99
3513801;Diadema;RM de São Paulo;10;404477;30.73
3515004;Embu das Artes;RM de São Paulo;10;270790;70.4
3515103;Embu-Guaçu;RM de São Paulo;10;68053;155.64
3515707;Ferraz de Vasconcelos;RM de São Paulo;10;193037;29.56
3516309;Francisco Morato;RM de São Paulo;10;174403;49
3516408;Franco da Rocha;RM de São Paulo;10;152201;132.78
3518305;Guararema;RM de São Paulo;10;29429;270.82
3518800;Guarulhos;RM de São Paulo;10;1351275;318.68
3522208;Itapecerica da Serra;RM de São Paulo;10;169619;150.74
3522505;Itapevi;RM de São Paulo;10;237714;82.66
3523107;Itaquaquecetuba;RM de São Paulo;10;370589;82.62
3525003;Jandira;RM de São Paulo;10;123603;17.45
3526209;Juquitiba;RM de São Paulo;10;30401;522.17
3528502;Mairiporã;RM de São Paulo;10;98622;320.7
3529401;Mauá;RM de São Paulo;10;460132;61.91
3530607;Mogi das Cruzes;RM de São Paulo;10;432905;712.54
3534401;Osasco;RM de São Paulo;10;680964;64.95
3539103;Pirapora do Bom Jesus;RM de São Paulo;10;18851;108.49
3539806;Poá;RM de São Paulo;10;115538;17.26
3543303;Ribeirão Pires;RM de São Paulo;10;118968;99.08
3544103;Rio Grande da Serra;RM de São Paulo;10;49816;36.34
3545001;Salesópolis;RM de São Paulo;10;16838;425
3546801;Santa Isabel;RM de São Paulo;10;55086;363.33
3547304;Santana de Parnaíba;RM de São Paulo;10;138132;179.95
3547809;Santo André;RM de São Paulo;10;693867;175.78
3548708;São Bernardo do Campo;RM de São Paulo;10;812086;409.53
3548807;São Caetano do Sul;RM de São Paulo;10;151244;15.33
3549953;São Lourenço da Serra;RM de São Paulo;10;15579;186.46
3550308;São Paulo;RM de São Paulo;10;11869660;1521.11
3552502;Suzano;RM de São Paulo;10;291002;206.24
3552809;Taboão da Serra;RM de São Paulo;10;283871;20.39
3556453;Vargem Grande Paulista;RM de São Paulo;10;52762;42.49
