datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_28d;internacoes_28d_l;internacoes_28v28;pacientes_uti_ultimo_dia;total_covid_uti_ultimo_dia;ocupacao_leitos_ultimo_dia;internacoes_ultimo_dia;pacientes_enf_mm7d;total_covid_enf_mm7d;pacientes_enf_ultimo_dia;total_covid_enf_ultimo_dia
2021-01-26;DRS 16 Sorocaba;225,57;302,00;74,69;2461760;12,27;1792;1609;11,37;232;311;74,60;79;302,00;582,71;308;567
2021-01-26;DRS 17 Taubaté;363,00;451,14;80,46;2489629;18,12;3234;2156;50,00;383;463;82,72;117;473,14;912,14;441;898
2021-01-26;Estado de São Paulo;6124,71;8645,86;70,84;44639899;19,37;45026;38436;17,15;6145;8774;70,04;1483;7663,71;14639,29;7458;14655
2021-01-27;DRS 01 Grande São Paulo;3331,00;4761,57;69,96;21138247;22,53;23169;21532;7,60;3218;4803;67,00;739;4044,43;7090,71;3892;7094
2021-01-27;DRS 02 Araçatuba;76,71;117,29;65,40;764041;15,35;554;495;11,92;79;134;58,96;26;96,57;302,43;90;305
2021-01-27;DRS 03 Araraquara;84,71;135,43;62,55;991435;13,66;973;728;33,65;91;142;64,08;44;157,43;381,71;167;366
2021-01-27;DRS 04 Baixada Santista;186,43;402,86;46,28;1831884;21,99;1008;1336;-24,55;182;385;47,27;22;196,14;652,29;175;646
2021-01-27;DRS 05 Barretos;72,57;93,86;77,32;425090;22,08;485;272;78,31;78;93;83,87;30;37,71;174,00;37;157
2021-01-27;DRS 06 Bauru;208,71;241,71;86,35;1741281;13,88;1798;1182;52,12;219;249;87,95;78;391,29;605,86;391;597
2021-01-27;DRS 07 Campinas;510,57;742,29;68,78;4562125;16,27;3593;3065;17,23;511;769;66,45;156;555,86;1152,71;547;1133
2021-01-27;DRS 08 Franca;91,43;111,43;82,05;696336;16,00;557;205;171,71;91;111;81,98;23;88,29;195,57;99;205
2021-01-27;DRS 09 Marília;159,71;189,43;84,31;1109670;17,07;1312;941;39,43;159;194;81,96;67;224,86;439,43;221;444
2021-01-27;DRS 10 Piracicaba;170,00;254,29;66,85;1539600;16,52;1329;813;63,47;175;266;65,79;71;218,57;433,71;221;444
2021-01-27;DRS 11 Presidente Prudente;61,29;82,71;74,10;752260;10,99;723;753;-3,98;62;86;72,09;33;150,14;228,57;165;233
2021-01-27;DRS 12 Registro;19,14;49,00;39,06;278754;17,58;218;227;-3,96;17;49;34,69;11;25,86;44,00;22;44
2021-01-27;DRS 13 Ribeirão Preto;200,29;247,71;80,86;1477530;16,77;1496;921;62,43;205;249;82,33;78;224,14;458,00;235;462
2021-01-27;DRS 14 São João da Boa Vista;75,43;121,86;61,90;809836;15,05;653;493;32,45;74;131;56,49;32;111,29;404,00;109;396
2021-01-27;DRS 15 São José do Rio Preto;268,71;375,71;71,52;1570421;23,92;2212;1761;25,61;246;394;62,44;80;316,29;575,57;318;579
2021-01-27;DRS 16 Sorocaba;224,71;305,43;73,57;2461760;12,41;1790;1618;10,63;219;314;69,75;61;302,57;581,71;304;578
2021-01-27;DRS 17 Taubaté;366,29;454,14;80,66;2489629;18,24;3271;2157;51,65;360;456;78,95;119;465,43;912,43;462;903
2021-01-27;Estado de São Paulo;6107,71;8686,71;70,31;44639899;19,46;45141;38499;17,25;5986;8825;67,83;1670;7606,86;14632,71;7455;14586
2021-01-28;DRS 01 Grande São Paulo;3310,57;4770,86;69,39;21138247;22,57;23067;21559;6,99;3264;4784;68,23;733;3999,14;7093,43;3864;7104
2021-01-28;DRS 02 Araçatuba;77,71;120,86;64,30;764041;15,82;553;504;9,72;74;128;57,81;22;96,57;306,00;104;315
2021-01-28;DRS 03 Araraquara;86,43;136,71;63,22;991435;13,79;982;737;33,24;91;138;65,94;49;160,14;380,57;171;369
2021-01-28;DRS 04 Baixada Santista;186,86;401,00;46,60;1831884;21,89;1005;1306;-23,05;189;397;47,61;36;191,00;651,00;185;648
2021-01-28;DRS 05 Barretos;71,43;93,71;76,22;425090;22,04;491;275;78,55;66;93;70,97;20;38,00;178,00;40;184
2021-01-28;DRS 06 Bauru;210,86;244,29;86,32;1741281;14,03;1817;1193;52,31;220;246;89,43;69;395,57;607,57;385;599
2021-01-28;DRS 07 Campinas;516,71;750,86;68,82;4562125;16,46;3616;3081;17,36;542;786;68,96;143;550,43;1150,29;556;1160
2021-01-28;DRS 08 Franca;92,43;112,86;81,90;696336;16,21;562;215;161,40;98;112;87,50;21;90,00;196,71;92;194
2021-01-28;DRS 09 Marília;159,57;191,43;83,36;1109670;17,25;1318;972;35,60;159;196;81,12;61;223,57;439,43;218;444
2021-01-28;DRS 10 Piracicaba;170,57;258,00;66,11;1539600;16,76;1357;817;66,10;174;271;64,21;53;222,29;437,00;248;448
2021-01-28;DRS 11 Presidente Prudente;61,57;83,43;73,80;752260;11,09;729;754;-3,32;66;89;74,16;32;150,00;229,00;158;233
2021-01-28;DRS 12 Registro;19,29;49,00;39,37;278754;17,58;218;231;-5,63;20;49;40,82;8;24,57;44,00;17;44
2021-01-28;DRS 13 Ribeirão Preto;204,43;249,43;81,96;1477530;16,88;1522;935;62,78;209;253;82,61;67;225,14;456,71;235;441
2021-01-28;DRS 14 São João da Boa Vista;74,86;123,57;60,58;809836;15,26;656;500;31,20;77;133;57,89;26;111,57;404,29;115;411
2021-01-28;DRS 15 São José do Rio Preto;262,14;378,57;69,24;1570421;24,11;2206;1770;24,63;236;394;59,90;64;309,14;576,29;277;575
2021-01-28;DRS 16 Sorocaba;223,57;308,86;72,39;2461760;12,55;1763;1646;7,11;217;318;68,24;55;303,14;583,43;316;597
2021-01-28;DRS 17 Taubaté;370,14;457,57;80,89;2489629;18,38;3306;2183;51,44;375;467;80,30;134;459,86;910,43;475;892
2021-01-28;Estado de São Paulo;6099,14;8731,00;69,86;44639899;19,56;45168;38678;16,78;6077;8854;68,64;1593;7550,14;14644,14;7456;14658
2021-01-29;DRS 01 Grande São Paulo;3291,00;4779,57;68,86;21138247;22,61;23116;21407;7,98;3246;4783;67,87;761;3942,29;7080,57;3777;6988
2021-01-29;DRS 02 Araçatuba;77,43;123,43;62,73;764041;16,15;546;513;6,43;71;129;55,04;13;95,86;308,57;104;313
2021-01-29;DRS 03 Araraquara;88,00;138,43;63,57;991435;13,96;1007;746;34,99;99;143;69,23;57;166,00;378,29;198;375
2021-01-29;DRS 04 Baixada Santista;186,14;400,14;46,52;1831884;21,84;1000;1286;-22,24;176;397;44,33;29;186,00;649,57;167;644
2021-01-29;DRS 05 Barretos;69,71;93,57;74,50;425090;22,01;490;279;75,63;61;93;65,59;13;39,29;175,71;47;162
2021-01-29;DRS 06 Bauru;213,57;245,14;87,12;1741281;14,08;1851;1201;54,12;225;254;88,58;83;398,57;606,71;390;595
2021-01-29;DRS 07 Campinas;520,14;755,14;68,88;4562125;16,55;3650;3054;19,52;533;758;70,32;133;549,00;1143,57;568;1115
2021-01-29;DRS 08 Franca;93,00;112,57;82,62;696336;16,17;564;224;151,79;95;109;87,16;16;90,71;197,71;89;204
2021-01-29;DRS 09 Marília;157,71;192,57;81,90;1109670;17,35;1342;988;35,83;147;195;75,38;61;221,86;439,71;222;447
2021-01-29;DRS 10 Piracicaba;171,86;260,43;65,99;1539600;16,92;1380;827;66,87;175;272;64,34;54;224,00;440,14;236;451
2021-01-29;DRS 11 Presidente Prudente;61,86;84,43;73,27;752260;11,22;729;753;-3,19;63;88;71,59;26;152,43;231,14;154;237
2021-01-29;DRS 12 Registro;18,43;49,00;37,61;278754;17,58;211;236;-10,59;17;49;34,69;4;23,71;44,00;19;44
2021-01-29;DRS 13 Ribeirão Preto;203,43;249,86;81,42;1477530;16,91;1532;961;59,42;190;251;75,70;63;226,00;457,14;237;449
2021-01-29;DRS 14 São João da Boa Vista;72,57;124,86;58,12;809836;15,42;661;502;31,67;67;131;51,15;24;108,43;403,71;103;410
2021-01-29;DRS 15 São José do Rio Preto;258,43;381,57;67,73;1570421;24,30;2187;1794;21,91;244;394;61,93;66;301,57;579,29;266;591
2021-01-29;DRS 16 Sorocaba;223,57;310,86;71,92;2461760;12,63;1781;1648;8,07;226;317;71,29;68;302,71;584,29;295;586
2021-01-29;DRS 17 Taubaté;374,29;462,43;80,94;2489629;18,57;3341;2223;50,29;381;472;80,72;132;457,14;915,00;469;945
2021-01-29;Estado de São Paulo;6081,14;8764,00;69,39;44639899;19,63;45388;38642;17,46;6016;8835;68,09;1603;7485,57;14635,14;7341;14556
2021-01-30;DRS 01 Grande São Paulo;3271,14;4782,86;68,39;21138247;22,63;23225;21216;9,47;3221;4770;67,53;772;3906,86;7080,71;3829;7047
2021-01-30;DRS 02 Araçatuba;77,57;126,43;61,35;764041;16,55;544;510;6,67;74;129;57,36;10;94,57;312,00;92;317
2021-01-30;DRS 03 Araraquara;90,29;139,71;64,63;991435;14,09;1023;742;37,87;100;140;71,43;39;170,14;378,00;183;381
2021-01-30;DRS 04 Baixada Santista;184,14;398,29;46,23;1831884;21,74;1001;1260;-20,56;167;396;42,17;31;181,00;645,00;175;631
2021-01-30;DRS 05 Barretos;68,57;93,29;73,50;425090;21,95;493;288;71,18;61;93;65,59;19;40,29;173,29;50;163
2021-01-30;DRS 06 Bauru;217,57;246,71;88,19;1741281;14,17;1888;1206;56,55;231;255;90,59;83;395,86;599,71;389;590
2021-01-30;DRS 07 Campinas;525,86;763,71;68,86;4562125;16,74;3704;3023;22,53;545;795;68,55;136;549,86;1144,29;553;1176
2021-01-30;DRS 08 Franca;93,14;111,57;83,48;696336;16,02;578;220;162,73;91;108;84,26;20;92,57;198,29;88;204
2021-01-30;DRS 09 Marília;157,29;193,86;81,14;1109670;17,47;1356;986;37,53;155;194;79,90;42;222,00;443,57;224;466
2021-01-30;DRS 10 Piracicaba;174,14;266,29;65,39;1539600;17,30;1409;826;70,58;186;294;63,27;57;227,14;446,71;236;476
2021-01-30;DRS 11 Presidente Prudente;62,57;85,14;73,49;752260;11,32;735;741;-0,81;64;86;74,42;26;153,00;231,29;150;233
2021-01-30;DRS 12 Registro;18,14;49,00;37,02;278754;17,58;218;231;-5,63;19;49;38,78;13;21,71;44,00;16;44
2021-01-30;DRS 13 Ribeirão Preto;201,71;249,57;80,82;1477530;16,89;1572;968;62,40;194;248;78,23;67;227,43;453,14;240;427
2021-01-30;DRS 14 São João da Boa Vista;71,71;126,14;56,85;809836;15,58;660;501;31,74;72;130;55,38;16;107,29;403,57;105;412
2021-01-30;DRS 15 São José do Rio Preto;253,86;384,71;65,99;1570421;24,50;2195;1794;22,35;230;394;58,38;70;292,14;581,14;262;587
2021-01-30;DRS 16 Sorocaba;223,86;313,14;71,49;2461760;12,72;1788;1651;8,30;222;318;69,81;75;301,86;582,29;286;582
2021-01-30;DRS 17 Taubaté;376,14;463,86;81,09;2489629;18,63;3344;2275;46,99;386;468;82,48;114;449,43;914,00;447;917
2021-01-30;Estado de São Paulo;6067,71;8794,29;69,00;44639899;19,70;45733;38438;18,98;6018;8867;67,87;1590;7433,14;14631,00;7325;14653
2021-01-31;DRS 01 Grande São Paulo;3248,00;4788,71;67,83;21138247;22,65;23386;20956;11,60;3188;4798;66,44;739;3869,71;7066,29;3698;6976
2021-01-31;DRS 02 Araçatuba;76,29;128,14;59,54;764041;16,77;550;504;9,13;71;129;55,04;17;94,14;313,86;91;317
2021-01-31;DRS 03 Araraquara;93,00;138,14;67,32;991435;13,93;1029;750;37,20;104;132;78,79;32;172,43;377,29;169;375
2021-01-31;DRS 04 Baixada Santista;182,57;395,86;46,12;1831884;21,61;995;1246;-20,14;172;386;44,56;31;176,86;643,71;169;636
2021-01-31;DRS 05 Barretos;67,71;93,29;72,58;425090;21,95;500;292;71,23;63;94;67,02;16;41,57;172,00;51;171
2021-01-31;DRS 06 Bauru;220,57;248,86;88,63;1741281;14,29;1916;1207;58,74;231;253;91,30;74;393,29;599,29;384;610
2021-01-31;DRS 07 Campinas;530,57;765,00;69,36;4562125;16,77;3725;2998;24,25;539;738;73,04;105;550,43;1143,14;569;1136
2021-01-31;DRS 08 Franca;92,71;110,71;83,74;696336;15,90;590;227;159,91;92;108;85,19;27;93,14;200,00;97;205
2021-01-31;DRS 09 Marília;156,57;195,29;80,17;1109670;17,60;1349;986;36,82;155;202;76,73;29;221,57;451,86;211;479
2021-01-31;DRS 10 Piracicaba;176,14;273,29;64,45;1539600;17,75;1439;830;73,37;190;298;63,76;59;230,00;451,14;223;473
2021-01-31;DRS 11 Presidente Prudente;62,86;85,86;73,21;752260;11,41;738;732;0,82;64;89;71,91;19;154,00;232,86;148;242
2021-01-31;DRS 12 Registro;18,14;49,00;37,02;278754;17,58;216;230;-6,09;19;49;38,78;6;19,57;44,00;16;44
2021-01-31;DRS 13 Ribeirão Preto;200,14;249,14;80,33;1477530;16,86;1610;965;66,84;195;249;78,31;65;229,86;449,86;226;422
2021-01-31;DRS 14 São João da Boa Vista;72,00;127,43;56,50;809836;15,74;680;505;34,65;73;128;57,03;33;107,00;403,00;106;412
2021-01-31;DRS 15 São José do Rio Preto;247,29;387,71;63,78;1570421;24,69;2189;1803;21,41;233;392;59,44;67;279,57;582,29;250;591
2021-01-31;DRS 16 Sorocaba;222,43;314,86;70,64;2461760;12,79;1806;1615;11,83;213;318;66,98;52;300,14;580,43;297;591
2021-01-31;DRS 17 Taubaté;376,43;465,86;80,80;2489629;18,71;3349;2305;45,29;380;475;80,00;101;451,43;911,43;452;911
2021-01-31;Estado de São Paulo;6043,43;8817,14;68,54;44639899;19,75;46067;38151;20,75;5982;8838;67,68;1472;7384,71;14622,43;7157;14591
2021-02-01;DRS 01 Grande São Paulo;3235,29;4792,29;67,51;21138247;22,67;23342;20979;11,26;3192;4807;66,40;624;3800,86;7038,14;3583;6980
2021-02-01;DRS 02 Araçatuba;75,86;129,14;58,74;764041;16,90;555;503;10,34;72;128;56,25;12;93,71;315,71;88;317
2021-02-01;DRS 03 Araraquara;97,57;137,43;71,00;991435;13,86;1038;750;38,40;113;130;86,92;34;174,71;379,43;171;387
2021-02-01;DRS 04 Baixada Santista;179,00;393,14;45,53;1831884;21,46;986;1240;-20,48;171;385;44,42;29;174,29;640,14;174;629
2021-02-01;DRS 05 Barretos;67,43;93,14;72,40;425090;21,91;507;301;68,44;70;93;75,27;24;42,57;172,71;42;184
2021-02-01;DRS 06 Bauru;223,00;250,57;89,00;1741281;14,39;1948;1215;60,33;227;255;89,02;83;389,00;601,00;381;622
2021-02-01;DRS 07 Campinas;532,00;762,57;69,76;4562125;16,72;3707;3020;22,75;533;743;71,74;90;553,71;1144,00;554;1140
2021-02-01;DRS 08 Franca;92,86;109,86;84,53;696336;15,78;602;235;156,17;93;108;86,11;26;96,00;203,14;110;213
2021-02-01;DRS 09 Marília;155,14;195,29;79,44;1109670;17,60;1351;994;35,92;148;193;76,68;31;216,14;450,86;197;433
2021-02-01;DRS 10 Piracicaba;179,71;280,29;64,12;1539600;18,21;1465;837;75,03;192;296;64,86;51;229,57;457,29;214;476
2021-02-01;DRS 11 Presidente Prudente;63,86;87,29;73,16;752260;11,60;739;741;-0,27;67;91;73,63;25;152,71;236,00;140;250
2021-02-01;DRS 12 Registro;17,86;49,00;36,45;278754;17,58;213;223;-4,48;18;49;36,73;4;18,86;44,00;17;44
2021-02-01;DRS 13 Ribeirão Preto;199,00;250,14;79,56;1477530;16,93;1613;980;64,59;195;252;77,38;47;233,29;448,00;234;438
2021-02-01;DRS 14 São João da Boa Vista;71,57;128,71;55,61;809836;15,89;673;520;29,42;67;128;52,34;16;106,29;405,86;101;412
2021-02-01;DRS 15 São José do Rio Preto;243,43;390,86;62,28;1570421;24,89;2171;1810;19,94;247;394;62,69;63;274,86;584,86;250;591
2021-02-01;DRS 16 Sorocaba;221,29;317,14;69,78;2461760;12,88;1821;1609;13,18;220;324;67,90;64;296,86;583,57;272;584
2021-02-01;DRS 17 Taubaté;377,14;469,00;80,41;2489629;18,84;3346;2337;43,18;375;482;77,80;90;453,29;906,71;427;881
2021-02-01;Estado de São Paulo;6032,00;8835,86;68,27;44639899;19,79;46077;38294;20,32;6000;8858;67,74;1313;7306,71;14611,43;6955;14581
2021-02-02;DRS 01 Grande São Paulo;3215,86;4794,86;67,07;21138247;22,68;23272;21060;10,50;3182;4819;66,03;667;3747,57;7031,57;3590;7032
2021-02-02;DRS 02 Araçatuba;72,71;128,43;56,61;764041;16,81;546;512;6,64;68;122;55,74;18;93,71;313,86;87;313
2021-02-02;DRS 03 Araraquara;101,29;136,14;74,40;991435;13,73;1057;757;39,63;111;128;86,72;56;176,14;374,29;174;367
2021-02-02;DRS 04 Baixada Santista;175,86;392,00;44,86;1831884;21,40;988;1209;-18,28;174;398;43,72;28;174,43;638,14;176;633
2021-02-02;DRS 05 Barretos;65,86;93,14;70,71;425090;21,91;509;308;65,26;62;93;66,67;15;43,71;168,71;39;160
2021-02-02;DRS 06 Bauru;226,00;253,43;89,18;1741281;14,55;1966;1235;59,19;229;262;87,40;69;387,57;607,14;393;637
2021-02-02;DRS 07 Campinas;535,43;762,57;70,21;4562125;16,72;3709;3041;21,97;545;749;72,76;123;556,86;1140,43;551;1123
2021-02-02;DRS 08 Franca;93,43;109,14;85,61;696336;15,67;608;241;152,28;94;108;87,04;19;97,14;204,14;105;204
2021-02-02;DRS 09 Marília;153,43;195,29;78,57;1109670;17,60;1347;1006;33,90;151;193;78,24;26;210,86;449,29;183;432
2021-02-02;DRS 10 Piracicaba;184,29;285,14;64,63;1539600;18,52;1496;833;79,59;198;299;66,22;54;226,57;463,00;208;473
2021-02-02;DRS 11 Presidente Prudente;64,00;90,14;71,00;752260;11,98;737;726;1,52;62;102;60,78;16;152,14;240,14;150;253
2021-02-02;DRS 12 Registro;18,57;49,00;37,90;278754;17,58;210;222;-5,41;20;49;40,82;3;17,29;44,00;14;44
2021-02-02;DRS 13 Ribeirão Preto;196,86;250,86;78,47;1477530;16,98;1628;1001;62,64;190;254;74,80;60;237,14;440,57;253;445
2021-02-02;DRS 14 São João da Boa Vista;71,29;129,86;54,90;809836;16,04;676;534;26,59;69;128;53,91;25;106,57;408,71;107;408
2021-02-02;DRS 15 São José do Rio Preto;238,57;393,71;60,60;1570421;25,07;2165;1827;18,50;234;394;59,39;65;268,57;587,71;257;600
2021-02-02;DRS 16 Sorocaba;220,14;318,14;69,20;2461760;12,92;1870;1580;18,35;224;318;70,44;90;299,29;588,57;325;602
2021-02-02;DRS 17 Taubaté;375,14;471,57;79,55;2489629;18,94;3337;2376;40,45;369;481;76,72;100;451,43;908,57;428;911
2021-02-02;Estado de São Paulo;6008,71;8853,43;67,87;44639899;19,83;46121;38468;19,89;5982;8897;67,24;1434;7247,00;14608,86;7040;14637
2021-02-03;DRS 01 Grande São Paulo;3210,14;4791,86;66,99;21138247;22,67;23135;21089;9,70;3178;4782;66,46;773;3701,43;7001,86;3569;6886
2021-02-03;DRS 02 Araçatuba;70,71;126,57;55,87;764041;16,57;547;512;6,84;65;121;53,72;21;93,14;314,43;86;309
2021-02-03;DRS 03 Araraquara;104,57;134,29;77,87;991435;13,55;1063;770;38,05;114;129;88,37;47;177,00;375,29;173;373
2021-02-03;DRS 04 Baixada Santista;176,43;393,43;44,84;1831884;21,48;987;1196;-17,47;186;395;47,09;35;173,71;636,43;170;634
2021-02-03;DRS 05 Barretos;62,57;93,14;67,18;425090;21,91;509;317;60,57;55;93;59,14;17;43,57;172,29;36;182
2021-02-03;DRS 06 Bauru;228,71;255,57;89,49;1741281;14,68;1986;1242;59,90;238;264;90,15;82;389,00;610,29;401;619
2021-02-03;DRS 07 Campinas;540,43;759,43;71,16;4562125;16,65;3698;3062;20,77;546;747;73,09;116;557,43;1139,71;551;1128
2021-02-03;DRS 08 Franca;93,43;108,86;85,83;696336;15,63;610;248;145,97;91;109;83,49;21;98,43;204,29;108;206
2021-02-03;DRS 09 Marília;151,86;195,86;77,53;1109670;17,65;1350;1015;33,00;148;198;74,75;56;206,29;448,57;189;439
2021-02-03;DRS 10 Piracicaba;187,86;289,86;64,81;1539600;18,83;1526;849;79,74;200;299;66,89;78;226,00;468,14;217;480
2021-02-03;DRS 11 Presidente Prudente;64,57;92,29;69,96;752260;12,27;742;731;1,50;66;101;65,35;37;151,00;243,43;157;256
2021-02-03;DRS 12 Registro;19,14;49,00;39,06;278754;17,58;204;224;-8,93;21;49;42,86;5;16,14;44,00;14;44
2021-02-03;DRS 13 Ribeirão Preto;194,86;253,43;76,89;1477530;17,15;1642;1014;61,93;191;267;71,54;52;239,00;439,00;248;451
2021-02-03;DRS 14 São João da Boa Vista;69,86;128,14;54,52;809836;15,82;681;540;26,11;64;119;53,78;29;108,86;407,14;125;385
2021-02-03;DRS 15 São José do Rio Preto;236,71;394,57;59,99;1570421;25,13;2171;1852;17,22;233;400;58,25;77;260,86;589,00;264;588
2021-02-03;DRS 16 Sorocaba;222,00;319,00;69,59;2461760;12,96;1870;1606;16,44;232;320;72,50;79;302,00;591,29;323;597
2021-02-03;DRS 17 Taubaté;375,86;477,00;78,80;2489629;19,16;3336;2412;38,31;365;494;73,89;109;447,43;910,71;434;918
2021-02-03;Estado de São Paulo;6009,71;8862,29;67,81;44639899;19,85;46057;38679;19,07;5993;8887;67,44;1634;7191,29;14595,86;7065;14495
2021-02-04;DRS 01 Grande São Paulo;3189,86;4790,29;66,59;21138247;22,66;22939;21151;8,45;3122;4773;65,41;741;3658,71;6978,43;3565;6940
2021-02-04;DRS 02 Araçatuba;69,14;127,43;54,26;764041;16,68;534;509;4,91;63;134;47,01;15;90,86;314,43;88;315
2021-02-04;DRS 03 Araraquara;109,00;133,14;81,87;991435;13,43;1073;779;37,74;122;130;93,85;46;178,29;376,86;180;380
2021-02-04;DRS 04 Baixada Santista;173,71;391,86;44,33;1831884;21,39;983;1156;-14,97;170;386;44,04;31;173,29;634,71;182;636
2021-02-04;DRS 05 Barretos;61,71;93,14;66,26;425090;21,91;520;328;58,54;60;93;64,52;27;44,29;169,00;45;161
2021-02-04;DRS 06 Bauru;232,86;259,29;89,81;1741281;14,89;2012;1263;59,30;249;272;91,54;89;389,71;611,43;390;607
2021-02-04;DRS 07 Campinas;540,29;753,43;71,71;4562125;16,51;3652;3083;18,46;541;744;72,72;99;555,57;1134,29;543;1122
2021-02-04;DRS 08 Franca;92,71;108,43;85,50;696336;15,57;617;262;135,50;93;109;85,32;24;102,00;207,57;117;217
2021-02-04;DRS 09 Marília;149,57;196,86;75,98;1109670;17,74;1332;1042;27,83;143;203;70,44;45;203,00;448,57;195;444
2021-02-04;DRS 10 Piracicaba;191,00;294,00;64,97;1539600;19,10;1549;867;78,66;196;300;65,33;68;221,57;469,57;217;458
2021-02-04;DRS 11 Presidente Prudente;64,29;94,00;68,39;752260;12,50;740;731;1,23;64;101;63,37;29;151,00;246,57;158;255
2021-02-04;DRS 12 Registro;19,57;49,00;39,94;278754;17,58;204;224;-8,93;23;49;46,94;10;16,00;44,00;16;44
2021-02-04;DRS 13 Ribeirão Preto;193,14;254,71;75,83;1477530;17,24;1653;1034;59,86;197;262;75,19;64;239,86;443,00;241;469
2021-02-04;DRS 14 São João da Boa Vista;68,57;127,71;53,69;809836;15,77;690;548;25,91;68;130;52,31;30;111,86;404,29;136;391
2021-02-04;DRS 15 São José do Rio Preto;237,43;395,43;60,04;1570421;25,18;2146;1882;14,03;241;400;60,25;64;257,86;592,71;256;601
2021-02-04;DRS 16 Sorocaba;223,43;319,86;69,85;2461760;12,99;1869;1609;16,16;227;324;70,06;69;298,43;591,43;291;598
2021-02-04;DRS 17 Taubaté;375,57;480,71;78,13;2489629;19,31;3322;2438;36,26;373;493;75,66;104;439,29;914,00;418;915
2021-02-04;Estado de São Paulo;5991,86;8869,29;67,56;44639899;19,87;45835;38906;17,81;5952;8903;66,85;1555;7131,57;14580,86;7038;14553
2021-02-05;DRS 01 Grande São Paulo;3176,71;4787,14;66,36;21138247;22,65;22693;21268;6,70;3154;4761;66,25;748;3632,57;6974,29;3594;6959
2021-02-05;DRS 02 Araçatuba;68,14;127,00;53,65;764041;16,62;534;515;3,69;64;126;50,79;19;88,43;314,43;87;313
2021-02-05;DRS 03 Araraquara;112,57;131,43;85,65;991435;13,26;1090;784;39,03;124;131;94,66;55;179,00;379,71;203;395
2021-02-05;DRS 04 Baixada Santista;174,29;392,71;44,38;1831884;21,44;979;1146;-14,57;180;403;44,67;46;174,00;635,00;172;646
2021-02-05;DRS 05 Barretos;62,00;94,14;65,86;425090;22,15;528;337;56,68;63;100;63,00;26;44,57;176,57;49;215
2021-02-05;DRS 06 Bauru;234,86;260,71;90,08;1741281;14,97;2031;1272;59,67;239;264;90,53;74;389,43;613,57;388;610
2021-02-05;DRS 07 Campinas;541,43;753,86;71,82;4562125;16,52;3622;3101;16,80;541;761;71,09;108;551,43;1134,29;539;1115
2021-02-05;DRS 08 Franca;92,71;108,29;85,61;696336;15,55;624;275;126,91;95;108;87,96;26;108,29;208,43;133;210
2021-02-05;DRS 09 Marília;148,86;197,29;75,45;1109670;17,78;1322;1056;25,19;142;198;71,72;44;197,00;447,57;180;440
2021-02-05;DRS 10 Piracicaba;194,00;298,86;64,91;1539600;19,41;1579;883;78,82;196;306;64,05;69;221,57;472,00;236;468
2021-02-05;DRS 11 Presidente Prudente;64,00;95,57;66,97;752260;12,70;752;720;4,44;61;99;61,62;35;151,86;249,43;160;257
2021-02-05;DRS 12 Registro;20,57;49,00;41,98;278754;17,58;209;221;-5,43;24;49;48,98;9;15,86;44,00;18;44
2021-02-05;DRS 13 Ribeirão Preto;194,43;256,29;75,86;1477530;17,35;1657;1049;57,96;199;262;75,95;65;241,00;441,57;245;439
2021-02-05;DRS 14 São João da Boa Vista;69,29;127,57;54,32;809836;15,75;702;516;36,05;72;130;55,38;26;117,14;402,29;140;396
2021-02-05;DRS 15 São José do Rio Preto;236,71;396,43;59,71;1570421;25,24;2137;1898;12,59;239;401;59,60;73;257,29;594,57;262;604
2021-02-05;DRS 16 Sorocaba;223,00;320,71;69,53;2461760;13,03;1859;1637;13,56;223;323;69,04;71;299,43;595,43;302;614
2021-02-05;DRS 17 Taubaté;370,86;486,00;76,31;2489629;19,52;3321;2463;34,84;348;509;68,37;102;433,00;910,14;425;918
2021-02-05;Estado de São Paulo;5984,43;8883,00;67,37;44639899;19,90;45639;39141;16,60;5964;8931;66,78;1596;7101,86;14593,29;7133;14643
2021-02-06;DRS 01 Grande São Paulo;3164,71;4787,43;66,10;21138247;22,65;22412;21370;4,88;3137;4772;65,74;725;3578,14;6949,14;3448;6871
2021-02-06;DRS 02 Araçatuba;66,43;127,00;52,31;764041;16,62;533;523;1,91;62;129;48,06;24;86,86;314,00;81;314
2021-02-06;DRS 03 Araraquara;116,43;130,43;89,27;991435;13,16;1116;789;41,44;127;133;95,49;58;182,86;381,43;210;393
2021-02-06;DRS 04 Baixada Santista;176,14;393,29;44,79;1831884;21,47;979;1129;-13,29;180;400;45,00;32;176,00;637,00;189;645
2021-02-06;DRS 05 Barretos;62,00;94,14;65,86;425090;22,15;542;346;56,65;61;93;65,59;32;45,43;179,57;56;184
2021-02-06;DRS 06 Bauru;237,57;264,00;89,99;1741281;15,16;2043;1306;56,43;250;278;89,93;90;390,43;616,86;396;613
2021-02-06;DRS 07 Campinas;541,86;747,86;72,45;4562125;16,39;3587;3125;14,78;548;753;72,78;107;549,71;1126,86;541;1124
2021-02-06;DRS 08 Franca;93,00;108,43;85,77;696336;15,57;628;293;114,33;93;109;85,32;25;111,57;207,71;111;199
2021-02-06;DRS 09 Marília;147,43;198,14;74,41;1109670;17,86;1314;1081;21,55;145;200;72,50;48;192,43;445,00;192;448
