datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_28d;internacoes_28d_l;internacoes_28v28;pacientes_uti_ultimo_dia;total_covid_uti_ultimo_dia;ocupacao_leitos_ultimo_dia;internacoes_ultimo_dia;pacientes_enf_mm7d;total_covid_enf_mm7d;pacientes_enf_ultimo_dia;total_covid_enf_ultimo_dia
2020-10-08;DRS 01 Grande São Paulo;2036,86;4829,86;42,17;21138247;22,85;16935;21846;-22,48;2011;4798;41,91;658;2533,86;7104,86;2555;7010
2020-10-08;DRS 02 Araçatuba;58,71;118,57;49,52;764041;15,52;452;416;8,65;59;120;49,17;22;94,71;302,43;99;302
2020-10-08;DRS 03 Araraquara;45,14;123,29;36,61;991435;12,44;934;1014;-7,89;49;123;39,84;39;125,86;388,86;141;408
2020-10-08;DRS 04 Baixada Santista;108,14;409,14;26,43;1831884;22,33;797;1067;-25,30;110;412;26,70;31;165,00;690,29;180;691
2020-10-08;DRS 05 Barretos;55,57;91,86;60,49;425090;21,61;615;541;13,68;58;91;63,74;27;54,43;243,14;49;248
2020-10-08;DRS 06 Bauru;148,57;227,57;65,29;1741281;13,07;1405;1390;1,08;156;231;67,53;53;224,57;543,14;211;536
2020-10-08;DRS 07 Campinas;277,57;718,71;38,62;4562125;15,75;2445;3433;-28,78;274;670;40,90;86;363,71;1214,00;347;1187
2020-10-08;DRS 08 Franca;61,00;110,00;55,45;696336;15,80;505;658;-23,25;56;110;50,91;17;61,57;215,71;55;212
2020-10-08;DRS 09 Marília;65,86;160,00;41,16;1109670;14,42;686;783;-12,39;63;160;39,38;36;91,43;450,43;96;449
2020-10-08;DRS 10 Piracicaba;89,86;244,86;36,70;1539600;15,90;718;1047;-31,42;79;245;32,24;24;103,71;391,71;90;392
2020-10-08;DRS 11 Presidente Prudente;49,43;77,43;63,84;752260;10,29;655;740;-11,49;50;77;64,94;27;100,00;195,43;122;197
2020-10-08;DRS 12 Registro;11,29;39,00;28,95;278754;13,99;162;173;-6,36;11;39;28,21;5;18,00;55,00;16;55
2020-10-08;DRS 13 Ribeirão Preto;169,14;308,29;54,86;1477530;20,87;1600;1922;-16,75;152;307;49,51;65;241,29;513,43;259;504
2020-10-08;DRS 14 São João da Boa Vista;55,43;124,71;44,45;809836;15,40;617;598;3,18;53;126;42,06;22;114,57;422,71;122;424
2020-10-08;DRS 15 São José do Rio Preto;266,29;445,29;59,80;1570421;28,35;2378;2458;-3,25;255;444;57,43;120;322,29;625,71;332;615
2020-10-08;DRS 16 Sorocaba;113,14;240,57;47,03;2461760;9,77;1132;1277;-11,35;111;236;47,03;36;171,71;640,71;149;628
2020-10-08;DRS 17 Taubaté;157,00;434,86;36,10;2489629;17,47;1534;2321;-33,91;155;435;35,63;56;204,43;872,86;168;891
2020-10-08;Estado de São Paulo;3769,00;8704,00;43,30;44639899;19,50;33570;41684;-19,47;3702;8624;42,93;1324;4991,14;14870,43;4991;14749
2020-10-09;DRS 01 Grande São Paulo;2027,43;4822,29;42,04;21138247;22,81;16801;21613;-22,26;1982;4809;41,21;635;2515,00;7037,71;2532;6872
2020-10-09;DRS 02 Araçatuba;58,86;119,43;49,28;764041;15,63;457;405;12,84;63;125;50,40;16;95,14;302,29;96;302
2020-10-09;DRS 03 Araraquara;45,14;123,14;36,66;991435;12,42;925;1004;-7,87;46;123;37,40;37;129,14;390,57;136;391
2020-10-09;DRS 04 Baixada Santista;107,00;412,29;25,95;1831884;22,51;782;1065;-26,57;105;430;24,42;29;169,29;690,57;183;693
2020-10-09;DRS 05 Barretos;56,14;91,57;61,31;425090;21,54;614;535;14,77;57;91;62,64;19;53,29;239,00;48;225
2020-10-09;DRS 06 Bauru;150,57;227,57;66,16;1741281;13,07;1405;1396;0,64;157;230;68,26;55;220,00;541,29;211;535
2020-10-09;DRS 07 Campinas;271,57;697,14;38,95;4562125;15,28;2404;3392;-29,13;258;662;38,97;75;360,71;1210,43;350;1207
2020-10-09;DRS 08 Franca;59,57;110,00;54,15;696336;15,80;492;665;-26,02;52;110;47,27;19;61,43;216,43;71;223
2020-10-09;DRS 09 Marília;66,00;160,00;41,25;1109670;14,42;697;773;-9,83;62;160;38,75;39;90,86;450,71;94;449
2020-10-09;DRS 10 Piracicaba;87,71;244,57;35,86;1539600;15,89;727;1008;-27,88;83;243;34,16;28;102,29;392,43;98;396
2020-10-09;DRS 11 Presidente Prudente;48,86;77,86;62,75;752260;10,35;651;737;-11,67;47;79;59,49;27;104,00;196,43;126;203
2020-10-09;DRS 12 Registro;11,29;39,00;28,95;278754;13,99;160;171;-6,43;14;39;35,90;4;17,43;55,00;13;55
2020-10-09;DRS 13 Ribeirão Preto;165,29;308,43;53,59;1477530;20,87;1602;1919;-16,52;149;308;48,38;77;245,29;510,00;262;503
2020-10-09;DRS 14 São João da Boa Vista;55,86;126,29;44,23;809836;15,59;611;605;0,99;52;127;40,94;19;116,29;422,29;124;422
2020-10-09;DRS 15 São José do Rio Preto;265,29;445,00;59,62;1570421;28,34;2412;2451;-1,59;264;443;59,59;113;322,00;623,00;333;615
2020-10-09;DRS 16 Sorocaba;111,43;238,00;46,82;2461760;9,67;1135;1261;-9,99;108;227;47,58;45;170,00;640,57;162;638
2020-10-09;DRS 17 Taubaté;152,57;434,43;35,12;2489629;17,45;1511;2293;-34,10;138;437;31,58;47;198,00;872,57;181;865
2020-10-09;Estado de São Paulo;3740,57;8677,00;43,11;44639899;19,44;33386;41293;-19,15;3637;8643;42,08;1284;4970,14;14791,29;5020;14594
2020-10-10;DRS 01 Grande São Paulo;2022,00;4812,57;42,01;21138247;22,77;16715;21274;-21,43;1967;4749;41,42;617;2492,29;7002,00;2420;6858
2020-10-10;DRS 02 Araçatuba;59,86;119,43;50,12;764041;15,63;474;402;17,91;66;119;55,46;27;95,71;302,14;96;302
2020-10-10;DRS 03 Araraquara;45,14;123,00;36,70;991435;12,41;929;989;-6,07;44;123;35,77;41;134,71;390,14;144;380
2020-10-10;DRS 04 Baixada Santista;106,29;412,29;25,78;1831884;22,51;762;1061;-28,18;112;412;27,18;21;168,29;690,14;154;685
2020-10-10;DRS 05 Barretos;56,86;91,29;62,29;425090;21,48;611;541;12,94;60;91;65,93;19;51,00;237,71;46;245
2020-10-10;DRS 06 Bauru;152,14;227,71;66,81;1741281;13,08;1408;1386;1,59;155;227;68,28;51;220,43;542,29;216;542
2020-10-10;DRS 07 Campinas;267,57;679,29;39,39;4562125;14,89;2374;3347;-29,07;255;659;38,69;72;356,00;1208,14;340;1181
2020-10-10;DRS 08 Franca;57,29;110,00;52,08;696336;15,80;488;669;-27,06;49;110;44,55;20;62,43;215,29;65;220
2020-10-10;DRS 09 Marília;66,57;159,29;41,79;1109670;14,35;709;759;-6,59;65;155;41,94;32;91,43;450,71;99;449
2020-10-10;DRS 10 Piracicaba;84,71;243,71;34,76;1539600;15,83;730;986;-25,96;72;239;30,13;27;100,43;393,00;91;395
2020-10-10;DRS 11 Presidente Prudente;48,43;77,86;62,20;752260;10,35;651;729;-10,70;47;78;60,26;22;106,71;196,71;116;198
2020-10-10;DRS 12 Registro;11,14;39,00;28,56;278754;13,99;161;165;-2,42;11;39;28,21;5;16,71;55,00;14;55
2020-10-10;DRS 13 Ribeirão Preto;160,43;308,57;51,99;1477530;20,88;1597;1894;-15,68;148;308;48,05;52;249,29;506,29;247;499
2020-10-10;DRS 14 São João da Boa Vista;55,43;126,86;43,69;809836;15,66;610;608;0,33;47;126;37,30;25;115,00;420,14;104;414
2020-10-10;DRS 15 São José do Rio Preto;264,00;444,29;59,42;1570421;28,29;2423;2429;-0,25;265;442;59,95;91;321,14;620,57;329;615
2020-10-10;DRS 16 Sorocaba;111,57;236,43;47,19;2461760;9,60;1123;1262;-11,01;110;229;48,03;35;166,14;639,86;147;631
2020-10-10;DRS 17 Taubaté;148,86;435,43;34,19;2489629;17,49;1503;2267;-33,70;137;442;31,00;47;191,43;871,71;188;867
2020-10-10;Estado de São Paulo;3718,29;8647,00;43,00;44639899;19,37;33268;40768;-18,40;3610;8548;42,23;1204;4939,14;14741,86;4816;14536
2020-10-11;DRS 01 Grande São Paulo;2007,00;4781,86;41,97;21138247;22,62;16541;21049;-21,42;1882;4648;40,49;466;2481,29;6946,57;2431;6758
2020-10-11;DRS 02 Araçatuba;60,00;120,00;50,00;764041;15,71;479;400;19,75;64;123;52,03;16;95,29;302,14;92;303
2020-10-11;DRS 03 Araraquara;46,71;123,43;37,84;991435;12,45;932;972;-4,12;50;126;39,68;37;137,00;390,57;131;385
2020-10-11;DRS 04 Baixada Santista;106,86;411,71;25,96;1831884;22,47;748;1062;-29,57;107;402;26,62;19;170,71;687,43;168;673
2020-10-11;DRS 05 Barretos;57,00;91,00;62,64;425090;21,41;613;534;14,79;57;91;62,64;17;49,00;233,57;43;215
2020-10-11;DRS 06 Bauru;152,00;228,00;66,67;1741281;13,09;1376;1401;-1,78;145;230;63,04;34;217,71;542,86;205;542
2020-10-11;DRS 07 Campinas;260,57;670,57;38,86;4562125;14,70;2319;3311;-29,96;235;654;35,93;45;350,00;1205,00;324;1201
2020-10-11;DRS 08 Franca;56,00;110,00;50,91;696336;15,80;492;660;-25,45;52;110;47,27;21;62,57;217,29;67;224
2020-10-11;DRS 09 Marília;65,57;159,43;41,13;1109670;14,37;705;753;-6,37;62;161;38,51;27;90,71;456,00;94;487
2020-10-11;DRS 10 Piracicaba;81,43;242,57;33,57;1539600;15,76;719;964;-25,41;67;237;28,27;15;97,86;393,00;82;391
2020-10-11;DRS 11 Presidente Prudente;49,71;78,14;63,62;752260;10,39;644;734;-12,26;54;79;68,35;22;108,29;197,43;104;198
2020-10-11;DRS 12 Registro;11,43;39,00;29,31;278754;13,99;163;167;-2,40;13;39;33,33;8;16,00;55,00;12;55
2020-10-11;DRS 13 Ribeirão Preto;157,43;309,00;50,95;1477530;20,91;1580;1862;-15,15;148;312;47,44;42;249,43;508,57;224;521
2020-10-11;DRS 14 São João da Boa Vista;54,00;126,71;42,62;809836;15,65;608;605;0,50;43;126;34,13;17;112,71;418,57;88;413
2020-10-11;DRS 15 São José do Rio Preto;260,86;443,71;58,79;1570421;28,25;2437;2428;0,37;247;443;55,76;89;318,86;618,29;300;614
2020-10-11;DRS 16 Sorocaba;110,86;234,00;47,38;2461760;9,51;1095;1249;-12,33;105;230;45,65;24;160,71;633,43;144;628
2020-10-11;DRS 17 Taubaté;148,71;432,71;34,37;2489629;17,38;1502;2200;-31,73;151;418;36,12;52;183,29;873,43;180;892
2020-10-11;Estado de São Paulo;3686,14;8601,86;42,85;44639899;19,27;32953;40351;-18,33;3482;8429;41,31;951;4901,43;14679,14;4689;14500
2020-10-12;DRS 01 Grande São Paulo;1990,29;4748,71;41,91;21138247;22,47;16396;20875;-21,46;1892;4673;40,49;429;2472,57;6902,43;2402;6764
2020-10-12;DRS 02 Araçatuba;60,86;120,14;50,66;764041;15,72;476;404;17,82;64;120;53,33;15;92,29;301,57;78;300
2020-10-12;DRS 03 Araraquara;46,86;123,57;37,92;991435;12,46;905;977;-7,37;44;124;35,48;18;133,14;391,43;99;388
2020-10-12;DRS 04 Baixada Santista;106,57;410,71;25,95;1831884;22,42;759;1054;-27,99;104;403;25,81;33;169,57;684,57;152;671
2020-10-12;DRS 05 Barretos;56,43;91,00;62,01;425090;21,41;605;539;12,24;51;91;56,04;14;46,86;236,14;37;218
2020-10-12;DRS 06 Bauru;151,86;228,43;66,48;1741281;13,12;1372;1392;-1,44;147;229;64,19;28;215,43;545,14;204;559
2020-10-12;DRS 07 Campinas;255,71;661,57;38,65;4562125;14,50;2302;3301;-30,26;236;647;36,48;79;342,29;1188,00;339;1185
2020-10-12;DRS 08 Franca;55,43;110,00;50,39;696336;15,80;481;660;-27,12;52;110;47,27;11;62,00;217,86;61;216
2020-10-12;DRS 09 Marília;63,57;160,14;39,70;1109670;14,43;697;746;-6,57;59;165;35,76;11;92,14;461,71;96;486
2020-10-12;DRS 10 Piracicaba;78,29;241,71;32,39;1539600;15,70;712;948;-24,89;71;239;29,71;11;93,57;392,86;75;391
2020-10-12;DRS 11 Presidente Prudente;50,29;78,29;64,24;752260;10,41;647;731;-11,49;50;78;64,10;22;109,00;198,14;98;203
2020-10-12;DRS 12 Registro;11,71;39,00;30,03;278754;13,99;161;157;2,55;12;39;30,77;2;15,29;55,00;13;55
2020-10-12;DRS 13 Ribeirão Preto;151,43;308,14;49,14;1477530;20,86;1569;1841;-14,77;130;307;42,35;40;246,86;507,43;227;518
2020-10-12;DRS 14 São João da Boa Vista;52,57;127,00;41,39;809836;15,68;602;578;4,15;47;130;36,15;12;110,14;417,14;97;412
2020-10-12;DRS 15 São José do Rio Preto;256,57;442,71;57,95;1570421;28,19;2421;2415;0,25;240;440;54,55;57;320,00;616,14;306;619
2020-10-12;DRS 16 Sorocaba;110,14;232,71;47,33;2461760;9,45;1081;1241;-12,89;114;233;48,93;25;154,29;633,00;138;637
2020-10-12;DRS 17 Taubaté;148,43;428,71;34,62;2489629;17,22;1488;2164;-31,24;151;400;37,75;37;177,86;868,00;168;835
2020-10-12;Estado de São Paulo;3647,00;8552,57;42,64;44639899;19,16;32674;40023;-18,36;3464;8428;41,10;844;4853,29;14616,57;4590;14457
2020-10-13;DRS 01 Grande São Paulo;1972,86;4732,57;41,69;21138247;22,39;16286;20715;-21,38;1984;4676;42,43;433;2454,14;6872,57;2343;6850
2020-10-13;DRS 02 Araçatuba;62,00;120,14;51,61;764041;15,72;480;402;19,40;61;117;52,14;16;90,71;301,71;82;303
2020-10-13;DRS 03 Araraquara;46,43;123,57;37,57;991435;12,46;890;1001;-11,09;41;123;33,33;27;127,43;392,00;105;385
2020-10-13;DRS 04 Baixada Santista;106,00;410,71;25,81;1831884;22,42;772;1043;-25,98;104;403;25,81;36;170,00;682,29;167;673
2020-10-13;DRS 05 Barretos;55,86;91,00;61,38;425090;21,41;610;530;15,09;57;91;62,64;17;43,14;230,71;27;215
2020-10-13;DRS 06 Bauru;151,29;229,14;66,03;1741281;13,16;1371;1379;-0,58;143;231;61,90;40;210,43;553,29;198;598
2020-10-13;DRS 07 Campinas;252,86;658,29;38,41;4562125;14,43;2236;3286;-31,95;246;647;38,02;48;336,71;1188,86;313;1182
2020-10-13;DRS 08 Franca;53,57;110,00;48,70;696336;15,80;483;652;-25,92;49;110;44,55;19;62,43;220,00;64;226
2020-10-13;DRS 09 Marília;63,14;160,86;39,25;1109670;14,50;690;751;-8,12;68;165;41,21;16;91,14;459,71;80;449
2020-10-13;DRS 10 Piracicaba;76,29;240,86;31,67;1539600;15,64;705;932;-24,36;73;239;30,54;14;87,71;393,14;71;394
2020-10-13;DRS 11 Presidente Prudente;49,43;78,14;63,26;752260;10,39;637;727;-12,38;44;78;56,41;8;108,29;198,57;86;195
2020-10-13;DRS 12 Registro;11,86;39,00;30,41;278754;13,99;158;159;-0,63;11;39;28,21;1;14,29;55,00;11;55
2020-10-13;DRS 13 Ribeirão Preto;145,57;306,57;47,48;1477530;20,75;1564;1824;-14,25;128;296;43,24;39;241,57;507,00;232;505
2020-10-13;DRS 14 São João da Boa Vista;50,57;127,43;39,68;809836;15,74;601;577;4,16;49;130;37,69;15;105,14;417,86;85;421
2020-10-13;DRS 15 São José do Rio Preto;251,57;442,57;56,84;1570421;28,18;2400;2408;-0,33;231;443;52,14;54;319,86;616,14;299;618
2020-10-13;DRS 16 Sorocaba;111,43;231,86;48,06;2461760;9,42;1066;1232;-13,47;116;231;50,22;27;151,00;638,00;148;668
2020-10-13;DRS 17 Taubaté;148,86;422,14;35,26;2489629;16,96;1473;2129;-30,81;154;389;39,59;35;173,86;866,14;162;852
2020-10-13;Estado de São Paulo;3609,57;8524,86;42,34;44639899;19,10;32422;39747;-18,43;3559;8408;42,33;845;4787,86;14593,00;4473;14589
2020-10-14;DRS 01 Grande São Paulo;1949,29;4715,57;41,34;21138247;22,31;16089;20450;-21,33;1927;4656;41,39;464;2427,43;6821,29;2309;6637
2020-10-14;DRS 02 Araçatuba;62,86;120,14;52,32;764041;15,72;488;394;23,86;63;117;53,85;22;90,29;302,00;89;302
2020-10-14;DRS 03 Araraquara;44,29;123,57;35,84;991435;12,46;884;980;-9,80;36;123;29,27;25;123,57;388,00;109;379
2020-10-14;DRS 04 Baixada Santista;108,86;409,00;26,62;1831884;22,33;754;1043;-27,71;120;401;29,93;21;166,57;680,86;162;680
2020-10-14;DRS 05 Barretos;55,57;91,00;61,07;425090;21,41;606;526;15,21;49;91;53,85;12;39,86;226,29;29;218
2020-10-14;DRS 06 Bauru;148,14;229,29;64,61;1741281;13,17;1361;1368;-0,51;134;227;59,03;30;206,00;552,29;197;554
2020-10-14;DRS 07 Campinas;250,43;655,00;38,23;4562125;14,36;2203;3247;-32,15;249;646;38,54;68;332,29;1190,71;313;1192
2020-10-14;DRS 08 Franca;50,57;110,00;45,97;696336;15,80;489;645;-24,19;44;110;40,00;20;64,43;220,43;68;222
2020-10-14;DRS 09 Marília;64,43;161,00;40,02;1109670;14,51;663;752;-11,84;72;161;44,72;18;90,71;459,71;76;449
2020-10-14;DRS 10 Piracicaba;74,57;239,86;31,09;1539600;15,58;695;923;-24,70;77;237;32,49;21;84,14;392,86;82;391
2020-10-14;DRS 11 Presidente Prudente;48,14;78,43;61,38;752260;10,43;622;720;-13,61;45;80;56,25;10;105,86;198,57;89;196
2020-10-14;DRS 12 Registro;11,57;39,00;29,67;278754;13,99;158;154;2,60;9;39;23,08;2;12,71;55,00;10;55
2020-10-14;DRS 13 Ribeirão Preto;143,00;304,71;46,93;1477530;20,62;1555;1814;-14,28;146;295;49,49;47;239,57;509,43;226;516
2020-10-14;DRS 14 São João da Boa Vista;47,86;127,29;37,60;809836;15,72;578;582;-0,69;44;126;34,92;12;100,14;416,71;81;411
2020-10-14;DRS 15 São José do Rio Preto;246,86;442,43;55,80;1570421;28,17;2373;2397;-1,00;226;442;51,13;56;311,43;618,71;281;635
2020-10-14;DRS 16 Sorocaba;112,86;230,86;48,89;2461760;9,38;1062;1225;-13,31;126;230;54,78;42;148,29;635,57;150;619
2020-10-14;DRS 17 Taubaté;147,57;415,86;35,49;2489629;16,70;1450;2097;-30,85;147;390;37,69;41;173,00;864,00;164;846
2020-10-14;Estado de São Paulo;3566,86;8493,00;42,00;44639899;19,03;32030;39317;-18,53;3514;8371;41,98;911;4716,29;14532,43;4435;14302
2020-10-15;DRS 01 Grande São Paulo;1935,14;4709,57;41,09;21138247;22,28;15979;20195;-20,88;1912;4756;40,20;576;2392,14;6773,71;2308;6677
2020-10-15;DRS 02 Araçatuba;63,14;119,71;52,74;764041;15,67;497;402;23,63;61;117;52,14;29;89,71;302,00;95;302
2020-10-15;DRS 03 Araraquara;42,29;123,57;34,22;991435;12,46;891;949;-6,11;35;123;28,46;32;119,00;383,00;109;373
2020-10-15;DRS 04 Baixada Santista;110,29;408,00;27,03;1831884;22,27;757;1033;-26,72;120;405;29,63;30;165,43;678,57;172;675
2020-10-15;DRS 05 Barretos;54,00;91,00;59,34;425090;21,41;602;524;14,89;47;91;51,65;15;37,14;218,14;30;191
2020-10-15;DRS 06 Bauru;145,43;228,86;63,55;1741281;13,14;1356;1373;-1,24;137;228;60,09;42;203,14;553,43;191;544
2020-10-15;DRS 07 Campinas;243,71;644,86;37,79;4562125;14,14;2140;3223;-33,60;227;599;37,90;53;326,43;1180,71;306;1117
2020-10-15;DRS 08 Franca;48,71;110,14;44,23;696336;15,82;486;628;-22,61;43;111;38,74;10;63,29;222,29;47;225
2020-10-15;DRS 09 Marília;65,29;160,43;40,70;1109670;14,46;656;758;-13,46;69;156;44,23;24;88,57;459,71;81;449
2020-10-15;DRS 10 Piracicaba;74,14;238,14;31,13;1539600;15,47;680;911;-25,36;76;233;32,62;17;82,71;391,57;80;383
2020-10-15;DRS 11 Presidente Prudente;46,29;79,00;58,59;752260;10,50;610;724;-15,75;37;81;45,68;22;101,43;199,00;91;200
2020-10-15;DRS 12 Registro;11,43;39,00;29,31;278754;13,99;154;151;1,99;10;39;25,64;3;11,57;55,00;8;55
2020-10-15;DRS 13 Ribeirão Preto;143,43;303,43;47,27;1477530;20,54;1554;1808;-14,05;155;298;52,01;62;233,86;507,29;219;489
2020-10-15;DRS 14 São João da Boa Vista;46,86;127,29;36,81;809836;15,72;544;611;-10,97;46;126;36,51;24;94,43;415,14;82;413
2020-10-15;DRS 15 São José do Rio Preto;241,14;442,29;54,52;1570421;28,16;2378;2373;0,21;215;443;48,53;85;303,57;619,14;277;618
2020-10-15;DRS 16 Sorocaba;112,86;230,00;49,07;2461760;9,34;1042;1226;-15,01;111;230;48,26;31;150,71;633,29;166;612
2020-10-15;DRS 17 Taubaté;146,14;407,14;35,89;2489629;16,35;1440;2079;-30,74;145;374;38,77;54;173,00;858,00;168;849
2020-10-15;Estado de São Paulo;3530,29;8462,43;41,72;44639899;18,96;31766;38968;-18,48;3446;8410;40,98;1109;4636,14;14450,00;4430;14172
2020-10-16;DRS 01 Grande São Paulo;1908,14;4682,14;40,75;21138247;22,15;15800;20075;-21,30;1793;4617;38,83;580;2360,86;6738,14;2313;6623
2020-10-16;DRS 02 Araçatuba;62,71;118,57;52,89;764041;15,52;500;405;23,46;60;117;51,28;15;91,14;302,29;106;304
2020-10-16;DRS 03 Araraquara;40,57;123,43;32,87;991435;12,45;881;937;-5,98;34;122;27,87;27;116,14;381,00;116;377
2020-10-16;DRS 04 Baixada Santista;111,71;403,57;27,68;1831884;22,03;761;1025;-25,76;115;399;28,82;25;164,00;674,14;173;662
2020-10-16;DRS 05 Barretos;53,57;91,00;58,87;425090;21,41;591;533;10,88;54;91;59,34;20;35,29;217,14;35;218
2020-10-16;DRS 06 Bauru;141,14;228,29;61,82;1741281;13,11;1328;1386;-4,18;127;226;56,19;41;199,00;556,29;182;555
2020-10-16;DRS 07 Campinas;236,71;635,57;37,24;4562125;13,93;2096;3181;-34,11;209;597;35,01;53;317,00;1169,71;284;1130
2020-10-16;DRS 08 Franca;47,57;110,14;43,19;696336;15,82;487;613;-20,55;44;110;40,00;16;59,43;221,29;44;216
2020-10-16;DRS 09 Marília;66,14;160,57;41,19;1109670;14,47;654;760;-13,95;68;161;42,24;26;88,29;459,00;92;444
2020-10-16;DRS 10 Piracicaba;72,43;236,71;30,60;1539600;15,37;682;876;-22,15;71;233;30,47;22;81,86;389,29;92;380
2020-10-16;DRS 11 Presidente Prudente;45,29;79,14;57,23;752260;10,52;615;712;-13,62;40;80;50,00;22;98,00;199,00;102;203
2020-10-16;DRS 12 Registro;10,43;39,00;26,74;278754;13,99;151;152;-0,66;7;39;17,95;4;10,86;55,00;8;55
2020-10-16;DRS 13 Ribeirão Preto;143,14;301,71;47,44;1477530;20,42;1540;1770;-12,99;147;296;49,66;41;225,00;506,00;200;494
2020-10-16;DRS 14 São João da Boa Vista;46,71;127,14;36,74;809836;15,70;542;613;-11,58;51;126;40,48;19;86,57;413,86;69;413
2020-10-16;DRS 15 São José do Rio Preto;233,86;440,86;53,05;1570421;28,07;2356;2362;-0,25;213;433;49,19;64;293,57;619,29;263;616
2020-10-16;DRS 16 Sorocaba;114,29;230,43;49,60;2461760;9,36;1036;1219;-15,01;118;230;51,30;35;151,29;631,00;166;622
2020-10-16;DRS 17 Taubaté;146,57;400,00;36,64;2489629;16,07;1424;2045;-30,37;141;387;36,43;43;171,86;850,57;173;813
2020-10-16;Estado de São Paulo;3481,00;8408,29;41,40;44639899;18,84;31444;38664;-18,67;3292;8264;39,84;1053;4550,14;14383,00;4418;14125
2020-10-17;DRS 01 Grande São Paulo;1886,14;4631,29;40,73;21138247;21,91;15692;19885;-21,09;1813;4393;41,27;546;2341,71;6635,29;2286;6138
2020-10-17;DRS 02 Araçatuba;61,57;118,00;52,18;764041;15,44;500;412;21,36;58;115;50,43;17;91,71;301,29;100;295
2020-10-17;DRS 03 Araraquara;39,14;123,29;31,75;991435;12,44;869;922;-5,75;34;122;27,87;19;109,43;380,29;97;375
2020-10-17;DRS 04 Baixada Santista;111,86;401,43;27,87;1831884;21,91;764;1015;-24,73;113;397;28,46;34;168,57;670,29;186;658
2020-10-17;DRS 05 Barretos;51,86;91,00;56,99;425090;21,41;585;531;10,17;48;91;52,75;15;34,14;209,43;38;191
2020-10-17;DRS 06 Bauru;137,86;228,86;60,24;1741281;13,14;1296;1405;-7,76;132;231;57,14;39;191,43;558,29;163;556
2020-10-17;DRS 07 Campinas;231,00;623,29;37,06;4562125;13,66;2040;3170;-35,65;215;573;37,52;42;304,86;1160,71;255;1118
2020-10-17;DRS 08 Franca;47,00;109,43;42,95;696336;15,72;488;606;-19,47;45;105;42,86;15;55,86;221,43;40;221
2020-10-17;DRS 09 Marília;67,57;161,43;41,86;1109670;14,55;657;753;-12,75;75;161;46,58;20;86,14;459,00;84;449
2020-10-17;DRS 10 Piracicaba;72,14;236,00;30,57;1539600;15,33;671;870;-22,87;70;234;29,91;21;80,57;387,71;82;384
2020-10-17;DRS 11 Presidente Prudente;43,29;78,86;54,89;752260;10,48;600;719;-16,55;33;76;43,42;12;94,00;199,14;88;199
2020-10-17;DRS 12 Registro;10,00;39,00;25,64;278754;13,99;146;152;-3,95;8;39;20,51;2;9,71;55,00;6;55
2020-10-17;DRS 13 Ribeirão Preto;142,29;300,14;47,41;1477530;20,31;1517;1757;-13,66;142;297;47,81;45;217,00;505,14;191;493
2020-10-17;DRS 14 São João da Boa Vista;46,57;127,29;36,59;809836;15,72;536;616;-12,99;46;127;36,22;14;81,00;414,14;65;416
2020-10-17;DRS 15 São José do Rio Preto;226,29;439,43;51,50;1570421;27,98;2332;2349;-0,72;212;432;49,07;79;283,71;619,29;260;615
2020-10-17;DRS 16 Sorocaba;114,29;230,43;49,60;2461760;9,36;1016;1217;-16,52;110;229;48,03;24;153,86;630,57;165;628
2020-10-17;DRS 17 Taubaté;145,14;392,14;37,01;2489629;15,75;1416;2002;-29,27;127;387;32,82;48;169,57;840,43;172;796
2020-10-17;Estado de São Paulo;3434,00;8331,29;41,22;44639899;18,66;31125;38381;-18,91;3281;8009;40,97;992;4473,29;14247,43;4278;13587
2020-10-18;DRS 01 Grande São Paulo;1874,29;4588,71;40,85;21138247;21,71;15575;19843;-21,51;1799;4350;41,36;466;2319,29;6576,57;2274;6347
2020-10-18;DRS 02 Araçatuba;60,43;116,86;51,71;764041;15,29;492;416;18,27;56;115;48,70;5;90,00;300,29;80;296
2020-10-18;DRS 03 Araraquara;36,57;122,71;29,80;991435;12,38;867;920;-5,76;32;122;26,23;27;105,14;381,86;101;396
2020-10-18;DRS 04 Baixada Santista;113,71;400,43;28,40;1831884;21,86;753;997;-24,47;120;395;30,38;23;169,71;667,00;176;650
2020-10-18;DRS 05 Barretos;50,57;91,00;55,57;425090;21,41;567;538;5,39;48;91;52,75;10;33,14;211,00;36;226
2020-10-18;DRS 06 Bauru;134,57;229,43;58,65;1741281;13,18;1263;1396;-9,53;122;234;52,14;24;184,00;563,00;153;575
2020-10-18;DRS 07 Campinas;228,29;612,00;37,30;4562125;13,41;2003;3170;-36,81;216;575;37,57;43;293,43;1151,14;244;1134
2020-10-18;DRS 08 Franca;45,57;109,43;41,64;696336;15,72;485;602;-19,44;42;110;38,18;13;52,71;221,14;45;222
2020-10-18;DRS 09 Marília;68,86;161,29;42,69;1109670;14,53;653;758;-13,85;71;160;44,38;22;84,43;453,86;82;451
2020-10-18;DRS 10 Piracicaba;72,14;235,57;30,62;1539600;15,30;660;871;-24,23;67;234;28,63;17;81,00;386,43;85;382
2020-10-18;DRS 11 Presidente Prudente;41,00;78,29;52,37;752260;10,41;591;716;-17,46;38;75;50,67;12;89,86;200,29;75;206
