nome_munic;codigo_ibge;dia;mes;datahora;casos;casos_novos;casos_pc;casos_mm7d;obitos;obitos_novos;obitos_pc;obitos_mm7d;letalidade;nome_ra;cod_ra;nome_drs;cod_drs;pop;pop_60;area;map_leg;map_leg_s;latitude;longitude
Cajamar;3509205;16;4;2020-04-16;    7;   2;   9,0174810;   9,8571429;   1;  0; 1,28821158;  1,1428571;0,142857143;RM de São Paulo;10;Grande São Paulo;10;   77627;   7690; 13139;<10;7;-23.355;-46.8781
Cajuru;3509403;16;4;2020-04-16;    2;   0;   7,7933211;   9,7142857;   0;  0; 0,00000000;  1,1428571;0,000000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   25663;   3904; 66009;<10;7;-21.2749;-47.303
Campinas;3509502;16;4;2020-04-16;  149;   7;  12,6754465;  30,5714286;   7;  2; 0,59549077;  2,1428571;0,046979866;RA de Campinas; 4;Campinas; 3; 1175501; 192796; 79457;<150;2;-22.9053;-47.0659
Campo Limpo Paulista;3509601;16;4;2020-04-16;    1;NA;   1,2071172;  29,8571429;   0;NA; 0,00000000;  2,1428571;0,000000000;RA de Campinas; 4;Campinas; 3;   82842;  11337;   794;<10;7;-23.2078;-46.7889
Campos do Jordão;3509700;16;4;2020-04-16;    1;   0;   1,9952911;  29,7142857;   0;  0; 0,00000000;  2,1428571;0,000000000;RA de São José dos Campos;15;Taubaté;17;   50118;   6425; 29052;<10;7;-22.7296;-45.5833
Capão Bonito;3510203;16;4;2020-04-16;    1;   0;   2,1543367;  29,7142857;   0;  0; 0,00000000;  2,0000000;0,000000000;RA de Itapeva; 7;Sorocaba; 6;   46418;   6902;164023;<10;7;-24.0113;-48.3482
Caraguatatuba;3510500;16;4;2020-04-16;    5;   1;   4,3064097;  23,7142857;   2;  0; 1,72256386;  1,4285714;0,400000000;RA de São José dos Campos;15;Taubaté;17;  116106;  16658; 48495;<10;7;-23.6125;-45.4125
Carapicuíba;3510609;16;4;2020-04-16;   52;   9;  13,1779685;  30,1428571;   2;  0; 0,50684494;  1,5714286;0,038461538;RM de São Paulo;10;Grande São Paulo;10;  394598;  50996;  3455;<75;4;-23.5235;-46.8407
Castilho;3511003;16;4;2020-04-16;    1;NA;   4,8243921;  30,0000000;   0;NA; 0,00000000;  1,5714286;0,000000000;RA de Araçatuba; 1;Araçatuba; 7;   20728;   3273;106532;<10;7;-20.8689;-51.4884
Catanduva;3511102;16;4;2020-04-16;    7;   1;   5,9723905;   9,7142857;   2;  0; 1,70639728;  0,8571429;0,285714286;RA de São José do Rio Preto;14;São José do Rio Preto;15;  117206;  21966;  2906;<10;7;-21.1314;-48.977
Cedral;3511300;16;4;2020-04-16;    1;   0;  11,3173382;   9,7142857;   0;  0; 0,00000000;  0,8571429;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;    8836;   1727; 19784;<10;7;-20.9009;-49.2664
Conchas;3512308;16;4;2020-04-16;    1;   0;   5,8363488;   9,7142857;   1;  1; 5,83634878;  1,0000000;1,000000000;RA de Sorocaba;13;Bauru;12;   17134;   3050; 46612;<10;7;-23.0154;-48.0134
Cotia;3513009;16;4;2020-04-16;   72;   2;  29,0998448;  19,8571429;   4;  0; 1,61665804;  1,5714286;0,055555556;RM de São Paulo;10;Grande São Paulo;10;  247424;  28357; 32399;<75;4;-23.6022;-46.919
Cravinhos;3513108;16;4;2020-04-16;    6;   0;  17,4276751;  20,0000000;   1;  0; 2,90461252;  1,4285714;0,166666667;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   34428;   5222; 31142;<10;7;-21.338;-47.7324
Cruzeiro;3513405;16;4;2020-04-16;    3;   2;   3,7534250;  13,0000000;   1;  1; 1,25114167;  1,2857143;0,333333333;RA de São José dos Campos;15;Taubaté;17;   79927;  13518;  3057;<10;7;-22.5728;-44.969
Cubatão;3513504;16;4;2020-04-16;    5;   1;   3,8716172;  13,5714286;   0;  0; 0,00000000;  1,2857143;0,000000000;RA de Santos;12;Baixada Santista;13;  129145;  15732; 14288;<10;7;-23.8911;-46.424
Diadema;3513801;16;4;2020-04-16;  100;   6;  24,7232846;  26,8571429;   3;  1; 0,74169854;  1,4285714;0,030000000;RM de São Paulo;10;Grande São Paulo;10;  404477;  47787;  3073;<150;2;-23.6813;-46.6205
Dracena;3514403;16;4;2020-04-16;    1;   0;   2,2224692;  26,8571429;   1;  0; 2,22246916;  1,5714286;1,000000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;   44995;   9156; 48769;<10;7;-21.4843;-51.535
Duartina;3514502;16;4;2020-04-16;    1;NA;   8,3507307;  26,8571429;   0;NA; 0,00000000;  1,4285714;0,000000000;RA de Bauru; 3;Bauru;12;   11975;   2485; 26456;<10;7;-22.4146;-49.4084
Eldorado;3514809;16;4;2020-04-16;    1;   0;   6,5634025;  16,7142857;   1;  0; 6,56340247;  1,0000000;1,000000000;RA de Registro;16;Registro; 9;   15236;   2195;165426;<10;7;-24.5281;-48.1141
Embu das Artes;3515004;16;4;2020-04-16;   50;   7;  18,4644928;  23,0000000;   2;  0; 0,73857971;  1,1428571;0,040000000;RM de São Paulo;10;Grande São Paulo;10;  270790;  29639;   704;<75;4;-23.6437;-46.8579
Embu-Guaçu;3515103;16;4;2020-04-16;    4;   0;   5,8777717;  23,1428571;   0;  0; 0,00000000;  1,0000000;0,000000000;RM de São Paulo;10;Grande São Paulo;10;   68053;   9074; 15564;<10;7;-23.8297;-46.8136
Estiva Gerbi;3557303;16;4;2020-04-16;    1;   0;   9,0260854;  22,5714286;   0;  0; 0,00000000;  1,0000000;0,000000000;RA de Campinas; 4;São João da Boa Vista;14;   11079;   1606;  7414;<10;7;-22.2713;-46.9481
Fartura;3515400;16;4;2020-04-16;    1;NA;   6,3922271;   8,4285714;   0;NA; 0,00000000;  0,5714286;0,000000000;RA de Itapeva; 7;Bauru;12;   15644;   2921; 42917;<10;7;-23.3916;-49.5124
Fernandópolis;3515509;16;4;2020-04-16;    4;   0;   6,0503388;   8,8571429;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   66112;  13714;  5498;<10;7;-20.2806;-50.2471
Ferraz de Vasconcelos;3515707;16;4;2020-04-16;   47;   6;  24,3476639;  15,4285714;   2;  1; 1,03607081;  0,7142857;0,042553191;RM de São Paulo;10;Grande São Paulo;10;  193037;  21049;  2956;<50;5;-23.5411;-46.371
Franca;3516200;16;4;2020-04-16;    6;   2;   1,7537450;  16,1428571;   1;  0; 0,29229083;  0,7142857;0,166666667;RA de Franca; 6;Franca; 4;  342125;  53617; 60568;<10;7;-20.5352;-47.4039
Francisco Morato;3516309;16;4;2020-04-16;   19;  -1;  10,8943080;  11,7142857;   1;  0; 0,57338463;  0,5714286;0,052631579;RM de São Paulo;10;Grande São Paulo;10;  174403;  18701;    49;<25;6;-23.2792;-46.7448
Franco da Rocha;3516408;16;4;2020-04-16;   47;   6;  30,8802176;  17,8571429;   2;  0; 1,31405181;  0,8571429;0,042553191;RM de São Paulo;10;Grande São Paulo;10;  152201;  17090; 13278;<50;5;-23.3229;-46.729
Garça;3516705;16;4;2020-04-16;    1;  -1;   2,3538827;  17,8571429;   0;  0; 0,00000000;  0,8571429;0,000000000;RA de Marília; 8;Marília; 5;   42483;   8051; 55581;<10;7;-22.2125;-49.6546
Guararapes;3518206;16;4;2020-04-16;    3;   0;   9,3527871;  18,1428571;   0;  0; 0,00000000;  0,8571429;0,000000000;RA de Araçatuba; 1;Araçatuba; 7;   32076;   5806; 95564;<10;7;-21.2544;-50.6453
Guararema;3518305;16;4;2020-04-16;    2;   0;   6,7960175;  17,8571429;   0;  0; 0,00000000;  0,8571429;0,000000000;RM de São Paulo;10;Grande São Paulo;10;   29429;   4163; 27082;<10;7;-23.4112;-46.0369
Guaratinguetá;3518404;16;4;2020-04-16;    1;   0;   0,8449871;  11,2857143;   0;  0; 0,00000000;  0,5714286;0,000000000;RA de São José dos Campos;15;Taubaté;17;  118345;  20362; 75264;<10;7;-22.8075;-45.1938
Guarujá;3518701;16;4;2020-04-16;   26;   9;   8,2173164;  14,1428571;   1;  1; 0,31605063;  0,5714286;0,038461538;RA de Santos;12;Baixada Santista;13;  316405;  41402; 14479;<50;5;-23.9888;-46.258
Guarulhos;3518800;16;4;2020-04-16;  269;  16;  19,9071248;  49,8571429;  25;  3; 1,85010453;  4,0000000;0,092936803;RM de São Paulo;10;Grande São Paulo;10; 1351275; 162662; 31868;>150;1;-23.4538;-46.5333
Hortolândia;3519071;16;4;2020-04-16;    5;   3;   2,1713829;  43,8571429;   0;  0; 0,00000000;  3,7142857;0,000000000;RA de Campinas; 4;Campinas; 3;  230268;  26129;  6242;<10;7;-22.8529;-47.2143
Ibirá;3519402;16;4;2020-04-16;    1;   0;   8,2925616;  43,8571429;   0;  0; 0,00000000;  3,7142857;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   12059;   2221; 27191;<10;7;-21.083;-49.2448
Ibiúna;3519709;16;4;2020-04-16;    1;   0;   1,3083868;  43,5714286;   0;  0; 0,00000000;  3,7142857;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   76430;  10936;105808;<10;7;-23.6596;-47.223
Igarapava;3520103;16;4;2020-04-16;    1;   0;   3,3948941;  43,4285714;   0;  0; 0,00000000;  3,7142857;0,000000000;RA de Franca; 6;Franca; 4;   29456;   4921; 46836;<10;7;-20.0407;-47.7466
Igaratá;3520202;16;4;2020-04-16;    1;   0;  10,7388316;  43,4285714;   0;  0; 0,00000000;  3,7142857;0,000000000;RA de São José dos Campos;15;Taubaté;17;    9312;   1532; 29295;<10;7;-23.2037;-46.157
Ilha Comprida;3520426;16;4;2020-04-16;    9;   0;  87,4125874;  41,0000000;   0;  0; 0,00000000;  3,5714286;0,000000000;RA de Registro;16;Registro; 9;   10296;   2235; 19657;<10;7;-24.7307;-47.5383
Ilhabela;3520400;16;4;2020-04-16;    3;   0;   8,9632507;   3,0000000;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de São José dos Campos;15;Taubaté;17;   33470;   3732; 34639;<10;7;-23.7785;-45.3552
Indaiatuba;3520509;16;4;2020-04-16;    6;   2;   2,4704778;   3,1428571;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Campinas; 4;Campinas; 3;  242868;  33887; 31155;<10;7;-23.0816;-47.2101
Iracemápolis;3521408;16;4;2020-04-16;    1;   0;   4,2276148;   3,1428571;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Campinas; 4;Piracicaba;11;   23654;   3298; 11512;<10;7;-22.5832;-47.523
Itanhaém;3522109;16;4;2020-04-16;    3;   0;   3,0377593;   3,4285714;   0;  0; 0,00000000;  0,0000000;0,000000000;RA de Santos;12;Baixada Santista;13;   98757;  17117; 60171;<10;7;-24.1736;-46.788
Itapecerica da Serra;3522208;16;4;2020-04-16;   38;   5;  22,4031506;   8,7142857;   1;  0; 0,58955659;  0,1428571;0,026315789;RM de São Paulo;10;Grande São Paulo;10;  169619;  18223; 15074;<50;5;-23.7161;-46.8572
Itapetininga;3522307;16;4;2020-04-16;    5;   0;   3,1220731;   9,2857143;   1;  0; 0,62441461;  0,2857143;0,200000000;RA de Sorocaba;13;Sorocaba; 6;  160150;  23100;178935;<10;7;-23.5886;-48.0483
Itapeva;3522406;16;4;2020-04-16;    1;   0;   1,0905958;   8,1428571;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Itapeva; 7;Sorocaba; 6;   91693;  12332;182626;<10;7;-23.9788;-48.8764
Itapevi;3522505;16;4;2020-04-16;   28;   1;  11,7788603;  11,7142857;   5;  0; 2,10336791;  1,0000000;0,178571429;RM de São Paulo;10;Grande São Paulo;10;  237714;  23105;  8266;<50;5;-23.5488;-46.9327
Itapira;3522604;16;4;2020-04-16;    9;   2;  12,5874126;  12,1428571;   2;  2; 2,79720280;  1,2857143;0,222222222;RA de Campinas; 4;São João da Boa Vista;14;   71500;  13246; 51842;<10;7;-22.4357;-46.8224
Itaquaquecetuba;3523107;16;4;2020-04-16;   42;   5;  11,3333099;  18,0000000;   0;  0; 0,00000000;  1,2857143;0,000000000;RM de São Paulo;10;Grande São Paulo;10;  370589;  37537;  8262;<50;5;-23.4835;-46.3457
Itararé;3523206;16;4;2020-04-16;    1;   0;   2,0400669;  17,7142857;   0;  0; 0,00000000;  1,2857143;0,000000000;RA de Itapeva; 7;Sorocaba; 6;   49018;   7477;100386;<10;7;-24.1085;-49.3352
Itatiba;3523404;16;4;2020-04-16;    1;   0;   0,8480613;  12,4285714;   1;  0; 0,84806133;  1,2857143;1,000000000;RA de Campinas; 4;Campinas; 3;  117916;  17334; 32228;<10;7;-23.0035;-46.8464
Itatinga;3523503;16;4;2020-04-16;    1;   0;   4,8661800;  11,8571429;   0;  0; 0,00000000;  1,1428571;0,000000000;RA de Sorocaba;13;Bauru;12;   20550;   2438; 97982;<10;7;-23.1047;-48.6157
Itu;3523909;16;4;2020-04-16;    5;   2;   2,9451264;  12,4285714;   0;  0; 0,00000000;  1,1428571;0,000000000;RA de Sorocaba;13;Sorocaba; 6;  169772;  24287; 64072;<10;7;-23.2544;-47.2927
Itupeva;3524006;16;4;2020-04-16;    2;   1;   3,3807198;   8,7142857;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Campinas; 4;Campinas; 3;   59159;   6478; 20082;<10;7;-23.1526;-47.0593
Jaboticabal;3524303;16;4;2020-04-16;    7;   0;   9,4312930;   8,4285714;   2;  0; 2,69465515;  0,4285714;0,285714286;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   74221;  13382;  7066;<10;7;-21.252;-48.3252
Jacareí;3524402;16;4;2020-04-16;    7;   1;   3,0709162;   3,4285714;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de São José dos Campos;15;Taubaté;17;  227945;  35476; 46427;<10;7;-23.2983;-45.9658
Jaci;3524501;16;4;2020-04-16;    2;   0;  28,6985220;   3,5714286;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;    6969;    947; 14513;<10;7;-20.8805;-49.5797
Jaguariúna;3524709;16;4;2020-04-16;    1;   0;   1,8232205;   3,5714286;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Campinas; 3;   54848;   7339; 14139;<10;7;-22.7037;-46.9851
Jales;3524808;16;4;2020-04-16;    2;   0;   4,2324459;   3,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   47254;   9872; 36857;<10;7;-20.2672;-50.5494
Jandira;3525003;16;4;2020-04-16;   11;   3;   8,8994604;   4,5714286;   1;  0; 0,80904185;  0,4285714;0,090909091;RM de São Paulo;10;Grande São Paulo;10;  123603;  13416;  1745;<25;6;-23.5275;-46.9023
Jardinópolis;3525102;16;4;2020-04-16;    4;   1;   9,3255310;   4,8571429;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   42893;   6353; 50187;<10;7;-21.0176;-47.7606
Jaú;3525300;16;4;2020-04-16;    3;   0;   2,0338294;   4,2857143;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Bauru; 3;Bauru;12;  147505;  23947;  6871;<10;7;-22.2936;-48.5592
Joanópolis;3525508;16;4;2020-04-16;    1;   0;   7,8951524;   3,4285714;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Campinas; 4;Campinas; 3;   12666;   2313; 37429;<10;7;-22.927;-46.2741
José Bonifácio;3525706;16;4;2020-04-16;    2;   0;   5,5584892;   3,4285714;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   35981;   5855;  8602;<10;7;-21.0551;-49.6892
Jundiaí;3525904;16;4;2020-04-16;   27;   8;   6,6336459;   7,1428571;   3;  0; 0,73707176;  0,5714286;0,111111111;RA de Campinas; 4;Campinas; 3;  407016;  69839; 43121;<50;5;-23.1852;-46.8974
Laranjal Paulista;3526407;16;4;2020-04-16;    4;   0;  14,3709133;   7,4285714;   2;  0; 7,18545664;  0,8571429;0,500000000;RA de Sorocaba;13;Bauru;12;   27834;   4800; 38427;<10;7;-23.0506;-47.8375
Leme;3526704;16;4;2020-04-16;    3;   0;   2,9710324;   6,2857143;   2;  0; 1,98068829;  1,0000000;0,666666667;RA de Campinas; 4;Piracicaba;11;  100975;  14281; 40287;<10;7;-22.1809;-47.3841
Lençóis Paulista;3526803;16;4;2020-04-16;    3;   0;   4,5219541;   6,1428571;   0;  0; 0,00000000;  1,0000000;0,000000000;RA de Bauru; 3;Bauru;12;   66343;   9847; 80954;<10;7;-22.6027;-48.8037
Limeira;3526902;16;4;2020-04-16;    7;   0;   2,3624705;   6,7142857;   1;  0; 0,33749578;  1,1428571;0,142857143;RA de Campinas; 4;Piracicaba;11;  296300;  48554; 58071;<10;7;-22.566;-47.397
Lins;3527108;16;4;2020-04-16;    1;   0;   1,3317885;   6,7142857;   1;  0; 1,33178846;  1,2857143;1,000000000;RA de Bauru; 3;Bauru;12;   75087;  13497; 57006;<10;7;-21.6718;-49.7526
Lorena;3527207;16;4;2020-04-16;    1;   0;   1,1542146;   6,5714286;   0;  0; 0,00000000;  1,2857143;0,000000000;RA de São José dos Campos;15;Taubaté;17;   86639;  14379; 41416;<10;7;-22.7334;-45.1197
Louveira;3527306;16;4;2020-04-16;    1;   0;   2,0717660;   2,8571429;   0;  0; 0,00000000;  0,8571429;0,000000000;RA de Campinas; 4;Campinas; 3;   48268;   4812;  5513;<10;7;-23.0856;-46.9484
Macatuba;3528007;16;4;2020-04-16;    1;   0;   5,9059768;   2,4285714;   0;  0; 0,00000000;  0,5714286;0,000000000;RA de Bauru; 3;Bauru;12;   16932;   2571; 22451;<10;7;-22.5002;-48.7102
Mairinque;3528403;16;4;2020-04-16;    1;   0;   2,1587548;   2,1428571;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   46323;   6632; 21015;<10;7;-23.5398;-47.185
Mairiporã;3528502;16;4;2020-04-16;    9;   0;   9,1257529;   3,0000000;   2;  0; 2,02794508;  0,5714286;0,222222222;RM de São Paulo;10;Grande São Paulo;10;   98622;  13203;  3207;<10;7;-23.3171;-46.5897
Marília;3529005;16;4;2020-04-16;    8;   1;   3,4549176;   3,1428571;   1;  0; 0,43186471;  0,5714286;0,125000000;RA de Marília; 8;Marília; 5;  231554;  40831;117052;<10;7;-22.2171;-49.9501
Matão;3529302;16;4;2020-04-16;    3;   0;   3,7490627;   3,4285714;   0;  0; 0,00000000;  0,4285714;0,000000000;RA Central; 5;Araraquara; 8;   80020;  13454;  5249;<10;7;-21.6025;-48.364
Mauá;3529401;16;4;2020-04-16;   71;   5;  15,4303548;  13,4285714;   2;  0; 0,43465788;  0,7142857;0,028169014;RM de São Paulo;10;Grande São Paulo;10;  460132;  57797;  6191;<75;4;-23.6677;-46.4613
Mirassol;3530300;16;4;2020-04-16;    5;  -2;   8,6469286;  14,0000000;   0;  0; 0,00000000;  0,7142857;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   57824;  10113; 24323;<10;7;-20.8169;-49.5206
Mococa;3530508;16;4;2020-04-16;    2;   0;   2,9961200;  14,1428571;   1;  0; 1,49806001;  0,8571429;0,500000000;RA de Campinas; 4;São João da Boa Vista;14;   66753;  12553; 85516;<10;7;-21.4647;-47.0024
Mogi das Cruzes;3530607;16;4;2020-04-16;   86;   6;  19,8657904;  26,2857143;   6;  1; 1,38598538;  1,7142857;0,069767442;RM de São Paulo;10;Grande São Paulo;10;  432905;  60748; 71254;<100;3;-23.5208;-46.1854
Mogi Guaçu;3530706;16;4;2020-04-16;    7;   1;   4,7193663;  26,0000000;   1;  0; 0,67419518;  1,5714286;0,142857143;RA de Campinas; 4;São João da Boa Vista;14;  148325;  23961; 81275;<10;7;-22.3675;-46.9428
Mogi Mirim;3530805;16;4;2020-04-16;    1;   0;   1,1057177;  25,0000000;   0;  0; 0,00000000;  1,4285714;0,000000000;RA de Campinas; 4;São João da Boa Vista;14;   90439;  16221; 49771;<10;7;-22.4332;-46.9532
Mongaguá;3531100;16;4;2020-04-16;    2;   0;   3,6623329;  24,8571429;   1;  0; 1,83116645;  1,5714286;0,500000000;RA de Santos;12;Baixada Santista;13;   54610;   9236; 14321;<10;7;-24.0809;-46.6265
Monte Alto;3531308;16;4;2020-04-16;    6;   1;  12,3954137;  15,5714286;   1;  0; 2,06590228;  1,4285714;0,166666667;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   48405;   9292; 34695;<10;7;-21.2655;-48.4971
Monte Mor;3531803;16;4;2020-04-16;    1;   0;   1,6774583;  15,0000000;   0;  0; 0,00000000;  1,4285714;0,000000000;RA de Campinas; 4;Campinas; 3;   59614;   7075; 24057;<10;7;-22.945;-47.3122
Morro Agudo;3531902;16;4;2020-04-16;    2;   0;   6,1858221;  15,0000000;   0;  0; 0,00000000;  1,2857143;0,000000000;RA de Franca; 6;Franca; 4;   32332;   3967;138813;<10;7;-20.7288;-48.0581
Morungaba;3532009;16;4;2020-04-16;    4;   3;  30,1955160;   3,2857143;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Campinas; 4;Campinas; 3;   13247;   1927; 14675;<10;7;-22.8811;-46.7896
Nhandeara;3532603;16;4;2020-04-16;    1;   0;   9,2747171;   2,4285714;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   10782;   2528; 43616;<10;7;-20.6945;-50.0436
Nova Odessa;3533403;16;4;2020-04-16;    1;   0;   1,7229794;   2,4285714;   1;  0; 1,72297938;  0,4285714;1,000000000;RA de Campinas; 4;Campinas; 3;   58039;   8753;  7379;<10;7;-22.7832;-47.2941
Olímpia;3533908;16;4;2020-04-16;    4;   0;   7,6167263;   2,7142857;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Barretos; 2;Barretos;16;   52516;   9595; 80256;<10;7;-20.7366;-48.9106
Orlândia;3534302;16;4;2020-04-16;    4;   0;   9,4638717;   2,4285714;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Franca; 6;Franca; 4;   42266;   6797; 29177;<10;7;-20.7169;-47.8852
Osasco;3534401;16;4;2020-04-16;  203;  31;  29,8106802;  31,2857143;  18;  2; 2,64331154;  2,7142857;0,088669951;RM de São Paulo;10;Grande São Paulo;10;  680964;  93147;  6495;>150;1;-23.5324;-46.7916
Ourinhos;3534708;16;4;2020-04-16;    7;   6;   6,3354723;  32,0000000;   0;  0; 0,00000000;  2,7142857;0,000000000;RA de Marília; 8;Marília; 5;  110489;  18745; 29582;<10;7;-22.9797;-49.8697
Pariquera-Açu;3536208;16;4;2020-04-16;    3;   1;  15,5836060;  31,8571429;   0;  0; 0,00000000;  2,7142857;0,000000000;RA de Registro;16;Registro; 9;   19251;   2926; 35941;<10;7;-24.7147;-47.8742
Paulínia;3536505;16;4;2020-04-16;    6;   1;   5,7122728;  32,5714286;   0;  0; 0,00000000;  2,7142857;0,000000000;RA de Campinas; 4;Campinas; 3;  105037;  12690; 13878;<10;7;-22.7542;-47.1488
Pederneiras;3536703;16;4;2020-04-16;    1;   0;   2,1944262;  32,5714286;   0;  0; 0,00000000;  2,5714286;0,000000000;RA de Bauru; 3;Bauru;12;   45570;   6644; 72874;<10;7;-22.3511;-48.7781
Pedra Bela;3536802;16;4;2020-04-16;    1;   0;  16,7672703;  32,1428571;   0;  0; 0,00000000;  2,5714286;0,000000000;RA de Campinas; 4;Campinas; 3;    5964;   1147; 15859;<10;7;-22.7902;-46.4455
Penápolis;3537305;16;4;2020-04-16;    1;   0;   1,6454405;  31,7142857;   1;  0; 1,64544048;  2,7142857;1,000000000;RA de Araçatuba; 1;Araçatuba; 7;   60774;  11490; 71132;<10;7;-21.4148;-50.0769
Peruíbe;3537602;16;4;2020-04-16;    4;   0;   6,0422048;   3,2857143;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Santos;12;Baixada Santista;13;   66201;  11193; 32622;<10;7;-24.312;-47.0012
Pilar do Sul;3537909;16;4;2020-04-16;    3;   0;  10,6303816;   2,7142857;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   28221;   4259; 68125;<10;7;-23.8077;-47.7222
Pindamonhangaba;3538006;16;4;2020-04-16;    2;   0;   1,2224117;   2,5714286;   1;  0; 0,61120585;  0,2857143;0,500000000;RA de São José dos Campos;15;Taubaté;17;  163611;  23934;   730;<10;7;-22.9246;-45.4613
Pindorama;3538105;16;4;2020-04-16;    2;   1;  12,3039065;   2,0000000;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   16255;   2914; 18483;<10;7;-21.1853;-48.9086
Piracaia;3538600;16;4;2020-04-16;    1;NA;   3,8041618;   2,0000000;   0;NA; 0,00000000;  0,2857143;0,000000000;RA de Campinas; 4;Campinas; 3;   26287;   4407; 38557;<10;7;-23.0525;-46.3594
Piracicaba;3538709;16;4;2020-04-16;   18;   1;   4,6168881;   4,4285714;   1;  0; 0,25649378;  0,4285714;0,055555556;RA de Campinas; 4;Piracicaba;11;  389873;  64835;137807;<25;6;-22.7338;-47.6476
Pirajuí;3538907;16;4;2020-04-16;    1;   0;   4,2994110;   4,4285714;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Bauru; 3;Bauru;12;   23259;   3878; 82376;<10;7;-21.999;-49.4608
Piratininga;3539400;16;4;2020-04-16;    2;   1;  15,1366079;   4,1428571;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Bauru; 3;Bauru;12;   13213;   2371; 40241;<10;7;-22.4142;-49.1339
Poá;3539806;16;4;2020-04-16;   15;   4;  12,9827416;   5,8571429;   2;  0; 1,73103221;  0,5714286;0,133333333;RM de São Paulo;10;Grande São Paulo;10;  115538;  15261;  1726;<25;6;-23.5333;-46.3473
Pontal;3540200;16;4;2020-04-16;    4;   0;   8,1163890;   6,1428571;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   49283;   4583; 35637;<10;7;-21.0216;-48.0423
Porto Feliz;3540606;16;4;2020-04-16;    1;   0;   1,9343482;   6,0000000;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   51697;   8064; 55671;<10;7;-23.2093;-47.5251
Porto Ferreira;3540705;16;4;2020-04-16;    2;   0;   3,6967210;   6,1428571;   1;  0; 1,84836050;  0,5714286;0,500000000;RA Central; 5;Araraquara; 8;   54102;   8977; 24491;<10;7;-21.8498;-47.487
Praia Grande;3541000;16;4;2020-04-16;   33;   6;  10,4152201;   8,2857143;   6;  0; 1,89367638;  1,2857143;0,181818182;RA de Santos;12;Baixada Santista;13;  316844;  47218; 14925;<50;5;-24.0084;-46.4121
Pratânia;3541059;16;4;2020-04-16;    2;   0;  38,7897595;   8,4285714;   0;  0; 0,00000000;  1,2857143;0,000000000;RA de Sorocaba;13;Bauru;12;    5156;    629;  1751;<10;7;-22.8112;-48.6636
Presidente Prudente;3541406;16;4;2020-04-16;    4;   0;   1,8093571;   8,7142857;   2;  0; 0,90467855;  1,5714286;0,500000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;  221073;  39118; 56064;<10;7;-22.1207;-51.3925
Presidente Venceslau;3541505;16;4;2020-04-16;    8;   3;  21,0498619;   7,7142857;   3;  1; 7,89369820;  1,7142857;0,375000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;   38005;   7295;  7552;<10;7;-21.8732;-51.8447
