nome_munic;codigo_ibge;dia;mes;datahora;casos;casos_novos;casos_pc;casos_mm7d;obitos;obitos_novos;obitos_pc;obitos_mm7d;letalidade;nome_ra;cod_ra;nome_drs;cod_drs;pop;pop_60;area;map_leg;map_leg_s;latitude;longitude
Cajati;3509254;29;4;2020-04-29;    4;  -1;  13,7969095;  18,5714286;   0;  0; 0,00000000;  2,0000000;0,000000000;RA de Registro;16;Registro; 9;   28992;   3888; 45444;<10;7;-24.7324;-48.1223
Cajuru;3509403;29;4;2020-04-29;    2;   0;   7,7933211;  17,4285714;   0;  0; 0,00000000;  2,0000000;0,000000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   25663;   3904; 66009;<10;7;-21.2749;-47.303
Campinas;3509502;29;4;2020-04-29;  344;  24;  29,2641180;  66,1428571;  16;  4; 1,36112177;  4,2857143;0,046511628;RA de Campinas; 4;Campinas; 3; 1175501; 192796; 79457;>150;1;-22.9053;-47.0659
Campo Limpo Paulista;3509601;29;4;2020-04-29;   17;   1;  20,5209918;  68,4285714;   2;  0; 2,41423433;  4,5714286;0,117647059;RA de Campinas; 4;Campinas; 3;   82842;  11337;   794;<25;6;-23.2078;-46.7889
Campos do Jordão;3509700;29;4;2020-04-29;    3;   0;   5,9858733;  68,7142857;   0;  0; 0,00000000;  4,4285714;0,000000000;RA de São José dos Campos;15;Taubaté;17;   50118;   6425; 29052;<10;7;-22.7296;-45.5833
Cananéia;3509908;29;4;2020-04-29;    5;   0;  40,5153553;  57,8571429;   0;  0; 0,00000000;  3,0000000;0,000000000;RA de Registro;16;Registro; 9;   12341;   2042;123735;<10;7;-25.0144;-47.9341
Capão Bonito;3510203;29;4;2020-04-29;    5;   2;  10,7716834;  54,2857143;   1;  0; 2,15433668;  2,7142857;0,200000000;RA de Itapeva; 7;Sorocaba; 6;   46418;   6902;164023;<10;7;-24.0113;-48.3482
Capela do Alto;3510302;29;4;2020-04-29;    1;   0;   4,8680752;  53,8571429;   0;  0; 0,00000000;  2,7142857;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   20542;   2631; 16989;<10;7;-23.4685;-47.7388
Caraguatatuba;3510500;29;4;2020-04-29;   26;   1;  22,3933302;  57,2857143;   4;  0; 3,44512773;  3,2857143;0,153846154;RA de São José dos Campos;15;Taubaté;17;  116106;  16658; 48495;<50;5;-23.6125;-45.4125
Carapicuíba;3510609;29;4;2020-04-29;  205;  18;  51,9516064;  37,4285714;   9;  1; 2,28080223;  2,2857143;0,043902439;RM de São Paulo;10;Grande São Paulo;10;  394598;  50996;  3455;>150;1;-23.5235;-46.8407
Castilho;3511003;29;4;2020-04-29;    3;   0;  14,4731764;  35,4285714;   0;  0; 0,00000000;  2,0000000;0,000000000;RA de Araçatuba; 1;Araçatuba; 7;   20728;   3273;106532;<10;7;-20.8689;-51.4884
Catanduva;3511102;29;4;2020-04-29;   11;   0;   9,3851851;  36,5714286;   3;  0; 2,55959593;  2,4285714;0,272727273;RA de São José do Rio Preto;14;São José do Rio Preto;15;  117206;  21966;  2906;<25;6;-21.1314;-48.977
Cedral;3511300;29;4;2020-04-29;    1;   0;  11,3173382;  36,0000000;   0;  0; 0,00000000;  2,4285714;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;    8836;   1727; 19784;<10;7;-20.9009;-49.2664
Chavantes;3557204;29;4;2020-04-29;    1;   0;   8,1812976;  35,4285714;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de Marília; 8;Marília; 5;   12223;   2098; 18873;<10;7;-23.0366;-49.7096
Colina;3512001;29;4;2020-04-29;    1;   0;   5,6808499;  35,4285714;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de Barretos; 2;Barretos;16;   17603;   3020;  4223;<10;7;-20.7114;-48.5387
Conchas;3512308;29;4;2020-04-29;    1;   0;   5,8363488;  31,8571429;   1;  0; 5,83634878;  1,8571429;1,000000000;RA de Sorocaba;13;Bauru;12;   17134;   3050; 46612;<10;7;-23.0154;-48.0134
Cordeirópolis;3512407;29;4;2020-04-29;    1;   0;   4,1057645;   2,7142857;   0;  0; 0,00000000;  0,5714286;0,000000000;RA de Campinas; 4;Piracicaba;11;   24356;   3527; 13758;<10;7;-22.4778;-47.4519
Cosmópolis;3512803;29;4;2020-04-29;    1;   0;   1,4028787;   2,4285714;   0;  0; 0,00000000;  0,5714286;0,000000000;RA de Campinas; 4;Campinas; 3;   71282;   8796; 15467;<10;7;-22.6419;-47.1926
Cosmorama;3512902;29;4;2020-04-29;    1;   0;  14,2918394;   1,0000000;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;    6997;   1671; 44168;<10;7;-20.4755;-49.7827
Cotia;3513009;29;4;2020-04-29;  155;   9;  62,6454992;  23,0000000;  17;  5; 6,87079669;  2,5714286;0,109677419;RM de São Paulo;10;Grande São Paulo;10;  247424;  28357; 32399;>150;1;-23.6022;-46.919
Cravinhos;3513108;29;4;2020-04-29;    8;   0;  23,2369002;  24,0000000;   1;  0; 2,90461252;  2,7142857;0,125000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   34428;   5222; 31142;<10;7;-21.338;-47.7324
Cruzeiro;3513405;29;4;2020-04-29;    5;   0;   6,2557083;  24,5714286;   1;  0; 1,25114167;  2,8571429;0,200000000;RA de São José dos Campos;15;Taubaté;17;   79927;  13518;  3057;<10;7;-22.5728;-44.969
Cubatão;3513504;29;4;2020-04-29;   34;  -1;  26,3269968;  29,2857143;   0;  0; 0,00000000;  2,7142857;0,000000000;RA de Santos;12;Baixada Santista;13;  129145;  15732; 14288;<50;5;-23.8911;-46.424
Diadema;3513801;29;4;2020-04-29;  272;  33;  67,2473342;  68,0000000;  18;  4; 4,45019123;  5,2857143;0,066176471;RM de São Paulo;10;Grande São Paulo;10;  404477;  47787;  3073;>150;1;-23.6813;-46.6205
Dobrada;3514007;29;4;2020-04-29;    1;   0;  11,2309075;  68,0000000;   0;  0; 0,00000000;  5,2857143;0,000000000;RA Central; 5;Araraquara; 8;    8904;   1039; 14973;<10;7;-21.5155;-48.3935
Dracena;3514403;29;4;2020-04-29;    7;   1;  15,5572841;  68,8571429;   2;  0; 4,44493833;  5,5714286;0,285714286;RA de Presidente Prudente; 9;Presidente Prudente; 2;   44995;   9156; 48769;<10;7;-21.4843;-51.535
Duartina;3514502;29;4;2020-04-29;    1;   0;   8,3507307;  46,8571429;   0;  0; 0,00000000;  3,1428571;0,000000000;RA de Bauru; 3;Bauru;12;   11975;   2485; 26456;<10;7;-22.4146;-49.4084
Eldorado;3514809;29;4;2020-04-29;    2;   0;  13,1268049;  46,0000000;   1;  0; 6,56340247;  3,1428571;0,500000000;RA de Registro;16;Registro; 9;   15236;   2195;165426;<10;7;-24.5281;-48.1141
Elias Fausto;3514908;29;4;2020-04-29;    1;   0;   5,7650179;  45,4285714;   0;  0; 0,00000000;  3,0000000;0,000000000;RA de Campinas; 4;Piracicaba;11;   17346;   2361; 20236;<10;7;-23.0428;-47.3682
Embu das Artes;3515004;29;4;2020-04-29;  105;  10;  38,7754348;  55,5714286;  12;  4; 4,43147827;  4,7142857;0,114285714;RM de São Paulo;10;Grande São Paulo;10;  270790;  29639;   704;<150;2;-23.6437;-46.8579
Embu-Guaçu;3515103;29;4;2020-04-29;   23;   3;  33,7971875;  20,0000000;   3;  0; 4,40832880;  2,5714286;0,130434783;RM de São Paulo;10;Grande São Paulo;10;   68053;   9074; 15564;<25;6;-23.8297;-46.8136
Engenheiro Coelho;3515152;29;4;2020-04-29;    5;   0;  24,3486730;  20,5714286;   0;  0; 0,00000000;  2,5714286;0,000000000;RA de Campinas; 4;Piracicaba;11;   20535;   1870; 10994;<10;7;-22.4836;-47.211
Espírito Santo do Pinhal;3515186;29;4;2020-04-29;    1;   0;   2,3489066;  19,7142857;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de Campinas; 4;São João da Boa Vista;14;   42573;   7818; 38924;<10;7;-22.1909;-46.7477
Estiva Gerbi;3557303;29;4;2020-04-29;    1;   0;   9,0260854;  19,7142857;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de Campinas; 4;São João da Boa Vista;14;   11079;   1606;  7414;<10;7;-22.2713;-46.9481
Estrela d'Oeste;3515202;29;4;2020-04-29;    1;   0;  12,3548307;  19,5714286;   0;  0; 0,00000000;  2,1428571;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;    8094;   1685; 29628;<10;7;-20.2875;-50.4049
Fartura;3515400;29;4;2020-04-29;    6;   5;  38,3533623;  20,2857143;   0;  0; 0,00000000;  2,1428571;0,000000000;RA de Itapeva; 7;Bauru;12;   15644;   2921; 42917;<10;7;-23.3916;-49.5124
Fernandópolis;3515509;29;4;2020-04-29;    9;   0;  13,6132623;   6,5714286;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   66112;  13714;  5498;<10;7;-20.2806;-50.2471
Ferraz de Vasconcelos;3515707;29;4;2020-04-29;   95;   9;  49,2133632;  16,8571429;   6;  1; 3,10821242;  0,8571429;0,063157895;RM de São Paulo;10;Grande São Paulo;10;  193037;  21049;  2956;<100;3;-23.5411;-46.371
Franca;3516200;29;4;2020-04-29;   10;   1;   2,9229083;  17,5714286;   1;  0; 0,29229083;  1,0000000;0,100000000;RA de Franca; 6;Franca; 4;  342125;  53617; 60568;<25;6;-20.5352;-47.4039
Francisco Morato;3516309;29;4;2020-04-29;   69;   3;  39,5635396;  27,2857143;   4;  0; 2,29353853;  1,5714286;0,057971014;RM de São Paulo;10;Grande São Paulo;10;  174403;  18701;    49;<75;4;-23.2792;-46.7448
Franco da Rocha;3516408;29;4;2020-04-29;  121;   4;  79,5001347;  44,4285714;  12;  1; 7,88431088;  3,2857143;0,099173554;RM de São Paulo;10;Grande São Paulo;10;  152201;  17090; 13278;<150;2;-23.3229;-46.729
Garça;3516705;29;4;2020-04-29;    3;   0;   7,0616482;  44,7142857;   0;  0; 0,00000000;  3,2857143;0,000000000;RA de Marília; 8;Marília; 5;   42483;   8051; 55581;<10;7;-22.2125;-49.6546
Guaíra;3517406;29;4;2020-04-29;    2;   1;   5,1201966;  44,1428571;   0;  0; 0,00000000;  3,2857143;0,000000000;RA de Barretos; 2;Barretos;16;   39061;   6516;125847;<10;7;-20.3196;-48.312
Guará;3517703;29;4;2020-04-29;    1;   0;   4,8021514;  43,0000000;   1;  0; 4,80215136;  3,4285714;1,000000000;RA de Franca; 6;Franca; 4;   20824;   3029; 36218;<10;7;-20.4302;-47.8236
Guararapes;3518206;29;4;2020-04-29;    6;   0;  18,7055743;  30,2857143;   0;  0; 0,00000000;  2,5714286;0,000000000;RA de Araçatuba; 1;Araçatuba; 7;   32076;   5806; 95564;<10;7;-21.2544;-50.6453
Guararema;3518305;29;4;2020-04-29;    4;   0;  13,5920351;  29,4285714;   1;  0; 3,39800877;  2,5714286;0,250000000;RM de São Paulo;10;Grande São Paulo;10;   29429;   4163; 27082;<10;7;-23.4112;-46.0369
Guaratinguetá;3518404;29;4;2020-04-29;    3;   2;   2,5349613;  20,0000000;   0;  0; 0,00000000;  2,0000000;0,000000000;RA de São José dos Campos;15;Taubaté;17;  118345;  20362; 75264;<10;7;-22.8075;-45.1938
Guariba;3518602;29;4;2020-04-29;    1;NA;   2,5627226;   2,8571429;   0;NA; 0,00000000;  0,2857143;0,000000000;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   39021;   4860; 27029;<10;7;-21.3594;-48.2316
Guarujá;3518701;29;4;2020-04-29;  159;  20;  50,2520504;  25,1428571;   7;  0; 2,21235442;  1,2857143;0,044025157;RA de Santos;12;Baixada Santista;13;  316405;  41402; 14479;>150;1;-23.9888;-46.258
Guarulhos;3518800;29;4;2020-04-29;  666; 104;  49,2867847; 120,0000000;  64; 12; 4,73626760; 10,4285714;0,096096096;RM de São Paulo;10;Grande São Paulo;10; 1351275; 162662; 31868;>150;1;-23.4538;-46.5333
Guzolândia;3518909;29;4;2020-04-29;    1;   0;  19,5809673; 120,0000000;   0;  0; 0,00000000; 10,2857143;0,000000000;RA de Araçatuba; 1;Araçatuba; 7;    5107;    896; 25248;<10;7;-20.6467;-50.6645
Holambra;3519055;29;4;2020-04-29;    2;   0;  13,7997654; 119,4285714;   0;  0; 0,00000000; 10,2857143;0,000000000;RA de Campinas; 4;Campinas; 3;   14493;   1881;  6558;<10;7;-22.6405;-47.0487
Hortolândia;3519071;29;4;2020-04-29;   24;   1;  10,4226380; 122,2857143;   2;  0; 0,86855316; 10,4285714;0,083333333;RA de Campinas; 4;Campinas; 3;  230268;  26129;  6242;<25;6;-22.8529;-47.2143
Ibirá;3519402;29;4;2020-04-29;    2;   0;  16,5851231; 122,1428571;   0;  0; 0,00000000; 10,4285714;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   12059;   2221; 27191;<10;7;-21.083;-49.2448
Ibiúna;3519709;29;4;2020-04-29;    7;   1;   9,1587073; 123,0000000;   0;  0; 0,00000000; 10,4285714;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   76430;  10936;105808;<10;7;-23.6596;-47.223
Iepê;3519907;29;4;2020-04-29;    1;   0;  12,6246686; 100,4285714;   1;  0;12,62466860;  9,5714286;1,000000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;    7921;   1461; 59497;<10;7;-22.6602;-51.0779
Igaraçu do Tietê;3520004;29;4;2020-04-29;    2;   1;   8,2867205;   5,5714286;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Bauru; 3;Bauru;12;   24135;   3410;  9775;<10;7;-22.509;-48.5597
Igarapava;3520103;29;4;2020-04-29;    2;   0;   6,7897882;   5,7142857;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de Franca; 6;Franca; 4;   29456;   4921; 46836;<10;7;-20.0407;-47.7466
Igaratá;3520202;29;4;2020-04-29;    5;   2;  53,6941581;   6,1428571;   0;  0; 0,00000000;  0,4285714;0,000000000;RA de São José dos Campos;15;Taubaté;17;    9312;   1532; 29295;<10;7;-23.2037;-46.157
Iguape;3520301;29;4;2020-04-29;    6;   1;  20,3631427;   3,5714286;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de Registro;16;Registro; 9;   29465;   5406; 19788;<10;7;-24.699;-47.5537
Ilha Comprida;3520426;29;4;2020-04-29;   14;   1; 135,9751360;   5,2857143;   1;  0; 9,71250971;  0,2857143;0,071428571;RA de Registro;16;Registro; 9;   10296;   2235; 19657;<25;6;-24.7307;-47.5383
Ilha Solteira;3520442;29;4;2020-04-29;    2;   0;   7,7675936;   4,5714286;   0;  0; 0,00000000;  0,2857143;0,000000000;RA de Araçatuba; 1;Araçatuba; 7;   25748;   5242; 65264;<10;7;-20.4326;-51.3426
Ilhabela;3520400;29;4;2020-04-29;    6;   0;  17,9265013;   5,2857143;   0;  0; 0,00000000;  0,1428571;0,000000000;RA de São José dos Campos;15;Taubaté;17;   33470;   3732; 34639;<10;7;-23.7785;-45.3552
Indaiatuba;3520509;29;4;2020-04-29;   24;   2;   9,8819112;   8,4285714;   4;  0; 1,64698519;  0,7142857;0,166666667;RA de Campinas; 4;Campinas; 3;  242868;  33887; 31155;<25;6;-23.0816;-47.2101
Iracemápolis;3521408;29;4;2020-04-29;    1;   0;   4,2276148;   8,2857143;   0;  0; 0,00000000;  0,7142857;0,000000000;RA de Campinas; 4;Piracicaba;11;   23654;   3298; 11512;<10;7;-22.5832;-47.523
Itajobi;3521903;29;4;2020-04-29;    4;   0;  27,3710141;   8,1428571;   0;  0; 0,00000000;  0,7142857;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   14614;   3191; 50207;<10;7;-21.3123;-49.0629
Itanhaém;3522109;29;4;2020-04-29;   14;   0;  14,1762103;   9,2857143;   2;  0; 2,02517290;  1,0000000;0,142857143;RA de Santos;12;Baixada Santista;13;   98757;  17117; 60171;<25;6;-24.1736;-46.788
Itapecerica da Serra;3522208;29;4;2020-04-29;  103;  10;  60,7243292;  22,0000000;   7;  0; 4,12689616;  1,8571429;0,067961165;RM de São Paulo;10;Grande São Paulo;10;  169619;  18223; 15074;<150;2;-23.7161;-46.8572
Itapetininga;3522307;29;4;2020-04-29;   14;   3;   8,7418046;  23,7142857;   1;  0; 0,62441461;  2,0000000;0,071428571;RA de Sorocaba;13;Sorocaba; 6;  160150;  23100;178935;<25;6;-23.5886;-48.0483
Itapeva;3522406;29;4;2020-04-29;   10;   6;  10,9059579;  24,2857143;   0;  0; 0,00000000;  2,0000000;0,000000000;RA de Itapeva; 7;Sorocaba; 6;   91693;  12332;182626;<25;6;-23.9788;-48.8764
Itapevi;3522505;29;4;2020-04-29;  115;  14;  48,3774620;  37,2857143;  16;  1; 6,73077732;  3,7142857;0,139130435;RM de São Paulo;10;Grande São Paulo;10;  237714;  23105;  8266;<150;2;-23.5488;-46.9327
Itapira;3522604;29;4;2020-04-29;   18;   1;  25,1748252;  39,7142857;   3;  0; 4,19580420;  4,1428571;0,166666667;RA de Campinas; 4;São João da Boa Vista;14;   71500;  13246; 51842;<25;6;-22.4357;-46.8224
Itaquaquecetuba;3523107;29;4;2020-04-29;  111;  10;  29,9523191;  55,0000000;  13;  2; 3,50792927;  6,0000000;0,117117117;RM de São Paulo;10;Grande São Paulo;10;  370589;  37537;  8262;<150;2;-23.4835;-46.3457
Itararé;3523206;29;4;2020-04-29;    2;   1;   4,0801338;  53,2857143;   0;  0; 0,00000000;  5,7142857;0,000000000;RA de Itapeva; 7;Sorocaba; 6;   49018;   7477;100386;<10;7;-24.1085;-49.3352
Itariri;3523305;29;4;2020-04-29;    1;   0;   5,7890471;  38,7142857;   0;  0; 0,00000000;  4,7142857;0,000000000;RA de Registro;16;Registro; 9;   17274;   2412; 27367;<10;7;-24.2834;-47.1736
Itatiba;3523404;29;4;2020-04-29;    6;   0;   5,0883680;  37,5714286;   1;  0; 0,84806133;  4,7142857;0,166666667;RA de Campinas; 4;Campinas; 3;  117916;  17334; 32228;<10;7;-23.0035;-46.8464
Itatinga;3523503;29;4;2020-04-29;    1;   0;   4,8661800;  36,2857143;   0;  0; 0,00000000;  4,7142857;0,000000000;RA de Sorocaba;13;Bauru;12;   20550;   2438; 97982;<10;7;-23.1047;-48.6157
Itirapina;3523602;29;4;2020-04-29;    1;   0;   5,8268267;  20,0000000;   0;  0; 0,00000000;  2,4285714;0,000000000;RA de Campinas; 4;Piracicaba;11;   17162;   2082;  5646;<10;7;-22.2562;-47.8166
Itu;3523909;29;4;2020-04-29;   13;   3;   7,6573287;  19,2857143;   2;  1; 1,17805056;  2,2857143;0,153846154;RA de Sorocaba;13;Sorocaba; 6;  169772;  24287; 64072;<25;6;-23.2544;-47.2927
Itupeva;3524006;29;4;2020-04-29;    5;   0;   8,4517994;   4,1428571;   1;  0; 1,69035988;  0,5714286;0,200000000;RA de Campinas; 4;Campinas; 3;   59159;   6478; 20082;<10;7;-23.1526;-47.0593
Ituverava;3524105;29;4;2020-04-29;    1;   0;   2,4847190;   4,0000000;   0;  0; 0,00000000;  0,5714286;0,000000000;RA de Franca; 6;Franca; 4;   40246;   7374; 70466;<10;7;-20.3355;-47.7902
Jaborandi;3524204;29;4;2020-04-29;    2;   1;  29,9535720;   4,1428571;   0;  0; 0,00000000;  0,5714286;0,000000000;RA de Barretos; 2;Barretos;16;    6677;   1128; 27344;<10;7;-20.6884;-48.4112
Jaboticabal;3524303;29;4;2020-04-29;   17;   2;  22,9045688;   5,7142857;   4;  0; 5,38931030;  1,0000000;0,235294118;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   74221;  13382;  7066;<25;6;-21.252;-48.3252
Jacareí;3524402;29;4;2020-04-29;   31;   1;  13,5997719;  10,0000000;   1;  0; 0,43870232;  1,1428571;0,032258065;RA de São José dos Campos;15;Taubaté;17;  227945;  35476; 46427;<50;5;-23.2983;-45.9658
Jaci;3524501;29;4;2020-04-29;   11;   0; 157,8418711;  11,4285714;   0;  0; 0,00000000;  1,1428571;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;    6969;    947; 14513;<25;6;-20.8805;-49.5797
Jaguariúna;3524709;29;4;2020-04-29;    7;   1;  12,7625438;  10,5714286;   0;  0; 0,00000000;  0,8571429;0,000000000;RA de Campinas; 4;Campinas; 3;   54848;   7339; 14139;<10;7;-22.7037;-46.9851
Jales;3524808;29;4;2020-04-29;    4;   0;   8,4648919;  10,4285714;   0;  0; 0,00000000;  0,7142857;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   47254;   9872; 36857;<10;7;-20.2672;-50.5494
Jandira;3525003;29;4;2020-04-29;   42;   2;  33,9797578;  16,2857143;   3;  0; 2,42712556;  1,1428571;0,071428571;RM de São Paulo;10;Grande São Paulo;10;  123603;  13416;  1745;<50;5;-23.5275;-46.9023
Jardinópolis;3525102;29;4;2020-04-29;    6;   0;  13,9882965;  16,8571429;   1;  1; 2,33138274;  1,2857143;0,166666667;RA de Ribeirão Preto;11;Ribeirão Preto; 1;   42893;   6353; 50187;<10;7;-21.0176;-47.7606
Jarinu;3525201;29;4;2020-04-29;    1;   0;   3,3534541;  14,5714286;   1;  0; 3,35345406;  0,8571429;1,000000000;RA de Campinas; 4;Campinas; 3;   29820;   3987; 20755;<10;7;-23.1039;-46.728
Jaú;3525300;29;4;2020-04-29;   13;   0;   8,8132606;  12,0000000;   0;  0; 0,00000000;  0,7142857;0,000000000;RA de Bauru; 3;Bauru;12;  147505;  23947;  6871;<25;6;-22.2936;-48.5592
Joanópolis;3525508;29;4;2020-04-29;    2;   0;  15,7903048;  10,7142857;   0;  0; 0,00000000;  0,7142857;0,000000000;RA de Campinas; 4;Campinas; 3;   12666;   2313; 37429;<10;7;-22.927;-46.2741
José Bonifácio;3525706;29;4;2020-04-29;    3;   1;   8,3377338;  10,1428571;   0;  0; 0,00000000;  0,7142857;0,000000000;RA de São José do Rio Preto;14;São José do Rio Preto;15;   35981;   5855;  8602;<10;7;-21.0551;-49.6892
Jundiaí;3525904;29;4;2020-04-29;   93;   3;  22,8492246;  22,8571429;  15;  2; 3,68535881;  2,8571429;0,161290323;RA de Campinas; 4;Campinas; 3;  407016;  69839; 43121;<100;3;-23.1852;-46.8974
Junqueirópolis;3526001;29;4;2020-04-29;    2;   0;   9,9676053;  17,1428571;   0;  0; 0,00000000;  2,4285714;0,000000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;   20065;   3714; 58257;<10;7;-21.5103;-51.4342
Juquiá;3526100;29;4;2020-04-29;    1;   0;   5,3112386;  16,4285714;   0;  0; 0,00000000;  2,2857143;0,000000000;RA de Registro;16;Registro; 9;   18828;   3131;  8128;<10;7;-24.3101;-47.6426
Juquitiba;3526209;29;4;2020-04-29;    3;   0;   9,8680964;  16,7142857;   3;  0; 9,86809644;  2,5714286;1,000000000;RM de São Paulo;10;Grande São Paulo;10;   30401;   4132; 52217;<10;7;-23.9244;-47.0653
Laranjal Paulista;3526407;29;4;2020-04-29;    5;   0;  17,9636416;  15,5714286;   2;  0; 7,18545664;  2,8571429;0,400000000;RA de Sorocaba;13;Bauru;12;   27834;   4800; 38427;<10;7;-23.0506;-47.8375
Lavrinhas;3526605;29;4;2020-04-29;    2;   0;  27,9056788;  15,5714286;   1;  0;13,95283940;  3,0000000;0,500000000;RA de São José dos Campos;15;Taubaté;17;    7167;    903; 16707;<10;7;-22.57;-44.9024
Leme;3526704;29;4;2020-04-29;    6;   0;   5,9420649;  16,0000000;   3;  0; 2,97103243;  3,4285714;0,500000000;RA de Campinas; 4;Piracicaba;11;  100975;  14281; 40287;<10;7;-22.1809;-47.3841
Lençóis Paulista;3526803;29;4;2020-04-29;    5;   0;   7,5365901;   3,4285714;   1;  0; 1,50731803;  1,4285714;0,200000000;RA de Bauru; 3;Bauru;12;   66343;   9847; 80954;<10;7;-22.6027;-48.8037
Limeira;3526902;29;4;2020-04-29;   29;   0;   9,7873777;   7,2857143;   1;  0; 0,33749578;  1,5714286;0,034482759;RA de Campinas; 4;Piracicaba;11;  296300;  48554; 58071;<50;5;-22.566;-47.397
Lindóia;3527009;29;4;2020-04-29;    3;   0;  38,8500389;   7,5714286;   0;  0; 0,00000000;  1,5714286;0,000000000;RA de Campinas; 4;Campinas; 3;    7722;   1281;  4876;<10;7;-22.5226;-46.65
Lins;3527108;29;4;2020-04-29;   16;   0;  21,3086153;   9,4285714;   3;  0; 3,99536538;  1,5714286;0,187500000;RA de Bauru; 3;Bauru;12;   75087;  13497; 57006;<25;6;-21.6718;-49.7526
Lorena;3527207;29;4;2020-04-29;    7;   2;   8,0795023;   9,7142857;   0;  0; 0,00000000;  1,2857143;0,000000000;RA de São José dos Campos;15;Taubaté;17;   86639;  14379; 41416;<10;7;-22.7334;-45.1197
Louveira;3527306;29;4;2020-04-29;   10;   2;  20,7176597;  10,8571429;   0;  0; 0,00000000;  1,1428571;0,000000000;RA de Campinas; 4;Campinas; 3;   48268;   4812;  5513;<25;6;-23.0856;-46.9484
Lucélia;3527405;29;4;2020-04-29;    4;   0;  19,0304011;  10,5714286;   2;  0; 9,51520053;  1,0000000;0,500000000;RA de Presidente Prudente; 9;Marília; 5;   21019;   3778; 31481;<10;7;-21.7182;-51.0215
Macatuba;3528007;29;4;2020-04-29;    1;   0;   5,9059768;  10,0000000;   0;  0; 0,00000000;  0,8571429;0,000000000;RA de Bauru; 3;Bauru;12;   16932;   2571; 22451;<10;7;-22.5002;-48.7102
Mairinque;3528403;29;4;2020-04-29;    6;   0;  12,9525290;   6,7142857;   0;  0; 0,00000000;  0,7142857;0,000000000;RA de Sorocaba;13;Sorocaba; 6;   46323;   6632; 21015;<10;7;-23.5398;-47.185
Mairiporã;3528502;29;4;2020-04-29;   29;   8;  29,4052037;  10,4285714;   4;  0; 4,05589017;  1,2857143;0,137931034;RM de São Paulo;10;Grande São Paulo;10;   98622;  13203;  3207;<50;5;-23.3171;-46.5897
Marília;3529005;29;4;2020-04-29;   12;   3;   5,1823765;   9,8571429;   1;  0; 0,43186471;  1,0000000;0,083333333;RA de Marília; 8;Marília; 5;  231554;  40831;117052;<25;6;-22.2171;-49.9501
Martinópolis;3529203;29;4;2020-04-29;    2;   1;   7,7918030;   9,1428571;   0;  0; 0,00000000;  1,0000000;0,000000000;RA de Presidente Prudente; 9;Presidente Prudente; 2;   25668;   4344;125356;<10;7;-22.1462;-51.1709
Matão;3529302;29;4;2020-04-29;    5;   0;   6,2484379;   8,4285714;   0;  0; 0,00000000;  1,0000000;0,000000000;RA Central; 5;Araraquara; 8;   80020;  13454;  5249;<10;7;-21.6025;-48.364
Mauá;3529401;29;4;2020-04-29;  201;  22;  43,6831170;  36,5714286;  18;  3; 3,91192093;  3,2857143;0,089552239;RM de São Paulo;10;Grande São Paulo;10;  460132;  57797;  6191;>150;1;-23.6677;-46.4613
Miguelópolis;3529708;29;4;2020-04-29;    1;   0;   4,6676624;  36,5714286;   0;  0; 0,00000000;  3,2857143;0,000000000;RA de Franca; 6;Franca; 4;   21424;   3247; 82085;<10;7;-20.1796;-48.031
Mineiros do Tietê;3529807;29;4;2020-04-29;    4;   0;  31,7535921;  36,2857143;   1;  0; 7,93839803;  3,4285714;0,250000000;RA de Bauru; 3;Bauru;12;   12597;   2057; 21324;<10;7;-22.412;-48.451
Miracatu;3529906;29;4;2020-04-29;    4;   0;  20,0662185;  32,7142857;   2;  0;10,03310926;  3,1428571;0,500000000;RA de Registro;16;Registro; 9;   19934;   2946;100148;<10;7;-24.2766;-47.4625
Mirandópolis;3530102;29;4;2020-04-29;    7;   0;  24,4362215;  32,0000000;   2;  0; 6,98177756;  3,2857143;0,285714286;RA de Araçatuba; 1;Araçatuba; 7;   28646;   5119; 91769;<10;7;-21.1313;-51.1035
